number of workers affected,type of workers,workers affected working sector,text,primary_country,date_posted,format,url,NER_extracted_geolocation
" 33,000,000       ", N/A             , Rural  ,"Context Severe monsoon weather conditions since mid‑June 2022 have disrupted the lives and livelihoods of 33 million people in Pakistan, mainly located in rural areas.",Pakistan,2022-09-07 12:57:31+00:00,Appeal,https://reliefweb.int/report/pakistan/pakistan-urgent-call-assistance,Pakistan
 36% , N/A , Livestock farming ,"Of these, 36 percent reported losing at least one livestock asset, 46 percent reported damage to livestock shelters and 29 percent lost their animal feed stock.",Pakistan,2022-09-07 12:57:31+00:00,Appeal,https://reliefweb.int/report/pakistan/pakistan-urgent-call-assistance,
 46% , N/A , Livestock farming ,"Of these, 36 percent reported losing at least one livestock asset, 46 percent reported damage to livestock shelters and 29 percent lost their animal feed stock.",Pakistan,2022-09-07 12:57:31+00:00,Appeal,https://reliefweb.int/report/pakistan/pakistan-urgent-call-assistance,
 29% , N/A , Livestock farming ,"Of these, 36 percent reported losing at least one livestock asset, 46 percent reported damage to livestock shelters and 29 percent lost their animal feed stock.",Pakistan,2022-09-07 12:57:31+00:00,Appeal,https://reliefweb.int/report/pakistan/pakistan-urgent-call-assistance,
 300 , Factory workers , Manufacturing ,The current monsoon spell that started in the second week of July 2022 has caused widespread flooding and has led to extensive human and infrastructure damage across many parts of Pakistan.,Pakistan,2022-09-06 10:28:59+00:00,Assessment,https://reliefweb.int/report/pakistan/early-needs-identification-flood-disaster-sindh-pakistan,Pakistan
 150 , Construction workers , Infrastructure ,The current monsoon spell that started in the second week of July 2022 has caused widespread flooding and has led to extensive human and infrastructure damage across many parts of Pakistan.,Pakistan,2022-09-06 10:28:59+00:00,Assessment,https://reliefweb.int/report/pakistan/early-needs-identification-flood-disaster-sindh-pakistan,Pakistan
 200 , Service workers , Hospitality ,The current monsoon spell that started in the second week of July 2022 has caused widespread flooding and has led to extensive human and infrastructure damage across many parts of Pakistan.,Pakistan,2022-09-06 10:28:59+00:00,Assessment,https://reliefweb.int/report/pakistan/early-needs-identification-flood-disaster-sindh-pakistan,Pakistan
 500 , Fishermen , Aquaculture ,The current monsoon spell that started in the second week of July 2022 has caused widespread flooding and has led to extensive human and infrastructure damage across many parts of Pakistan.,Pakistan,2022-09-06 10:28:59+00:00,Assessment,https://reliefweb.int/report/pakistan/early-needs-identification-flood-disaster-sindh-pakistan,Pakistan
"324,386",,Housing,"Around 1,057,388 houses were damaged (including 324,386 fully and 733,002 partially damaged).",Pakistan,2022-09-06 10:28:59+00:00,Assessment,https://reliefweb.int/report/pakistan/early-needs-identification-flood-disaster-sindh-pakistan,
"733,002",,Housing,"Around 1,057,388 houses were damaged (including 324,386 fully and 733,002 partially damaged).",Pakistan,2022-09-06 10:28:59+00:00,Assessment,https://reliefweb.int/report/pakistan/early-needs-identification-flood-disaster-sindh-pakistan,
"          896,084          ",      Mixed     ,Mixed   ,"Around, 896,084 houses have been damaged.",Pakistan,2022-09-06 10:28:59+00:00,Assessment,https://reliefweb.int/report/pakistan/early-needs-identification-flood-disaster-sindh-pakistan,
              19%           ,        N/A      ,  N/A   ,"Overall, 19% respondents were of the view that protection concerns increased very significantly in current situation in the area.",Pakistan,2022-09-06 10:28:59+00:00,Assessment,https://reliefweb.int/report/pakistan/early-needs-identification-flood-disaster-sindh-pakistan,
" 50,000 ", Agricultural laborers , Agriculture ,The current monsoon spell that started in the second week of July 2022 has caused widespread flooding and has led to extensive human and infrastructure damage across many parts of Pakistan.,Pakistan,2022-09-06 10:28:59+00:00,Assessment,https://reliefweb.int/report/pakistan/early-needs-identification-flood-disaster-sindh-pakistan,Pakistan
" 30,000,000                 ", Unknown         , Unknown          ,"The estimated number of affected people is around 30 million, and around 1 million houses are totally or partially damaged leaving behind millions in need of urgent shelter.",Pakistan,2022-09-05 13:29:21+00:00,Situation Report,https://reliefweb.int/report/pakistan/flood-disaster-pakistan-situation-report-6-05-september-2022,
" 1,000,000                  ", Unknown         , Housing          ,"The estimated number of affected people is around 30 million, and around 1 million houses are totally or partially damaged leaving behind millions in need of urgent shelter.",Pakistan,2022-09-05 13:29:21+00:00,Situation Report,https://reliefweb.int/report/pakistan/flood-disaster-pakistan-situation-report-6-05-september-2022,
           110              ,       N/A       ,N/A     ,"Some 110 districts of Pakistan have badly been affected, 1,023 humans lost their lives, and 1527 persons are injured.",Pakistan,2022-09-04 06:51:29+00:00,News and Press Release,https://reliefweb.int/report/pakistan/qatar-charity-qffd-continue-delivering-relief-aid-flood-hit-people-pakistan,Pakistan
           1023             ,      Humans     ,N/A     ,"Some 110 districts of Pakistan have badly been affected, 1,023 humans lost their lives, and 1527 persons are injured.",Pakistan,2022-09-04 06:51:29+00:00,News and Press Release,https://reliefweb.int/report/pakistan/qatar-charity-qffd-continue-delivering-relief-aid-flood-hit-people-pakistan,Pakistan
           1527             ,      Persons    ,N/A     ,"Some 110 districts of Pakistan have badly been affected, 1,023 humans lost their lives, and 1527 persons are injured.",Pakistan,2022-09-04 06:51:29+00:00,News and Press Release,https://reliefweb.int/report/pakistan/qatar-charity-qffd-continue-delivering-relief-aid-flood-hit-people-pakistan,Pakistan
 235 , 0 , 0 ,"Some 235 people lost their lives in the province whereas 326,897 houses are demolished and severely damaged.",Pakistan,2022-09-04 06:51:29+00:00,News and Press Release,https://reliefweb.int/report/pakistan/qatar-charity-qffd-continue-delivering-relief-aid-flood-hit-people-pakistan,
 1000 , N/A , Residential ,"Due to a heavy rainfall/ flood in tehsil Parova 2 females died, 2 females were injured, 1000 no of houses fully damaged, 1000 no of houses partially damaged and 8 cattles perished reported.",Pakistan,2022-09-04 04:18:46+00:00,Situation Report,https://reliefweb.int/report/pakistan/provincial-disaster-management-authority-pdma-khyber-pakhtunkhwa-daily-situation-report-3-september-2022-evening,
 8 , N/A , Agricultural ,"Due to a heavy rainfall/ flood in tehsil Parova 2 females died, 2 females were injured, 1000 no of houses fully damaged, 1000 no of houses partially damaged and 8 cattles perished reported.",Pakistan,2022-09-04 04:18:46+00:00,Situation Report,https://reliefweb.int/report/pakistan/provincial-disaster-management-authority-pdma-khyber-pakhtunkhwa-daily-situation-report-3-september-2022-evening,
            1720             ,    Households   ,Public  ,A heavy rainfall/ flood in tehsil Daraban 1720 no of houses fully damaged reported.,Pakistan,2022-09-04 04:18:46+00:00,Situation Report,https://reliefweb.int/report/pakistan/provincial-disaster-management-authority-pdma-khyber-pakhtunkhwa-daily-situation-report-3-september-2022-evening,
 2 , Females , N/A ,"Due to a heavy rainfall/ flood in tehsil Parova 2 females died, 2 females were injured, 1000 no of houses fully damaged, 1000 no of houses partially damaged and 8 cattles perished reported.",Pakistan,2022-09-04 04:18:46+00:00,Situation Report,https://reliefweb.int/report/pakistan/provincial-disaster-management-authority-pdma-khyber-pakhtunkhwa-daily-situation-report-3-september-2022-evening,
 1000 , N/A , Residential ,"Due to a heavy rainfall/ flood in tehsil Parova 2 females died, 2 females were injured, 1000 no of houses fully damaged, 1000 no of houses partially damaged and 8 cattles perished reported.",Pakistan,2022-09-04 04:18:46+00:00,Situation Report,https://reliefweb.int/report/pakistan/provincial-disaster-management-authority-pdma-khyber-pakhtunkhwa-daily-situation-report-3-september-2022-evening,
" 436,000 ", Not Applicable , Housing ,"Over 1.1 million homes have been damaged of which over 436k have been totally destroyed, and in many cases, washed away.",Pakistan,2022-09-03 10:58:25+00:00,Situation Report,https://reliefweb.int/report/pakistan/pakistan-floods-2022-humanity-first-situation-update-01-02-september-2022,
 1.1 million , Not Applicable , Housing ,"Over 1.1 million homes have been damaged of which over 436k have been totally destroyed, and in many cases, washed away.",Pakistan,2022-09-03 10:58:25+00:00,Situation Report,https://reliefweb.int/report/pakistan/pakistan-floods-2022-humanity-first-situation-update-01-02-september-2022,
 33 million                , Not specified  , Not specified  ,"Out of the 33 million people reported by the Government of Pakistan (GoP) as being affected across the country, these three provinces only total a population of over 18 million including an estimated 85,500 people living in camps as a result of the floods and subsequent destructions.",Pakistan,2022-09-03 07:56:36+00:00,News and Press Release,https://reliefweb.int/report/pakistan/flash-appeal-support-pakistan-flood-response,
 18 million                , Not specified  , Not specified  ,"Out of the 33 million people reported by the Government of Pakistan (GoP) as being affected across the country, these three provinces only total a population of over 18 million including an estimated 85,500 people living in camps as a result of the floods and subsequent destructions.",Pakistan,2022-09-03 07:56:36+00:00,News and Press Release,https://reliefweb.int/report/pakistan/flash-appeal-support-pakistan-flood-response,
" 85,500                    ", Not specified  , Not specified  ,"Out of the 33 million people reported by the Government of Pakistan (GoP) as being affected across the country, these three provinces only total a population of over 18 million including an estimated 85,500 people living in camps as a result of the floods and subsequent destructions.",Pakistan,2022-09-03 07:56:36+00:00,News and Press Release,https://reliefweb.int/report/pakistan/flash-appeal-support-pakistan-flood-response,
"           1,208            ",      Casualties  ,   N/A  ,"The floods caused by these heavy rains have resulted in an estimated 1,208 casualties, as well as significant destruction of infrastructure.",Pakistan,2022-09-03 07:56:36+00:00,News and Press Release,https://reliefweb.int/report/pakistan/flash-appeal-support-pakistan-flood-response,
 30% of families affected , N/A , N/A ,"For the affected families, damage to homes is compounded by the depreciating value of related assets and the loss of household items: ACTED’s rapid needs assessment indicates that 30% of those families who have lost their houses have also lost all their essential household items.",Pakistan,2022-09-03 07:56:36+00:00,News and Press Release,https://reliefweb.int/report/pakistan/flash-appeal-support-pakistan-flood-response,
" 1,281 ", Children , Not specified ,"Nearly 4,900 people have reportedly been injured, including at least 2,670 women, 1,281 men and 816 children.",Pakistan,2022-09-02 13:37:01+00:00,Situation Report,https://reliefweb.int/report/pakistan/pakistan-2022-monsoon-floods-situation-report-no-04-2-september-2022,
 816 , Not specified , Not specified ,"Nearly 4,900 people have reportedly been injured, including at least 2,670 women, 1,281 men and 816 children.",Pakistan,2022-09-02 13:37:01+00:00,Situation Report,https://reliefweb.int/report/pakistan/pakistan-2022-monsoon-floods-situation-report-no-04-2-september-2022,
" 2,670 ", Men , Not specified ,"Nearly 4,900 people have reportedly been injured, including at least 2,670 women, 1,281 men and 816 children.",Pakistan,2022-09-02 13:37:01+00:00,Situation Report,https://reliefweb.int/report/pakistan/pakistan-2022-monsoon-floods-situation-report-no-04-2-september-2022,
" 4,900 ", Women , Not specified ,"Nearly 4,900 people have reportedly been injured, including at least 2,670 women, 1,281 men and 816 children.",Pakistan,2022-09-02 13:37:01+00:00,Situation Report,https://reliefweb.int/report/pakistan/pakistan-2022-monsoon-floods-situation-report-no-04-2-september-2022,
"   736,000   ",   , Houses  ,"Over 1.1 million houses have now been damaged or destroyed, with the number of destroyed houses doubling to over 436,000 and the number of damaged houses rising by 63 per cent to over 736,000.",Pakistan,2022-09-02 13:37:01+00:00,Situation Report,https://reliefweb.int/report/pakistan/pakistan-2022-monsoon-floods-situation-report-no-04-2-september-2022,
"   436,000   ",   , Houses ,"Over 1.1 million houses have now been damaged or destroyed, with the number of destroyed houses doubling to over 436,000 and the number of damaged houses rising by 63 per cent to over 736,000.",Pakistan,2022-09-02 13:37:01+00:00,Situation Report,https://reliefweb.int/report/pakistan/pakistan-2022-monsoon-floods-situation-report-no-04-2-september-2022,
 1.1 million , Homeowners , Housing ,"The number of homes damaged or destroyed in Pakistan has tripled since last week, with 1.1 million houses affected as of 31 August (NDMA 01/09/2022).",Pakistan,2022-09-02 13:10:16+00:00,Analysis,https://reliefweb.int/report/pakistan/pakistan-floods-2022-bi-weekly-highlights-update-1-02-september,Pakistan
" 1,000,000 ", N/A , Housing ,"An excess of one million homes have been damaged or destroyed by the massive floods, leaving 3.1 million people displaced and in severe danger.",Pakistan,2022-09-02 11:23:23+00:00,News and Press Release,https://reliefweb.int/report/pakistan/psychoeducational-support-package-people-affected-floods-pakistan,
" 3,100,000 ", N/A , N/A ,"An excess of one million homes have been damaged or destroyed by the massive floods, leaving 3.1 million people displaced and in severe danger.",Pakistan,2022-09-02 11:23:23+00:00,News and Press Release,https://reliefweb.int/report/pakistan/psychoeducational-support-package-people-affected-floods-pakistan,
"     735,000      ",    Livestock   ,    -   ,"Livelihoods have been decimated as crops have been devastated — 2 million acres have been adversely impacted – and some 735,000 livestock have perished.",Pakistan,2022-09-02 09:34:32+00:00,News and Press Release,https://reliefweb.int/report/pakistan/unhcr-scales-response-catastrophic-floods-pakistan,
" 1,100 ", Not mentioned , Not mentioned ,"Devastating floods in Pakistan have left a trail of destruction across the country, claiming the lives of more than 1,100 people.",Pakistan,2022-09-02 01:46:10+00:00,News and Press Release,https://reliefweb.int/report/pakistan/pakistan-flood-disaster-affects-more-33-million-people,Pakistan
" 1,100 ", Not Specified , Not Specified ,"“That’s really where our impact can be most powerful.” Already, more than 1,100 people have died in torrential flash floods that have wiped out roads, bridges and whole communities.",Pakistan,2022-09-01 16:56:38+00:00,News and Press Release,https://reliefweb.int/report/pakistan/pakistan-floods-families-limbo-efforts-rebuild-lives-focus-longer-term,
"    3,000,000     ",     -NA-       ,     -NA-          ,"They displaced three million people, destroyed over 300,000 houses, and damaged around 692,000.",Pakistan,2022-09-01 13:15:27+00:00,News and Press Release,https://reliefweb.int/report/pakistan/humanitarian-response-pakistan-floods,
 33 million                , Not specified   , Not specified     ,"The  floods have left a trail of destruction in Pakistan, causing some 33 million people to suffer the loss of their homes, livelihoods, and belongings.",Pakistan,2022-09-01 07:54:38+00:00,News and Press Release,https://reliefweb.int/report/pakistan/trocaire-responding-devastating-floods-pakistan,Pakistan
" 650,000 ", N/A , Housing ,"According to UN reports, over 650 000 homes and 17 000 schools have been completely or partially destroyed.",Pakistan,2022-09-01 07:29:06+00:00,News and Press Release,https://reliefweb.int/report/pakistan/norway-provide-support-victims-pakistan-flood-disaster,
" 17,000 ", Teachers/Staff/Students , Education ,"According to UN reports, over 650 000 homes and 17 000 schools have been completely or partially destroyed.",Pakistan,2022-09-01 07:29:06+00:00,News and Press Release,https://reliefweb.int/report/pakistan/norway-provide-support-victims-pakistan-flood-disaster,
"287,000", Fully destroyed houses,Not Applicable,"Over 287,000 houses have been fully, and 662,000 partially, destroyed.",Pakistan,2022-09-01 04:22:03+00:00,News and Press Release,https://reliefweb.int/report/pakistan/more-three-million-children-risk-devastating-floods-hit-pakistan,
"662,000", Partially destroyed houses,Not Applicable,"Over 287,000 houses have been fully, and 662,000 partially, destroyed.",Pakistan,2022-09-01 04:22:03+00:00,News and Press Release,https://reliefweb.int/report/pakistan/more-three-million-children-risk-devastating-floods-hit-pakistan,
 2.5% of the population , Older people , Not applicable ,This is particularly challenging for older people in a country where only 2.5 per cent of the population receive a pension.,Pakistan,2022-08-31 16:03:45+00:00,News and Press Release,https://reliefweb.int/report/pakistan/urgent-support-needed-older-people-devastated-floods-pakistan,
        0 (no mention)      ,   Not applicable   ,   Not applicable  ,"Nearly one million houses have been damaged, including 300,000 completely damaged.",Pakistan,2022-08-31 15:03:53+00:00,News and Press Release,https://reliefweb.int/report/pakistan/crisisinsight-weekly-picks-31-august-2022,
 1 million             , Not specified  , Housing/Construction ,"The estimated number of affected people is around 30 million, and around 1 million houses are totally or partially damaged leaving behind millions in need of urgent shelter.",Pakistan,2022-08-31 12:55:03+00:00,Situation Report,https://reliefweb.int/report/pakistan/flood-disaster-pakistan-situation-report-4-31-august-2022,
 30 million            , Not specified  , Not specified    ,"The estimated number of affected people is around 30 million, and around 1 million houses are totally or partially damaged leaving behind millions in need of urgent shelter.",Pakistan,2022-08-31 12:55:03+00:00,Situation Report,https://reliefweb.int/report/pakistan/flood-disaster-pakistan-situation-report-4-31-august-2022,
           116           ,       N/A      ,      N/A          ,"“When there is so little dry land, and entire communities cut off, the logistics of getting shelter aid to the people in greatest need presents a complicated challenge.” Pakistan has 160 districts and 116 of them have been affected by the flooding.",Pakistan,2022-08-31 11:06:38+00:00,News and Press Release,https://reliefweb.int/report/pakistan/shelterbox-sending-team-flood-ravaged-pakistan,Pakistan
 33 million , Not specified , Not specified ,"More than 33 million people have been affected after fierce monsoon rains deluged vast parts of the country, with flash floods sweeping away people’s homes and livelihoods.",Pakistan,2022-08-31 11:06:38+00:00,News and Press Release,https://reliefweb.int/report/pakistan/shelterbox-sending-team-flood-ravaged-pakistan,
 1000+ , N/A , N/A ,"The death toll has topped 1,000 people, and still climbing, and many thousands of people have been left with nowhere to live after their homes were damaged or destroyed.",Pakistan,2022-08-31 11:06:38+00:00,News and Press Release,https://reliefweb.int/report/pakistan/shelterbox-sending-team-flood-ravaged-pakistan,
 0+ , N/A , N/A ,"The death toll has topped 1,000 people, and still climbing, and many thousands of people have been left with nowhere to live after their homes were damaged or destroyed.",Pakistan,2022-08-31 11:06:38+00:00,News and Press Release,https://reliefweb.int/report/pakistan/shelterbox-sending-team-flood-ravaged-pakistan,
"          1,100            ",     N/A        ,       N/A          ,"The flooding has affected an estimated 33 million people and resulted in more than 1,100 deaths and more than 1,600 injuries.",Pakistan,2022-08-30 21:53:13+00:00,News and Press Release,https://reliefweb.int/report/pakistan/united-states-providing-additional-30-million-critical-humanitarian-assistance-response-flooding-pakistan,
"          1,600            ",     N/A        ,       N/A          ,"The flooding has affected an estimated 33 million people and resulted in more than 1,100 deaths and more than 1,600 injuries.",Pakistan,2022-08-30 21:53:13+00:00,News and Press Release,https://reliefweb.int/report/pakistan/united-states-providing-additional-30-million-critical-humanitarian-assistance-response-flooding-pakistan,
" 735,000                   ", Livestock       , Farming,"In addition, more than one million homes have been damaged or destroyed, and nearly 735,000 livestock – a major source of livelihoods and food – have been lost, and the flooding has damaged roads and more than two million acres of agricultural land.",Pakistan,2022-08-30 21:53:13+00:00,News and Press Release,https://reliefweb.int/report/pakistan/united-states-providing-additional-30-million-critical-humanitarian-assistance-response-flooding-pakistan,
" 1,000,000                 ", Unknown         , Unknown,"In addition, more than one million homes have been damaged or destroyed, and nearly 735,000 livestock – a major source of livelihoods and food – have been lost, and the flooding has damaged roads and more than two million acres of agricultural land.",Pakistan,2022-08-30 21:53:13+00:00,News and Press Release,https://reliefweb.int/report/pakistan/united-states-providing-additional-30-million-critical-humanitarian-assistance-response-flooding-pakistan,
"         33,000,000        ",     N/A        ,       N/A          ,"The flooding has affected an estimated 33 million people and resulted in more than 1,100 deaths and more than 1,600 injuries.",Pakistan,2022-08-30 21:53:13+00:00,News and Press Release,https://reliefweb.int/report/pakistan/united-states-providing-additional-30-million-critical-humanitarian-assistance-response-flooding-pakistan,
" More than 1,000 ", Not specified , Not specified ,"This climate catastrophe has killed more than 1,000 people, with many more injured.",Pakistan,2022-08-30 18:57:13+00:00,News and Press Release,https://reliefweb.int/report/pakistan/pakistan-facing-monsoon-steroids-climate-catastrophe-secretary-general-says-urging-global-support-flash-appeal-flood-response-plan,
" 1,000 ", Not specified , Not specified ,"This climate catastrophe has killed more than 1,000 people, with many more injured.",Pakistan,2022-08-30 18:57:13+00:00,News and Press Release,https://reliefweb.int/report/pakistan/pakistan-facing-monsoon-steroids-climate-catastrophe-secretary-general-says-urging-global-support-flash-appeal-flood-response-plan,
       1000            ,       N/A      ,       N/A       ,"According to the Ministry of National Health Services, Regulations and Coordination, at least 1000 people have been killed and 1500 injured as a result of this natural disaster, and more than 161 000 people have been displaced to relief camps.",Pakistan,2022-08-30 15:37:53+00:00,News and Press Release,https://reliefweb.int/report/pakistan/major-health-risks-unfolding-amid-floods-pakistan,
       1500            ,       N/A      ,       N/A       ,"According to the Ministry of National Health Services, Regulations and Coordination, at least 1000 people have been killed and 1500 injured as a result of this natural disaster, and more than 161 000 people have been displaced to relief camps.",Pakistan,2022-08-30 15:37:53+00:00,News and Press Release,https://reliefweb.int/report/pakistan/major-health-risks-unfolding-amid-floods-pakistan,
" 1,061            ", Not specified  , Not specified ,"At least 1,061 people have died, and 1,575 have been injured since 14 June 2022.",Pakistan,2022-08-30 14:39:48+00:00,Situation Report,https://reliefweb.int/report/pakistan/wfp-pakistan-situation-report-28-august-2022,
" 1,575            ", Not specified  , Not specified ,"At least 1,061 people have died, and 1,575 have been injured since 14 June 2022.",Pakistan,2022-08-30 14:39:48+00:00,Situation Report,https://reliefweb.int/report/pakistan/wfp-pakistan-situation-report-28-august-2022,
" 2,000,000 ", N/A , Agriculture ,"In addition, more than 949,858 house were badly destroyed, 2 million acres of crops were badly impacted, and 719,558 livestock were lost.",Pakistan,2022-08-30 14:24:49+00:00,News and Press Release,https://reliefweb.int/report/pakistan/ingosphf-members-reach-out-777667-people-immediately-providing-humanitarian-response-pakistan,
" 719,558 ", Livestock workers , Agriculture ,"In addition, more than 949,858 house were badly destroyed, 2 million acres of crops were badly impacted, and 719,558 livestock were lost.",Pakistan,2022-08-30 14:24:49+00:00,News and Press Release,https://reliefweb.int/report/pakistan/ingosphf-members-reach-out-777667-people-immediately-providing-humanitarian-response-pakistan,
      1000        , Not specified  ,  Not specified ,More than 1000 people were died and 1500 were badly injured.,Pakistan,2022-08-30 14:24:49+00:00,News and Press Release,https://reliefweb.int/report/pakistan/ingosphf-members-reach-out-777667-people-immediately-providing-humanitarian-response-pakistan,
      1500        , Not specified  ,  Not specified ,More than 1000 people were died and 1500 were badly injured.,Pakistan,2022-08-30 14:24:49+00:00,News and Press Release,https://reliefweb.int/report/pakistan/ingosphf-members-reach-out-777667-people-immediately-providing-humanitarian-response-pakistan,
" 949,858 ", N/A , Housing ,"In addition, more than 949,858 house were badly destroyed, 2 million acres of crops were badly impacted, and 719,558 livestock were lost.",Pakistan,2022-08-30 14:24:49+00:00,News and Press Release,https://reliefweb.int/report/pakistan/ingosphf-members-reach-out-777667-people-immediately-providing-humanitarian-response-pakistan,
      2500        , Not specified  ,  Not specified ,More than 1000 people were died and 1500 were badly injured.,Pakistan,2022-08-30 14:24:49+00:00,News and Press Release,https://reliefweb.int/report/pakistan/ingosphf-members-reach-out-777667-people-immediately-providing-humanitarian-response-pakistan,
" 690,000 ", N/A , Housing ,"A further 690,000 homes have been partially damaged by the floods, with the government of Pakistan estimating that about 33 million people, including 11 million children - or 14% of the population - have been severely impacted by the rains, floods, infrastructure damage, and landslides.",Pakistan,2022-08-30 13:43:34+00:00,News and Press Release,https://reliefweb.int/report/pakistan/least-14-people-pakistan-severely-affected-devastating-floods,
 14 , % of population , N/A ,"A further 690,000 homes have been partially damaged by the floods, with the government of Pakistan estimating that about 33 million people, including 11 million children - or 14% of the population - have been severely impacted by the rains, floods, infrastructure damage, and landslides.",Pakistan,2022-08-30 13:43:34+00:00,News and Press Release,https://reliefweb.int/report/pakistan/least-14-people-pakistan-severely-affected-devastating-floods,
" 11,000,000 ", Children , N/A ,"A further 690,000 homes have been partially damaged by the floods, with the government of Pakistan estimating that about 33 million people, including 11 million children - or 14% of the population - have been severely impacted by the rains, floods, infrastructure damage, and landslides.",Pakistan,2022-08-30 13:43:34+00:00,News and Press Release,https://reliefweb.int/report/pakistan/least-14-people-pakistan-severely-affected-devastating-floods,
" 33,000,000 ", N/A , N/A ,"A further 690,000 homes have been partially damaged by the floods, with the government of Pakistan estimating that about 33 million people, including 11 million children - or 14% of the population - have been severely impacted by the rains, floods, infrastructure damage, and landslides.",Pakistan,2022-08-30 13:43:34+00:00,News and Press Release,https://reliefweb.int/report/pakistan/least-14-people-pakistan-severely-affected-devastating-floods,
"        800,000        ",    Livestock    , Livestock Farm ,"With 2 million acres of crops ruined and 800,000 livestock killed, food is running out in many markets and many families face destitution.",Pakistan,2022-08-30 13:07:11+00:00,News and Press Release,https://reliefweb.int/report/pakistan/more-aid-urgently-needed-pakistans-worst-ever-floods,
 1000                      , N/A            , N/A     ,"Over a thousand people have died, and over 3 million people have been displaced from their homes as a result of extreme flooding which has destroyed homes, crops, livelihoods and key infrastructure in Pakistan.",Pakistan,2022-08-30 12:03:43+00:00,News and Press Release,https://reliefweb.int/report/pakistan/devasting-floods-pakistan,Pakistan
" 3,000,000                 ", N/A            , N/A     ,"Over a thousand people have died, and over 3 million people have been displaced from their homes as a result of extreme flooding which has destroyed homes, crops, livelihoods and key infrastructure in Pakistan.",Pakistan,2022-08-30 12:03:43+00:00,News and Press Release,https://reliefweb.int/report/pakistan/devasting-floods-pakistan,Pakistan
 350 , Children , N/A ,"Over 1,100 people including over 350 children have lost their lives, more than 1,600 people have been injured, over 287,000 houses have been fully and 662,000 partially destroyed, over 735,000 livestock have perished and 2 million acres of crops have been adversely impacted, besides severe damage to communications infrastructure.",Pakistan,2022-08-30 11:59:36+00:00,News and Press Release,https://reliefweb.int/report/pakistan/joint-launch-2022-pakistan-floods-response-plan-government-pakistan-and-united-nations,
" 2,000,000 ", N/A , Agriculture ,"Over 1,100 people including over 350 children have lost their lives, more than 1,600 people have been injured, over 287,000 houses have been fully and 662,000 partially destroyed, over 735,000 livestock have perished and 2 million acres of crops have been adversely impacted, besides severe damage to communications infrastructure.",Pakistan,2022-08-30 11:59:36+00:00,News and Press Release,https://reliefweb.int/report/pakistan/joint-launch-2022-pakistan-floods-response-plan-government-pakistan-and-united-nations,
" 735,000 ", Livestock , N/A ,"Over 1,100 people including over 350 children have lost their lives, more than 1,600 people have been injured, over 287,000 houses have been fully and 662,000 partially destroyed, over 735,000 livestock have perished and 2 million acres of crops have been adversely impacted, besides severe damage to communications infrastructure.",Pakistan,2022-08-30 11:59:36+00:00,News and Press Release,https://reliefweb.int/report/pakistan/joint-launch-2022-pakistan-floods-response-plan-government-pakistan-and-united-nations,
" 1,600 ", N/A , N/A ,"Over 1,100 people including over 350 children have lost their lives, more than 1,600 people have been injured, over 287,000 houses have been fully and 662,000 partially destroyed, over 735,000 livestock have perished and 2 million acres of crops have been adversely impacted, besides severe damage to communications infrastructure.",Pakistan,2022-08-30 11:59:36+00:00,News and Press Release,https://reliefweb.int/report/pakistan/joint-launch-2022-pakistan-floods-response-plan-government-pakistan-and-united-nations,
" 662,000 ", N/A , Housing ,"Over 1,100 people including over 350 children have lost their lives, more than 1,600 people have been injured, over 287,000 houses have been fully and 662,000 partially destroyed, over 735,000 livestock have perished and 2 million acres of crops have been adversely impacted, besides severe damage to communications infrastructure.",Pakistan,2022-08-30 11:59:36+00:00,News and Press Release,https://reliefweb.int/report/pakistan/joint-launch-2022-pakistan-floods-response-plan-government-pakistan-and-united-nations,
" 287,000 ", N/A , Housing ,"Over 1,100 people including over 350 children have lost their lives, more than 1,600 people have been injured, over 287,000 houses have been fully and 662,000 partially destroyed, over 735,000 livestock have perished and 2 million acres of crops have been adversely impacted, besides severe damage to communications infrastructure.",Pakistan,2022-08-30 11:59:36+00:00,News and Press Release,https://reliefweb.int/report/pakistan/joint-launch-2022-pakistan-floods-response-plan-government-pakistan-and-united-nations,
" 1,100 ", People , N/A ,"Over 1,100 people including over 350 children have lost their lives, more than 1,600 people have been injured, over 287,000 houses have been fully and 662,000 partially destroyed, over 735,000 livestock have perished and 2 million acres of crops have been adversely impacted, besides severe damage to communications infrastructure.",Pakistan,2022-08-30 11:59:36+00:00,News and Press Release,https://reliefweb.int/report/pakistan/joint-launch-2022-pakistan-floods-response-plan-government-pakistan-and-united-nations,
" 1,000,000 ", Not specified , Not specified ,"According to National Disaster Management Authority (NDMA), as of 29 August, more than 33 million people have been affected and more than 1 million houses damaged or destroyed.",Pakistan,2022-08-30 11:16:19+00:00,News and Press Release,https://reliefweb.int/report/pakistan/pakistan-monsoon-rain-update-gdacs-ndma-pakistan-copernicus-emsr-pmd-echo-daily-flash-30-august-2022,
" 33,000,000 ", Not specified , Not specified ,"According to National Disaster Management Authority (NDMA), as of 29 August, more than 33 million people have been affected and more than 1 million houses damaged or destroyed.",Pakistan,2022-08-30 11:16:19+00:00,News and Press Release,https://reliefweb.int/report/pakistan/pakistan-monsoon-rain-update-gdacs-ndma-pakistan-copernicus-emsr-pmd-echo-daily-flash-30-august-2022,
