Number of Buildings Mentioned,What Happened,Type of Building,text,primary_country,date_posted,format,url,NER_extracted_geolocation
"       5,000        ", Used as Relief Camps,                                                     ,"As of the latest available data, 23,900 schools were damaged or destroyed in the floods, with more than 5,000 still used as relief camps.",Pakistan,2022-09-20 16:59:08+00:00,Situation Report,https://reliefweb.int/report/pakistan/unicef-pakistan-humanitarian-situation-report-no-3-floods-20-september-2022,
 ------------------ , ---------------- , ---------------- ,"1.96 million houses, 22,000 schools, and 12,716 km of roads have been destroyed or damaged.",Pakistan,2022-09-20 11:45:22+00:00,Situation Report,https://reliefweb.int/report/pakistan/wfp-pakistan-situation-report-19-september-2022,
" 1,96,00,000        ", Destroyed/Damaged, not mentioned     ,"1.96 million houses, 22,000 schools, and 12,716 km of roads have been destroyed or damaged.",Pakistan,2022-09-20 11:45:22+00:00,Situation Report,https://reliefweb.int/report/pakistan/wfp-pakistan-situation-report-19-september-2022,
" 22,000             ", Destroyed/Damaged, Schools           ,"1.96 million houses, 22,000 schools, and 12,716 km of roads have been destroyed or damaged.",Pakistan,2022-09-20 11:45:22+00:00,Situation Report,https://reliefweb.int/report/pakistan/wfp-pakistan-situation-report-19-september-2022,
" 12,716             ", Destroyed/Damaged, Roads             ,"1.96 million houses, 22,000 schools, and 12,716 km of roads have been destroyed or damaged.",Pakistan,2022-09-20 11:45:22+00:00,Situation Report,https://reliefweb.int/report/pakistan/wfp-pakistan-situation-report-19-september-2022,
 --- , --- , --- ,"In addition, 20 health facilities in the vicinity of refugee concentration areas were fully damaged, 32
partially damaged, and 64 schools were fully and 134 partially damaged.",Pakistan,2022-09-19 09:28:58+00:00,Assessment,https://reliefweb.int/report/pakistan/early-need-identification-eni-afghan-refugees-flood-affected-districts-balochistan-and-khyber-paktunkhwa-september-2022,
 20 , Fully damaged , Health facilities ,"In addition, 20 health facilities in the vicinity of refugee concentration areas were fully damaged, 32
partially damaged, and 64 schools were fully and 134 partially damaged.",Pakistan,2022-09-19 09:28:58+00:00,Assessment,https://reliefweb.int/report/pakistan/early-need-identification-eni-afghan-refugees-flood-affected-districts-balochistan-and-khyber-paktunkhwa-september-2022,
 32 , Partially damaged , Health facilities ,"In addition, 20 health facilities in the vicinity of refugee concentration areas were fully damaged, 32
partially damaged, and 64 schools were fully and 134 partially damaged.",Pakistan,2022-09-19 09:28:58+00:00,Assessment,https://reliefweb.int/report/pakistan/early-need-identification-eni-afghan-refugees-flood-affected-districts-balochistan-and-khyber-paktunkhwa-september-2022,
 64 , Fully damaged , Schools ,"In addition, 20 health facilities in the vicinity of refugee concentration areas were fully damaged, 32
partially damaged, and 64 schools were fully and 134 partially damaged.",Pakistan,2022-09-19 09:28:58+00:00,Assessment,https://reliefweb.int/report/pakistan/early-need-identification-eni-afghan-refugees-flood-affected-districts-balochistan-and-khyber-paktunkhwa-september-2022,
 134 , Partially damaged , Schools ,"In addition, 20 health facilities in the vicinity of refugee concentration areas were fully damaged, 32
partially damaged, and 64 schools were fully and 134 partially damaged.",Pakistan,2022-09-19 09:28:58+00:00,Assessment,https://reliefweb.int/report/pakistan/early-need-identification-eni-afghan-refugees-flood-affected-districts-balochistan-and-khyber-paktunkhwa-september-2022,
 --- , --- , --- ,"More than 5,500 undamaged schools are reportedly being used to shelter people who have been displaced.",Pakistan,2022-09-18 04:33:34+00:00,Situation Report,https://reliefweb.int/report/pakistan/pakistan-2022-monsoon-floods-situation-report-no-6-16-september-2022,
" 5,500+ ", Undamaged ," Elementary Schools, Secondary/High Schools, Colleges, Universities, Pre-school facilities, Training Centres, Kindergartens ","More than 5,500 undamaged schools are reportedly being used to shelter people who have been displaced.",Pakistan,2022-09-18 04:33:34+00:00,Situation Report,https://reliefweb.int/report/pakistan/pakistan-2022-monsoon-floods-situation-report-no-6-16-september-2022,
-------------------------,-----------------------------------------,------------------,"The remaining 74% said children had no access to education facilities or were reported not going to schools due to floods, according to an IRC assessment.",Pakistan,2022-09-16 13:00:40+00:00,Analysis,https://reliefweb.int/report/pakistan/pakistan-floods-2022-bi-weekly-highlights-update-5-16-september,
             0           ,            No buildings mentioned        ,  Not mentioned    ,"The remaining 74% said children had no access to education facilities or were reported not going to schools due to floods, according to an IRC assessment.",Pakistan,2022-09-16 13:00:40+00:00,Analysis,https://reliefweb.int/report/pakistan/pakistan-floods-2022-bi-weekly-highlights-update-5-16-september,
-,-,-,"In addition, around 1,000 schools, 246 bridges, and 5,735 km of road sections have been affected.",Pakistan,2022-09-13 16:20:29+00:00,News and Press Release,https://reliefweb.int/report/pakistan/pakistan-flood-2022-muslim-aid-humanitarian-response-balochistan-2022-0,
1000,Affected,Elementary Schools,"In addition, around 1,000 schools, 246 bridges, and 5,735 km of road sections have been affected.",Pakistan,2022-09-13 16:20:29+00:00,News and Press Release,https://reliefweb.int/report/pakistan/pakistan-flood-2022-muslim-aid-humanitarian-response-balochistan-2022-0,
1000,Affected,Secondary/High Schools,"In addition, around 1,000 schools, 246 bridges, and 5,735 km of road sections have been affected.",Pakistan,2022-09-13 16:20:29+00:00,News and Press Release,https://reliefweb.int/report/pakistan/pakistan-flood-2022-muslim-aid-humanitarian-response-balochistan-2022-0,
1000,Affected,Pre-school facilities,"In addition, around 1,000 schools, 246 bridges, and 5,735 km of road sections have been affected.",Pakistan,2022-09-13 16:20:29+00:00,News and Press Release,https://reliefweb.int/report/pakistan/pakistan-flood-2022-muslim-aid-humanitarian-response-balochistan-2022-0,
1000,Affected,Training Centres,"In addition, around 1,000 schools, 246 bridges, and 5,735 km of road sections have been affected.",Pakistan,2022-09-13 16:20:29+00:00,News and Press Release,https://reliefweb.int/report/pakistan/pakistan-flood-2022-muslim-aid-humanitarian-response-balochistan-2022-0,
1000,Destroyed,Universities,"In addition, around 1,000 schools, 246 bridges, and 5,735 km of road sections have been affected.",Pakistan,2022-09-13 16:20:29+00:00,News and Press Release,https://reliefweb.int/report/pakistan/pakistan-flood-2022-muslim-aid-humanitarian-response-balochistan-2022-0,
246,Damaged,Bridges,"In addition, around 1,000 schools, 246 bridges, and 5,735 km of road sections have been affected.",Pakistan,2022-09-13 16:20:29+00:00,News and Press Release,https://reliefweb.int/report/pakistan/pakistan-flood-2022-muslim-aid-humanitarian-response-balochistan-2022-0,
5735,Affected,Road Sections,"In addition, around 1,000 schools, 246 bridges, and 5,735 km of road sections have been affected.",Pakistan,2022-09-13 16:20:29+00:00,News and Press Release,https://reliefweb.int/report/pakistan/pakistan-flood-2022-muslim-aid-humanitarian-response-balochistan-2022-0,
---------------------,----------------,------------------,"1.74 million houses, 22,000 schools, and 6,675 km of roads have been destroyed or damaged.",Pakistan,2022-09-13 05:43:41+00:00,Situation Report,https://reliefweb.int/report/pakistan/wfp-pakistan-situation-report-12-september-2022,
"     1,740,000       ",    Damaged     ,     Houses       ,"1.74 million houses, 22,000 schools, and 6,675 km of roads have been destroyed or damaged.",Pakistan,2022-09-13 05:43:41+00:00,Situation Report,https://reliefweb.int/report/pakistan/wfp-pakistan-situation-report-12-september-2022,
"     1,740,000       ",    Destroyed   ,     Houses       ,"1.74 million houses, 22,000 schools, and 6,675 km of roads have been destroyed or damaged.",Pakistan,2022-09-13 05:43:41+00:00,Situation Report,https://reliefweb.int/report/pakistan/wfp-pakistan-situation-report-12-september-2022,
"        22,000       ",    Damaged     ,    Schools       ,"1.74 million houses, 22,000 schools, and 6,675 km of roads have been destroyed or damaged.",Pakistan,2022-09-13 05:43:41+00:00,Situation Report,https://reliefweb.int/report/pakistan/wfp-pakistan-situation-report-12-september-2022,
"        22,000       ",    Destroyed   ,    Schools       ,"1.74 million houses, 22,000 schools, and 6,675 km of roads have been destroyed or damaged.",Pakistan,2022-09-13 05:43:41+00:00,Situation Report,https://reliefweb.int/report/pakistan/wfp-pakistan-situation-report-12-september-2022,
"        6,675        ",    Damaged     ,       Roads      ,"1.74 million houses, 22,000 schools, and 6,675 km of roads have been destroyed or damaged.",Pakistan,2022-09-13 05:43:41+00:00,Situation Report,https://reliefweb.int/report/pakistan/wfp-pakistan-situation-report-12-september-2022,
"        6,675        ",    Destroyed   ,       Roads      ,"1.74 million houses, 22,000 schools, and 6,675 km of roads have been destroyed or damaged.",Pakistan,2022-09-13 05:43:41+00:00,Situation Report,https://reliefweb.int/report/pakistan/wfp-pakistan-situation-report-12-september-2022,
--------,----------------,-----------------,"A number that includes nearly 2 million homes, almost 4.5 million acres of farmland, nearly 6,600 kilometers of roads, nearly 19,000 schools damaged or destroyed, and more than 13 people whose lives have been taken, over a third of them children.",Pakistan,2022-09-10 19:41:39+00:00,News and Press Release,https://reliefweb.int/report/pakistan/administrator-samantha-power-press-conference-us-ambassador-pakistan-donald-blome,
 2M     , Damaged        , Homes           ,"A number that includes nearly 2 million homes, almost 4.5 million acres of farmland, nearly 6,600 kilometers of roads, nearly 19,000 schools damaged or destroyed, and more than 13 people whose lives have been taken, over a third of them children.",Pakistan,2022-09-10 19:41:39+00:00,News and Press Release,https://reliefweb.int/report/pakistan/administrator-samantha-power-press-conference-us-ambassador-pakistan-donald-blome,
 4.5M   , Damaged        , Farmland        ,"A number that includes nearly 2 million homes, almost 4.5 million acres of farmland, nearly 6,600 kilometers of roads, nearly 19,000 schools damaged or destroyed, and more than 13 people whose lives have been taken, over a third of them children.",Pakistan,2022-09-10 19:41:39+00:00,News and Press Release,https://reliefweb.int/report/pakistan/administrator-samantha-power-press-conference-us-ambassador-pakistan-donald-blome,
" 6,600  ", Damaged        , Roads           ,"A number that includes nearly 2 million homes, almost 4.5 million acres of farmland, nearly 6,600 kilometers of roads, nearly 19,000 schools damaged or destroyed, and more than 13 people whose lives have been taken, over a third of them children.",Pakistan,2022-09-10 19:41:39+00:00,News and Press Release,https://reliefweb.int/report/pakistan/administrator-samantha-power-press-conference-us-ambassador-pakistan-donald-blome,
" 19,000 ", Damaged/Destroyed , Schools       ,"A number that includes nearly 2 million homes, almost 4.5 million acres of farmland, nearly 6,600 kilometers of roads, nearly 19,000 schools damaged or destroyed, and more than 13 people whose lives have been taken, over a third of them children.",Pakistan,2022-09-10 19:41:39+00:00,News and Press Release,https://reliefweb.int/report/pakistan/administrator-samantha-power-press-conference-us-ambassador-pakistan-donald-blome,
 13     , Taken          , Not mentioned   ,"A number that includes nearly 2 million homes, almost 4.5 million acres of farmland, nearly 6,600 kilometers of roads, nearly 19,000 schools damaged or destroyed, and more than 13 people whose lives have been taken, over a third of them children.",Pakistan,2022-09-10 19:41:39+00:00,News and Press Release,https://reliefweb.int/report/pakistan/administrator-samantha-power-press-conference-us-ambassador-pakistan-donald-blome,
 1/3    , Taken (children) , Not mentioned ,"A number that includes nearly 2 million homes, almost 4.5 million acres of farmland, nearly 6,600 kilometers of roads, nearly 19,000 schools damaged or destroyed, and more than 13 people whose lives have been taken, over a third of them children.",Pakistan,2022-09-10 19:41:39+00:00,News and Press Release,https://reliefweb.int/report/pakistan/administrator-samantha-power-press-conference-us-ambassador-pakistan-donald-blome,
 --- , --- , --- ,Large scale destruction of school facilities during monsoon 2022 floods has interrupted the education of MORE than 3.5 million children.,Pakistan,2022-09-11 04:10:52+00:00,Situation Report,https://reliefweb.int/report/pakistan/pakistan-education-sector-working-group-eie-bulletin-11th-september-2022,
 MORE than 3.5 million , Damaged or Destroyed , Education Facilities ,Large scale destruction of school facilities during monsoon 2022 floods has interrupted the education of MORE than 3.5 million children.,Pakistan,2022-09-11 04:10:52+00:00,Situation Report,https://reliefweb.int/report/pakistan/pakistan-education-sector-working-group-eie-bulletin-11th-september-2022,
---------------------,--------------------------------,-----------------------,"More than 5,500 schools that were not damaged are being used as shelter and will require cleaning and renovation later.",Pakistan,2022-09-11 04:10:52+00:00,Situation Report,https://reliefweb.int/report/pakistan/pakistan-education-sector-working-group-eie-bulletin-11th-september-2022,
" 5,500               ", Not damaged but used as shelter, Schools               ,"More than 5,500 schools that were not damaged are being used as shelter and will require cleaning and renovation later.",Pakistan,2022-09-11 04:10:52+00:00,Situation Report,https://reliefweb.int/report/pakistan/pakistan-education-sector-working-group-eie-bulletin-11th-september-2022,
 :---: , :---: , :---: ,"• Education and learning interrupted for an estimated 3.5 million children, including in at least 61 refugee schools.",Pakistan,2022-09-09 12:17:45+00:00,Situation Report,https://reliefweb.int/report/pakistan/pakistan-2022-monsoon-floods-situation-report-no-5-9-september-2022,
 61 , Interrupted education , Refugee Schools ,"• Education and learning interrupted for an estimated 3.5 million children, including in at least 61 refugee schools.",Pakistan,2022-09-09 12:17:45+00:00,Situation Report,https://reliefweb.int/report/pakistan/pakistan-2022-monsoon-floods-situation-report-no-5-9-september-2022,
---------------------,----------,--------------,"The floods have also fully or partially destroyed more than 18,000 schools.",Pakistan,2022-09-07 19:44:51+00:00,News and Press Release,https://reliefweb.int/report/pakistan/pakistan-floods-dire-millions-children,
 18000               , Destroyed/Partially Destroyed ," Primary/Elementary Schools, Secondary/High Schools ","The floods have also fully or partially destroyed more than 18,000 schools.",Pakistan,2022-09-07 19:44:51+00:00,News and Press Release,https://reliefweb.int/report/pakistan/pakistan-floods-dire-millions-children,
----------------------,----------------,-------------------,"Another 5,500 schools are being used to house families displaced by the floods.",Pakistan,2022-09-07 19:44:51+00:00,News and Press Release,https://reliefweb.int/report/pakistan/pakistan-floods-dire-millions-children,
"        5,500          ",   Used to house displaced families due to floods ,  Education Facilities/Schools ,"Another 5,500 schools are being used to house families displaced by the floods.",Pakistan,2022-09-07 19:44:51+00:00,News and Press Release,https://reliefweb.int/report/pakistan/pakistan-floods-dire-millions-children,
---,---,---,"At least 18,000 schools have been damaged or destroyed across the country due to the floods.",Pakistan,2022-09-04 15:51:22+00:00,News and Press Release,https://reliefweb.int/report/pakistan/unicef-geneva-palais-briefing-note-impact-pakistan-floods-children-and-families-and-unicefs-response,
" 18,000 ", Damaged or Destroyed , Elementary Schools ,"At least 18,000 schools have been damaged or destroyed across the country due to the floods.",Pakistan,2022-09-04 15:51:22+00:00,News and Press Release,https://reliefweb.int/report/pakistan/unicef-geneva-palais-briefing-note-impact-pakistan-floods-children-and-families-and-unicefs-response,
" 18,000 ", Damaged or Destroyed , Secondary/High Schools ,"At least 18,000 schools have been damaged or destroyed across the country due to the floods.",Pakistan,2022-09-04 15:51:22+00:00,News and Press Release,https://reliefweb.int/report/pakistan/unicef-geneva-palais-briefing-note-impact-pakistan-floods-children-and-families-and-unicefs-response,
" 18,000 ", Damaged or Destroyed , Colleges ,"At least 18,000 schools have been damaged or destroyed across the country due to the floods.",Pakistan,2022-09-04 15:51:22+00:00,News and Press Release,https://reliefweb.int/report/pakistan/unicef-geneva-palais-briefing-note-impact-pakistan-floods-children-and-families-and-unicefs-response,
" 18,000 ", Damaged or Destroyed , Universities ,"At least 18,000 schools have been damaged or destroyed across the country due to the floods.",Pakistan,2022-09-04 15:51:22+00:00,News and Press Release,https://reliefweb.int/report/pakistan/unicef-geneva-palais-briefing-note-impact-pakistan-floods-children-and-families-and-unicefs-response,
" 18,000 ", Damaged or Destroyed , Pre-school facilities ,"At least 18,000 schools have been damaged or destroyed across the country due to the floods.",Pakistan,2022-09-04 15:51:22+00:00,News and Press Release,https://reliefweb.int/report/pakistan/unicef-geneva-palais-briefing-note-impact-pakistan-floods-children-and-families-and-unicefs-response,
" 18,000 ", Damaged or Destroyed , Training Centers ,"At least 18,000 schools have been damaged or destroyed across the country due to the floods.",Pakistan,2022-09-04 15:51:22+00:00,News and Press Release,https://reliefweb.int/report/pakistan/unicef-geneva-palais-briefing-note-impact-pakistan-floods-children-and-families-and-unicefs-response,
" 18,000 ", Damaged or Destroyed , Kindergarten ,"At least 18,000 schools have been damaged or destroyed across the country due to the floods.",Pakistan,2022-09-04 15:51:22+00:00,News and Press Release,https://reliefweb.int/report/pakistan/unicef-geneva-palais-briefing-note-impact-pakistan-floods-children-and-families-and-unicefs-response,
" 18,000 ", Damaged or Destroyed , Military Schools ,"At least 18,000 schools have been damaged or destroyed across the country due to the floods.",Pakistan,2022-09-04 15:51:22+00:00,News and Press Release,https://reliefweb.int/report/pakistan/unicef-geneva-palais-briefing-note-impact-pakistan-floods-children-and-families-and-unicefs-response,
" 18,000 ", Damaged or Destroyed , Prison schools ,"At least 18,000 schools have been damaged or destroyed across the country due to the floods.",Pakistan,2022-09-04 15:51:22+00:00,News and Press Release,https://reliefweb.int/report/pakistan/unicef-geneva-palais-briefing-note-impact-pakistan-floods-children-and-families-and-unicefs-response,
" 18,000 ", Damaged or Destroyed , Education Facilities ,"At least 18,000 schools have been damaged or destroyed across the country due to the floods.",Pakistan,2022-09-04 15:51:22+00:00,News and Press Release,https://reliefweb.int/report/pakistan/unicef-geneva-palais-briefing-note-impact-pakistan-floods-children-and-families-and-unicefs-response,
---------------------,--------------,----------------------------------,"Health facilities and schools have also been affected, including many being occupied by families as 3m people are reported displaced.",Pakistan,2022-09-03 07:56:36+00:00,News and Press Release,https://reliefweb.int/report/pakistan/flash-appeal-support-pakistan-flood-response,
        1            , Damaged      , Health Facility                 ,"Health facilities and schools have also been affected, including many being occupied by families as 3m people are reported displaced.",Pakistan,2022-09-03 07:56:36+00:00,News and Press Release,https://reliefweb.int/report/pakistan/flash-appeal-support-pakistan-flood-response,
        1            , Damaged      , School (type not mentioned)      ,"Health facilities and schools have also been affected, including many being occupied by families as 3m people are reported displaced.",Pakistan,2022-09-03 07:56:36+00:00,News and Press Release,https://reliefweb.int/report/pakistan/flash-appeal-support-pakistan-flood-response,
     Unknown         , Occupied     , Health Facility/School           ,"Health facilities and schools have also been affected, including many being occupied by families as 3m people are reported displaced.",Pakistan,2022-09-03 07:56:36+00:00,News and Press Release,https://reliefweb.int/report/pakistan/flash-appeal-support-pakistan-flood-response,
---------------------,------------------------,--------------------,"More than a million homes lost With 1.1 million houses washed away and vital infrastructure destroyed such as schools, UNICEF’s Representative in Pakistan, Abdullah Fadil, explained that “18,000 schools have been destroyed and thousands of schools are now fully shuttered… So that means children who have lost education for two years are also losing learning opportunities now.” Besides the massive disruption to the education system, health facilities have been heavily impacted too, leaving the most vulnerable at risk.",Pakistan,2022-09-02 17:44:52+00:00,News and Press Release,https://reliefweb.int/report/pakistan/pakistan-more-64-million-dire-need-after-unprecedented-floods,Pakistan
" 1,100,000           ", Washed away             , Residential        ,"More than a million homes lost With 1.1 million houses washed away and vital infrastructure destroyed such as schools, UNICEF’s Representative in Pakistan, Abdullah Fadil, explained that “18,000 schools have been destroyed and thousands of schools are now fully shuttered… So that means children who have lost education for two years are also losing learning opportunities now.” Besides the massive disruption to the education system, health facilities have been heavily impacted too, leaving the most vulnerable at risk.",Pakistan,2022-09-02 17:44:52+00:00,News and Press Release,https://reliefweb.int/report/pakistan/pakistan-more-64-million-dire-need-after-unprecedented-floods,Pakistan
" 18,000              ", Destroyed               , Schools (unknown type) ,"More than a million homes lost With 1.1 million houses washed away and vital infrastructure destroyed such as schools, UNICEF’s Representative in Pakistan, Abdullah Fadil, explained that “18,000 schools have been destroyed and thousands of schools are now fully shuttered… So that means children who have lost education for two years are also losing learning opportunities now.” Besides the massive disruption to the education system, health facilities have been heavily impacted too, leaving the most vulnerable at risk.",Pakistan,2022-09-02 17:44:52+00:00,News and Press Release,https://reliefweb.int/report/pakistan/pakistan-more-64-million-dire-need-after-unprecedented-floods,Pakistan
 Several thousand    , Fully shuttered        , Schools (unknown type) ,"More than a million homes lost With 1.1 million houses washed away and vital infrastructure destroyed such as schools, UNICEF’s Representative in Pakistan, Abdullah Fadil, explained that “18,000 schools have been destroyed and thousands of schools are now fully shuttered… So that means children who have lost education for two years are also losing learning opportunities now.” Besides the massive disruption to the education system, health facilities have been heavily impacted too, leaving the most vulnerable at risk.",Pakistan,2022-09-02 17:44:52+00:00,News and Press Release,https://reliefweb.int/report/pakistan/pakistan-more-64-million-dire-need-after-unprecedented-floods,Pakistan
 Unknown             , Heavily impacted        , Health facilities  ,"More than a million homes lost With 1.1 million houses washed away and vital infrastructure destroyed such as schools, UNICEF’s Representative in Pakistan, Abdullah Fadil, explained that “18,000 schools have been destroyed and thousands of schools are now fully shuttered… So that means children who have lost education for two years are also losing learning opportunities now.” Besides the massive disruption to the education system, health facilities have been heavily impacted too, leaving the most vulnerable at risk.",Pakistan,2022-09-02 17:44:52+00:00,News and Press Release,https://reliefweb.int/report/pakistan/pakistan-more-64-million-dire-need-after-unprecedented-floods,Pakistan
 :------------------: , :-----: , :------------: ,"There are reports of significant damage to education infrastructure as 17,566 schools have been damaged/destroyed, further jeopardizing the education of children.",Pakistan,2022-09-01 04:22:03+00:00,News and Press Release,https://reliefweb.int/report/pakistan/more-three-million-children-risk-devastating-floods-hit-pakistan,
"       17,566         ", Damaged/Destroyed ,  Elementary Schools ,"There are reports of significant damage to education infrastructure as 17,566 schools have been damaged/destroyed, further jeopardizing the education of children.",Pakistan,2022-09-01 04:22:03+00:00,News and Press Release,https://reliefweb.int/report/pakistan/more-three-million-children-risk-devastating-floods-hit-pakistan,
---,---,---,"According to UN reports, over 650 000 homes and 17 000 schools have been completely or partially destroyed.",Pakistan,2022-09-01 07:29:06+00:00,News and Press Release,https://reliefweb.int/report/pakistan/norway-provide-support-victims-pakistan-flood-disaster,
"650,000",Completely or partially destroyed,Homes,"According to UN reports, over 650 000 homes and 17 000 schools have been completely or partially destroyed.",Pakistan,2022-09-01 07:29:06+00:00,News and Press Release,https://reliefweb.int/report/pakistan/norway-provide-support-victims-pakistan-flood-disaster,
"17,000",Completely or partially destroyed,Schools,"According to UN reports, over 650 000 homes and 17 000 schools have been completely or partially destroyed.",Pakistan,2022-09-01 07:29:06+00:00,News and Press Release,https://reliefweb.int/report/pakistan/norway-provide-support-victims-pakistan-flood-disaster,
---------------------,---------------,------------------,"In addition, around 5,500 schools are being used to house children and families displaced by the floods, which have engulfed a third of the country impacting at least 14% of the population and overwhelming emergency services.",Pakistan,2022-09-01 06:00:27+00:00,News and Press Release,https://reliefweb.int/report/pakistan/no-back-school-thousands-children-nearly-19000-schools-damaged-destroyed-floods-pakistan,
 5500                , Not damaged   , Education Facilities ,"In addition, around 5,500 schools are being used to house children and families displaced by the floods, which have engulfed a third of the country impacting at least 14% of the population and overwhelming emergency services.",Pakistan,2022-09-01 06:00:27+00:00,News and Press Release,https://reliefweb.int/report/pakistan/no-back-school-thousands-children-nearly-19000-schools-damaged-destroyed-floods-pakistan,
,,,"In addition, around 5,500 schools are being used to house children and families displaced by the floods, which have engulfed a third of the country impacting at least 14% of the population and overwhelming emergency services.",Pakistan,2022-09-01 06:00:27+00:00,News and Press Release,https://reliefweb.int/report/pakistan/no-back-school-thousands-children-nearly-19000-schools-damaged-destroyed-floods-pakistan,
 --- , --- , --- ,"Schools are vital for both children’s future and their current wellbeing – they are cherished environments and offer routine and stability amidst chaos.” The floods and torrential rains are being blamed on worsening weather patterns as a result of the climate crisis, with Pakistan ranked as one of the most vulnerable countries to climate change, while it contributes less than 1% of the global greenhouse gas emissions.",Pakistan,2022-09-01 06:00:27+00:00,News and Press Release,https://reliefweb.int/report/pakistan/no-back-school-thousands-children-nearly-19000-schools-damaged-destroyed-floods-pakistan,Pakistan
 0 , NA , NA ,"Schools are vital for both children’s future and their current wellbeing – they are cherished environments and offer routine and stability amidst chaos.” The floods and torrential rains are being blamed on worsening weather patterns as a result of the climate crisis, with Pakistan ranked as one of the most vulnerable countries to climate change, while it contributes less than 1% of the global greenhouse gas emissions.",Pakistan,2022-09-01 06:00:27+00:00,News and Press Release,https://reliefweb.int/report/pakistan/no-back-school-thousands-children-nearly-19000-schools-damaged-destroyed-floods-pakistan,Pakistan
 --- , --- , --- ,"Furthermore, at least 5,492 schools are being used to house displaced people.",Pakistan,2022-09-01 06:00:27+00:00,News and Press Release,https://reliefweb.int/report/pakistan/no-back-school-thousands-children-nearly-19000-schools-damaged-destroyed-floods-pakistan,
" 5,492 ", N/A , Education Facilities ,"Furthermore, at least 5,492 schools are being used to house displaced people.",Pakistan,2022-09-01 06:00:27+00:00,News and Press Release,https://reliefweb.int/report/pakistan/no-back-school-thousands-children-nearly-19000-schools-damaged-destroyed-floods-pakistan,
----------------,--------,-----------------,"The floods have created a humanitarian crisis, with more than 1,000 people killed and widespread destruction of homes, roads, schools, health facilities and other critical infrastructure.",Pakistan,2022-08-31 13:33:49+00:00,News and Press Release,https://reliefweb.int/report/pakistan/women-and-girls-most-risk-pakistan-floods-create-humanitarian-crisis-warns-care,
 1              , Destroyed , Homes            ,"The floods have created a humanitarian crisis, with more than 1,000 people killed and widespread destruction of homes, roads, schools, health facilities and other critical infrastructure.",Pakistan,2022-08-31 13:33:49+00:00,News and Press Release,https://reliefweb.int/report/pakistan/women-and-girls-most-risk-pakistan-floods-create-humanitarian-crisis-warns-care,
 multiple       , Damaged , Roads           ,"The floods have created a humanitarian crisis, with more than 1,000 people killed and widespread destruction of homes, roads, schools, health facilities and other critical infrastructure.",Pakistan,2022-08-31 13:33:49+00:00,News and Press Release,https://reliefweb.int/report/pakistan/women-and-girls-most-risk-pakistan-floods-create-humanitarian-crisis-warns-care,
 multiple       , Destroyed , Schools         ,"The floods have created a humanitarian crisis, with more than 1,000 people killed and widespread destruction of homes, roads, schools, health facilities and other critical infrastructure.",Pakistan,2022-08-31 13:33:49+00:00,News and Press Release,https://reliefweb.int/report/pakistan/women-and-girls-most-risk-pakistan-floods-create-humanitarian-crisis-warns-care,
 multiple       , Damaged , Health facilities ,"The floods have created a humanitarian crisis, with more than 1,000 people killed and widespread destruction of homes, roads, schools, health facilities and other critical infrastructure.",Pakistan,2022-08-31 13:33:49+00:00,News and Press Release,https://reliefweb.int/report/pakistan/women-and-girls-most-risk-pakistan-floods-create-humanitarian-crisis-warns-care,
 multiple       , Destroyed , Critical infrastructure ,"The floods have created a humanitarian crisis, with more than 1,000 people killed and widespread destruction of homes, roads, schools, health facilities and other critical infrastructure.",Pakistan,2022-08-31 13:33:49+00:00,News and Press Release,https://reliefweb.int/report/pakistan/women-and-girls-most-risk-pakistan-floods-create-humanitarian-crisis-warns-care,
 --- , --- , --- ,"Furthermore, at least 5,492 schools are being used to house displaced people.",Pakistan,2022-08-30 16:53:52+00:00,Situation Report,https://reliefweb.int/report/pakistan/pakistan-education-sector-working-group-eie-bulletin-30-august-2022,
" 5,492 ", Being used to house displaced people , Schools/ Education Facilities ,"Furthermore, at least 5,492 schools are being used to house displaced people.",Pakistan,2022-08-30 16:53:52+00:00,Situation Report,https://reliefweb.int/report/pakistan/pakistan-education-sector-working-group-eie-bulletin-30-august-2022,
 :------------------------------------: , :---------------: , :-------------------------------------------------------: ,"993,000 houses, 17,566 schools, and 3,458 km of roads have been destroyed or damaged.",Pakistan,2022-08-30 14:39:48+00:00,Situation Report,https://reliefweb.int/report/pakistan/wfp-pakistan-situation-report-28-august-2022,
"               993,000                  ",     Destroyed     ,                         Houses                            ,"993,000 houses, 17,566 schools, and 3,458 km of roads have been destroyed or damaged.",Pakistan,2022-08-30 14:39:48+00:00,Situation Report,https://reliefweb.int/report/pakistan/wfp-pakistan-situation-report-28-august-2022,
"                17,566                  ", Destroyed/Damaged ," Universities, Colleges, Secondary/High Schools, Elementary Schools, Pre-school facilities, Training Centres, Kindergarten, Military School, Prison School, Education Facilities ","993,000 houses, 17,566 schools, and 3,458 km of roads have been destroyed or damaged.",Pakistan,2022-08-30 14:39:48+00:00,Situation Report,https://reliefweb.int/report/pakistan/wfp-pakistan-situation-report-28-august-2022,
"                 3,458                  ", Destroyed/Damaged ,                           Roads                            ,"993,000 houses, 17,566 schools, and 3,458 km of roads have been destroyed or damaged.",Pakistan,2022-08-30 14:39:48+00:00,Situation Report,https://reliefweb.int/report/pakistan/wfp-pakistan-situation-report-28-august-2022,
