Number of Buildings Mentioned,What Happened,Type of Building,text,primary_country,date_posted,format,url,NER_extracted_geolocation
" 18,000 ", Damaged or Destroyed , Military Schools ,"At least 18,000 schools have been damaged or destroyed across the country due to the floods.",Pakistan,2022-09-04 15:51:22+00:00,News and Press Release,https://reliefweb.int/report/pakistan/unicef-geneva-palais-briefing-note-impact-pakistan-floods-children-and-families-and-unicefs-response,
" 18,000 ", Damaged or Destroyed , Secondary/High Schools ,"At least 18,000 schools have been damaged or destroyed across the country due to the floods.",Pakistan,2022-09-04 15:51:22+00:00,News and Press Release,https://reliefweb.int/report/pakistan/unicef-geneva-palais-briefing-note-impact-pakistan-floods-children-and-families-and-unicefs-response,
" 18,000 ", Damaged or Destroyed , Colleges ,"At least 18,000 schools have been damaged or destroyed across the country due to the floods.",Pakistan,2022-09-04 15:51:22+00:00,News and Press Release,https://reliefweb.int/report/pakistan/unicef-geneva-palais-briefing-note-impact-pakistan-floods-children-and-families-and-unicefs-response,
" 18,000 ", Damaged or Destroyed , Universities ,"At least 18,000 schools have been damaged or destroyed across the country due to the floods.",Pakistan,2022-09-04 15:51:22+00:00,News and Press Release,https://reliefweb.int/report/pakistan/unicef-geneva-palais-briefing-note-impact-pakistan-floods-children-and-families-and-unicefs-response,
" 18,000 ", Damaged or Destroyed , Prison schools ,"At least 18,000 schools have been damaged or destroyed across the country due to the floods.",Pakistan,2022-09-04 15:51:22+00:00,News and Press Release,https://reliefweb.int/report/pakistan/unicef-geneva-palais-briefing-note-impact-pakistan-floods-children-and-families-and-unicefs-response,
" 18,000 ", Damaged or Destroyed , Education Facilities ,"At least 18,000 schools have been damaged or destroyed across the country due to the floods.",Pakistan,2022-09-04 15:51:22+00:00,News and Press Release,https://reliefweb.int/report/pakistan/unicef-geneva-palais-briefing-note-impact-pakistan-floods-children-and-families-and-unicefs-response,
" 18,000 ", Damaged or Destroyed , Pre-school facilities ,"At least 18,000 schools have been damaged or destroyed across the country due to the floods.",Pakistan,2022-09-04 15:51:22+00:00,News and Press Release,https://reliefweb.int/report/pakistan/unicef-geneva-palais-briefing-note-impact-pakistan-floods-children-and-families-and-unicefs-response,
" 18,000 ", Damaged or Destroyed , Training Centers ,"At least 18,000 schools have been damaged or destroyed across the country due to the floods.",Pakistan,2022-09-04 15:51:22+00:00,News and Press Release,https://reliefweb.int/report/pakistan/unicef-geneva-palais-briefing-note-impact-pakistan-floods-children-and-families-and-unicefs-response,
" 18,000 ", Damaged or Destroyed , Elementary Schools ,"At least 18,000 schools have been damaged or destroyed across the country due to the floods.",Pakistan,2022-09-04 15:51:22+00:00,News and Press Release,https://reliefweb.int/report/pakistan/unicef-geneva-palais-briefing-note-impact-pakistan-floods-children-and-families-and-unicefs-response,
 3600 , Partially Affected , Roads ,"According to a variety of different data and evidence, 3600km of roads, 356 communication bridges, 1142 shops and 2 million homes have been partially affected or completely destroyed by the floods so far.",Pakistan,2022-09-04 11:10:40+00:00,News and Press Release,https://reliefweb.int/report/pakistan/emergency-response-pakistan-floods-situation-support,
 1142 , Partially Affected , Shops ,"According to a variety of different data and evidence, 3600km of roads, 356 communication bridges, 1142 shops and 2 million homes have been partially affected or completely destroyed by the floods so far.",Pakistan,2022-09-04 11:10:40+00:00,News and Press Release,https://reliefweb.int/report/pakistan/emergency-response-pakistan-floods-situation-support,
 2 million , Partially Affected/Completely Destroyed , Homes ,"According to a variety of different data and evidence, 3600km of roads, 356 communication bridges, 1142 shops and 2 million homes have been partially affected or completely destroyed by the floods so far.",Pakistan,2022-09-04 11:10:40+00:00,News and Press Release,https://reliefweb.int/report/pakistan/emergency-response-pakistan-floods-situation-support,
 3600 , Partially Affected , Roads ,"According to a variety of different data and evidence, 3600km of roads, 356 communication bridges, 1142 shops and 2 million homes have been partially affected or completely destroyed by the floods so far.",Pakistan,2022-09-04 11:10:40+00:00,News and Press Release,https://reliefweb.int/report/pakistan/emergency-response-pakistan-floods-situation-support,
" 2,000,000 ", Partially Affected / Completely Destroyed , Homes ,"According to a variety of different data and evidence, 3600km of roads, 356 communication bridges, 1142 shops and 2 million homes have been partially affected or completely destroyed by the floods so far.",Pakistan,2022-09-04 11:10:40+00:00,News and Press Release,https://reliefweb.int/report/pakistan/emergency-response-pakistan-floods-situation-support,
 1142 , Partially Affected , Shops ,"According to a variety of different data and evidence, 3600km of roads, 356 communication bridges, 1142 shops and 2 million homes have been partially affected or completely destroyed by the floods so far.",Pakistan,2022-09-04 11:10:40+00:00,News and Press Release,https://reliefweb.int/report/pakistan/emergency-response-pakistan-floods-situation-support,
 356 , Partially Affected , Communication Bridges ,"According to a variety of different data and evidence, 3600km of roads, 356 communication bridges, 1142 shops and 2 million homes have been partially affected or completely destroyed by the floods so far.",Pakistan,2022-09-04 11:10:40+00:00,News and Press Release,https://reliefweb.int/report/pakistan/emergency-response-pakistan-floods-situation-support,
 356 , Completely Destroyed , Communication Bridges ,"According to a variety of different data and evidence, 3600km of roads, 356 communication bridges, 1142 shops and 2 million homes have been partially affected or completely destroyed by the floods so far.",Pakistan,2022-09-04 11:10:40+00:00,News and Press Release,https://reliefweb.int/report/pakistan/emergency-response-pakistan-floods-situation-support,
"     1,000,000        ",         washed out        ,         Household        ,"More than 1 million houses washed out and 800,000 livestock have died.",Pakistan,2022-09-04 06:51:29+00:00,News and Press Release,https://reliefweb.int/report/pakistan/qatar-charity-qffd-continue-delivering-relief-aid-flood-hit-people-pakistan,
"         800,000         ",            died               ,                Livestock            ,"More than 1 million houses washed out and 800,000 livestock have died.",Pakistan,2022-09-04 06:51:29+00:00,News and Press Release,https://reliefweb.int/report/pakistan/qatar-charity-qffd-continue-delivering-relief-aid-flood-hit-people-pakistan,
 326897 , Demolished and severely damaged , Household residences ,"Some 235 people lost their lives in the province whereas 326,897 houses are demolished and severely damaged.",Pakistan,2022-09-04 06:51:29+00:00,News and Press Release,https://reliefweb.int/report/pakistan/qatar-charity-qffd-continue-delivering-relief-aid-flood-hit-people-pakistan,
 1720 , Fully Damaged , Household/Residence ,A heavy rainfall/ flood in tehsil Daraban 1720 no of houses fully damaged reported.,Pakistan,2022-09-04 04:18:46+00:00,Situation Report,https://reliefweb.int/report/pakistan/provincial-disaster-management-authority-pdma-khyber-pakhtunkhwa-daily-situation-report-3-september-2022-evening,
" 1,057,388          ", Damaged, Household         ,"Over 1,057,388 houses have been damaged, out of which 324,386 have been fully destroyed.",Pakistan,2022-09-04 03:17:43+00:00,News and Press Release,https://reliefweb.int/report/pakistan/iom-calls-urgent-international-humanitarian-support-pakistan,
 243    , Damaged or Destroyed         , Bridges             ,"Moreover, 5,063 kilometres of roads, 243 bridges and 173 shops have also been damaged or destroyed.",Pakistan,2022-09-04 03:17:43+00:00,News and Press Release,https://reliefweb.int/report/pakistan/iom-calls-urgent-international-humanitarian-support-pakistan,
" 324,386            ",Destroyed, Household        ,"Over 1,057,388 houses have been damaged, out of which 324,386 have been fully destroyed.",Pakistan,2022-09-04 03:17:43+00:00,News and Press Release,https://reliefweb.int/report/pakistan/iom-calls-urgent-international-humanitarian-support-pakistan,
 173    , Damaged or Destroyed         , Shops               ,"Moreover, 5,063 kilometres of roads, 243 bridges and 173 shops have also been damaged or destroyed.",Pakistan,2022-09-04 03:17:43+00:00,News and Press Release,https://reliefweb.int/report/pakistan/iom-calls-urgent-international-humanitarian-support-pakistan,
 5063   , Damaged                      , Roads               ,"Moreover, 5,063 kilometres of roads, 243 bridges and 173 shops have also been damaged or destroyed.",Pakistan,2022-09-04 03:17:43+00:00,News and Press Release,https://reliefweb.int/report/pakistan/iom-calls-urgent-international-humanitarian-support-pakistan,
" 436,000 ", Destroyed , Household ,"Over 1.1 million homes have been damaged of which over 436k have been totally destroyed, and in many cases, washed away.",Pakistan,2022-09-03 10:58:25+00:00,Situation Report,https://reliefweb.int/report/pakistan/pakistan-floods-2022-humanity-first-situation-update-01-02-september-2022,
" 1,100,000 ", Damaged , Household ,"Over 1.1 million homes have been damaged of which over 436k have been totally destroyed, and in many cases, washed away.",Pakistan,2022-09-03 10:58:25+00:00,Situation Report,https://reliefweb.int/report/pakistan/pakistan-floods-2022-humanity-first-situation-update-01-02-september-2022,
          1         ,          not mentioned        ,      schools     ,"Health facilities and schools have also been affected, including many being occupied by families as 3m people are reported displaced.",Pakistan,2022-09-03 07:56:36+00:00,News and Press Release,https://reliefweb.int/report/pakistan/flash-appeal-support-pakistan-flood-response,
 1 , Destroyed , Household Residence ,"For the affected families, damage to homes is compounded by the depreciating value of related assets and the loss of household items: ACTED’s rapid needs assessment indicates that 30% of those families who have lost their houses have also lost all their essential household items.",Pakistan,2022-09-03 07:56:36+00:00,News and Press Release,https://reliefweb.int/report/pakistan/flash-appeal-support-pakistan-flood-response,
        1            , Damaged      , Health Facility                 ,"Health facilities and schools have also been affected, including many being occupied by families as 3m people are reported displaced.",Pakistan,2022-09-03 07:56:36+00:00,News and Press Release,https://reliefweb.int/report/pakistan/flash-appeal-support-pakistan-flood-response,
        1            , Damaged      , School (type not mentioned)      ,"Health facilities and schools have also been affected, including many being occupied by families as 3m people are reported displaced.",Pakistan,2022-09-03 07:56:36+00:00,News and Press Release,https://reliefweb.int/report/pakistan/flash-appeal-support-pakistan-flood-response,
 1 , Damaged , Household Residence ,"For the affected families, damage to homes is compounded by the depreciating value of related assets and the loss of household items: ACTED’s rapid needs assessment indicates that 30% of those families who have lost their houses have also lost all their essential household items.",Pakistan,2022-09-03 07:56:36+00:00,News and Press Release,https://reliefweb.int/report/pakistan/flash-appeal-support-pakistan-flood-response,
"     1,100,000       ",     Washed Away or Lost   ,     Household or Residential ,"More than a million homes lost With 1.1 million houses washed away and vital infrastructure destroyed such as schools, UNICEF’s Representative in Pakistan, Abdullah Fadil, explained that “18,000 schools have been destroyed and thousands of schools are now fully shuttered… So that means children who have lost education for two years are also losing learning opportunities now.” Besides the massive disruption to the education system, health facilities have been heavily impacted too, leaving the most vulnerable at risk.",Pakistan,2022-09-02 17:44:52+00:00,News and Press Release,https://reliefweb.int/report/pakistan/pakistan-more-64-million-dire-need-after-unprecedented-floods,Pakistan
" 1,100,000           ", Washed away             , Residential        ,"More than a million homes lost With 1.1 million houses washed away and vital infrastructure destroyed such as schools, UNICEF’s Representative in Pakistan, Abdullah Fadil, explained that “18,000 schools have been destroyed and thousands of schools are now fully shuttered… So that means children who have lost education for two years are also losing learning opportunities now.” Besides the massive disruption to the education system, health facilities have been heavily impacted too, leaving the most vulnerable at risk.",Pakistan,2022-09-02 17:44:52+00:00,News and Press Release,https://reliefweb.int/report/pakistan/pakistan-more-64-million-dire-need-after-unprecedented-floods,Pakistan
"         18,000           ",        Destroyed             ,        Schools                        ,"More than a million homes lost With 1.1 million houses washed away and vital infrastructure destroyed such as schools, UNICEF’s Representative in Pakistan, Abdullah Fadil, explained that “18,000 schools have been destroyed and thousands of schools are now fully shuttered… So that means children who have lost education for two years are also losing learning opportunities now.” Besides the massive disruption to the education system, health facilities have been heavily impacted too, leaving the most vulnerable at risk.",Pakistan,2022-09-02 17:44:52+00:00,News and Press Release,https://reliefweb.int/report/pakistan/pakistan-more-64-million-dire-need-after-unprecedented-floods,Pakistan
" 18,000              ", Destroyed               , Schools (unknown type) ,"More than a million homes lost With 1.1 million houses washed away and vital infrastructure destroyed such as schools, UNICEF’s Representative in Pakistan, Abdullah Fadil, explained that “18,000 schools have been destroyed and thousands of schools are now fully shuttered… So that means children who have lost education for two years are also losing learning opportunities now.” Besides the massive disruption to the education system, health facilities have been heavily impacted too, leaving the most vulnerable at risk.",Pakistan,2022-09-02 17:44:52+00:00,News and Press Release,https://reliefweb.int/report/pakistan/pakistan-more-64-million-dire-need-after-unprecedented-floods,Pakistan
               98              ,   Destroyed   ,         Bridges        ,"Two thousand kilometres of road and 98 bridges were damaged or destroyed over the past week, for a total of over 5,000 km and 243 bridges damaged or destroyed in the last 2.5 months.",Pakistan,2022-09-02 13:37:01+00:00,Situation Report,https://reliefweb.int/report/pakistan/pakistan-2022-monsoon-floods-situation-report-no-04-2-september-2022,
              243              ,   Destroyed   ,         Bridges        ,"Two thousand kilometres of road and 98 bridges were damaged or destroyed over the past week, for a total of over 5,000 km and 243 bridges damaged or destroyed in the last 2.5 months.",Pakistan,2022-09-02 13:37:01+00:00,Situation Report,https://reliefweb.int/report/pakistan/pakistan-2022-monsoon-floods-situation-report-no-04-2-september-2022,
             5000              ,     Damaged   ,           Road          ,"Two thousand kilometres of road and 98 bridges were damaged or destroyed over the past week, for a total of over 5,000 km and 243 bridges damaged or destroyed in the last 2.5 months.",Pakistan,2022-09-02 13:37:01+00:00,Situation Report,https://reliefweb.int/report/pakistan/pakistan-2022-monsoon-floods-situation-report-no-04-2-september-2022,
             2000              ,     Damaged   ,           Road          ,"Two thousand kilometres of road and 98 bridges were damaged or destroyed over the past week, for a total of over 5,000 km and 243 bridges damaged or destroyed in the last 2.5 months.",Pakistan,2022-09-02 13:37:01+00:00,Situation Report,https://reliefweb.int/report/pakistan/pakistan-2022-monsoon-floods-situation-report-no-04-2-september-2022,
" 5,000 ", Damaged , Roads ,"More than 5,000 km of roads have been damaged by these rains and more than 243 bridges have been affected across the country.",Pakistan,2022-09-02 13:10:16+00:00,Analysis,https://reliefweb.int/report/pakistan/pakistan-floods-2022-bi-weekly-highlights-update-1-02-september,
 243 , Affected , Bridges ,"More than 5,000 km of roads have been damaged by these rains and more than 243 bridges have been affected across the country.",Pakistan,2022-09-02 13:10:16+00:00,Analysis,https://reliefweb.int/report/pakistan/pakistan-floods-2022-bi-weekly-highlights-update-1-02-september,
" 1,100,000 ", Damaged or Destroyed , Household/Residence ,"The number of homes damaged or destroyed in Pakistan has tripled since last week, with 1.1 million houses affected as of 31 August (NDMA 01/09/2022).",Pakistan,2022-09-02 13:10:16+00:00,Analysis,https://reliefweb.int/report/pakistan/pakistan-floods-2022-bi-weekly-highlights-update-1-02-september,Pakistan
 1 million , Damaged or Destroyed , Household/Residence ,"An excess of one million homes have been damaged or destroyed by the massive floods, leaving 3.1 million people displaced and in severe danger.",Pakistan,2022-09-02 11:23:23+00:00,News and Press Release,https://reliefweb.int/report/pakistan/psychoeducational-support-package-people-affected-floods-pakistan,
" 650,000 ", Damaged , Household ,"Nearly 300,000 houses have been completely destroyed and more than 650,000 have been damaged by rains and floods.",Pakistan,2022-09-02 09:34:32+00:00,News and Press Release,https://reliefweb.int/report/pakistan/unhcr-scales-response-catastrophic-floods-pakistan,
" 300,000 ", Completely Destroyed , Household ,"Nearly 300,000 houses have been completely destroyed and more than 650,000 have been damaged by rains and floods.",Pakistan,2022-09-02 09:34:32+00:00,News and Press Release,https://reliefweb.int/report/pakistan/unhcr-scales-response-catastrophic-floods-pakistan,
"     662,000        ",        Damaged        ,    Household     ,"According to government figures, over 287,000 houses have been destroyed, and a further 662,000 homes damaged, while 735,000 livestock have perished and 2 million acres of crops are inundated.",Pakistan,2022-09-02 00:00:00+00:00,News and Press Release,https://reliefweb.int/report/pakistan/pakistans-disastrous-floods-uproot-refugees-and-citizens,
"     287,000        ",        Destroyed      ,    Household     ,"According to government figures, over 287,000 houses have been destroyed, and a further 662,000 homes damaged, while 735,000 livestock have perished and 2 million acres of crops are inundated.",Pakistan,2022-09-02 00:00:00+00:00,News and Press Release,https://reliefweb.int/report/pakistan/pakistans-disastrous-floods-uproot-refugees-and-citizens,
 1                , Destroyed , Household ,"Then I had to move again when my house was completely destroyed after floods washed it away in 2010,” he says.",Pakistan,2022-09-02 00:00:00+00:00,News and Press Release,https://reliefweb.int/report/pakistan/pakistans-disastrous-floods-uproot-refugees-and-citizens,
        1           ,           No information         , Household        ,"That is 1 in 7 Pakistanis who are displaced, have lost their crops or livestock, are grieving the loss of loved ones, and/or no longer have a home.",Pakistan,2022-09-01 22:17:56+00:00,Situation Report,https://reliefweb.int/report/pakistan/situation-report-flood-response-pakistan,
" 300,000 ", Destroyed , Household ,"They displaced three million people, destroyed over 300,000 houses, and damaged around 692,000.",Pakistan,2022-09-01 13:15:27+00:00,News and Press Release,https://reliefweb.int/report/pakistan/humanitarian-response-pakistan-floods,
" 692,000 ", Damaged , Household ,"They displaced three million people, destroyed over 300,000 houses, and damaged around 692,000.",Pakistan,2022-09-01 13:15:27+00:00,News and Press Release,https://reliefweb.int/report/pakistan/humanitarian-response-pakistan-floods,
" 650,000            ", Completely/Patially Destroyed , Household/Residence ,"According to UN reports, over 650 000 homes and 17 000 schools have been completely or partially destroyed.",Pakistan,2022-09-01 07:29:06+00:00,News and Press Release,https://reliefweb.int/report/pakistan/norway-provide-support-victims-pakistan-flood-disaster,
"650,000",Completely or partially destroyed,Homes,"According to UN reports, over 650 000 homes and 17 000 schools have been completely or partially destroyed.",Pakistan,2022-09-01 07:29:06+00:00,News and Press Release,https://reliefweb.int/report/pakistan/norway-provide-support-victims-pakistan-flood-disaster,
"17,000",Completely or partially destroyed,Schools,"According to UN reports, over 650 000 homes and 17 000 schools have been completely or partially destroyed.",Pakistan,2022-09-01 07:29:06+00:00,News and Press Release,https://reliefweb.int/report/pakistan/norway-provide-support-victims-pakistan-flood-disaster,
" 17,000             ", Completely/Patially Destroyed , School            ,"According to UN reports, over 650 000 homes and 17 000 schools have been completely or partially destroyed.",Pakistan,2022-09-01 07:29:06+00:00,News and Press Release,https://reliefweb.int/report/pakistan/norway-provide-support-victims-pakistan-flood-disaster,
" 5,492 ", N/A , Education Facilities ,"Furthermore, at least 5,492 schools are being used to house displaced people.",Pakistan,2022-09-01 06:00:27+00:00,News and Press Release,https://reliefweb.int/report/pakistan/no-back-school-thousands-children-nearly-19000-schools-damaged-destroyed-floods-pakistan,
 5500                , Not damaged   , Education Facilities ,"In addition, around 5,500 schools are being used to house children and families displaced by the floods, which have engulfed a third of the country impacting at least 14% of the population and overwhelming emergency services.",Pakistan,2022-09-01 06:00:27+00:00,News and Press Release,https://reliefweb.int/report/pakistan/no-back-school-thousands-children-nearly-19000-schools-damaged-destroyed-floods-pakistan,
" 5,500  ", Being used to house children and families displaced by the floods , Schools ,"In addition, around 5,500 schools are being used to house children and families displaced by the floods, which have engulfed a third of the country impacting at least 14% of the population and overwhelming emergency services.",Pakistan,2022-09-01 06:00:27+00:00,News and Press Release,https://reliefweb.int/report/pakistan/no-back-school-thousands-children-nearly-19000-schools-damaged-destroyed-floods-pakistan,
"       17,566         ", Damaged/Destroyed ,  Elementary Schools ,"There are reports of significant damage to education infrastructure as 17,566 schools have been damaged/destroyed, further jeopardizing the education of children.",Pakistan,2022-09-01 04:22:03+00:00,News and Press Release,https://reliefweb.int/report/pakistan/more-three-million-children-risk-devastating-floods-hit-pakistan,
" 287,000 ", Fully Destroyed , Household ,"Over 287,000 houses have been fully, and 662,000 partially, destroyed.",Pakistan,2022-09-01 04:22:03+00:00,News and Press Release,https://reliefweb.int/report/pakistan/more-three-million-children-risk-devastating-floods-hit-pakistan,
" 662,000 ", Partially Destroyed , Household ,"Over 287,000 houses have been fully, and 662,000 partially, destroyed.",Pakistan,2022-09-01 04:22:03+00:00,News and Press Release,https://reliefweb.int/report/pakistan/more-three-million-children-risk-devastating-floods-hit-pakistan,
" 370,000            ", Destroyed ," Household, Residence ","Over 370,000 houses have been destroyed and over 730,000 partially damaged.",Pakistan,2022-09-01 00:00:00+00:00,Situation Report,https://reliefweb.int/report/pakistan/unicef-pakistan-humanitarian-situation-report-no-1-floods-31-august-2022,
" 730,000            ", Partially Damaged ," Household, Residence ","Over 370,000 houses have been destroyed and over 730,000 partially damaged.",Pakistan,2022-09-01 00:00:00+00:00,Situation Report,https://reliefweb.int/report/pakistan/unicef-pakistan-humanitarian-situation-report-no-1-floods-31-august-2022,
 50-60%              , Destroyed                               , Household        ,About 50 to 60 percent of houses built with traditional mud construction have been destroyed by the floodwaters and some people are living on riverbanks.,Pakistan,2022-08-31 20:03:20+00:00,News and Press Release,https://reliefweb.int/report/pakistan/pakistan-floods-msf-provides-help-some-areas-hardest-hit,
" 300,000             ", Completely    , Household     ,"Nearly one million houses have been damaged, including 300,000 completely damaged.",Pakistan,2022-08-31 15:03:53+00:00,News and Press Release,https://reliefweb.int/report/pakistan/crisisinsight-weekly-picks-31-august-2022,
 150    , Destroyed             , Bridges                ,"Reports indicate flooding-related destruction of 3,500 km of roads and 150 bridges.",Pakistan,2022-08-31 15:03:53+00:00,News and Press Release,https://reliefweb.int/report/pakistan/crisisinsight-weekly-picks-31-august-2022,
" 1,000,000           ", Damaged       , Household     ,"Nearly one million houses have been damaged, including 300,000 completely damaged.",Pakistan,2022-08-31 15:03:53+00:00,News and Press Release,https://reliefweb.int/report/pakistan/crisisinsight-weekly-picks-31-august-2022,
" 3,500  ", Destroyed             , Roads                  ,"Reports indicate flooding-related destruction of 3,500 km of roads and 150 bridges.",Pakistan,2022-08-31 15:03:53+00:00,News and Press Release,https://reliefweb.int/report/pakistan/crisisinsight-weekly-picks-31-august-2022,
"              1,000           ",          Destroyed             ,"  Homes, roads, schools, health facilities and other critical infrastructure. ","The floods have created a humanitarian crisis, with more than 1,000 people killed and widespread destruction of homes, roads, schools, health facilities and other critical infrastructure.",Pakistan,2022-08-31 13:33:49+00:00,News and Press Release,https://reliefweb.int/report/pakistan/women-and-girls-most-risk-pakistan-floods-create-humanitarian-crisis-warns-care,
 1              , Destroyed , Homes            ,"The floods have created a humanitarian crisis, with more than 1,000 people killed and widespread destruction of homes, roads, schools, health facilities and other critical infrastructure.",Pakistan,2022-08-31 13:33:49+00:00,News and Press Release,https://reliefweb.int/report/pakistan/women-and-girls-most-risk-pakistan-floods-create-humanitarian-crisis-warns-care,
" 1,000 ", Destroyed , Household ,"The floods have created a humanitarian crisis, with more than 1,000 people killed and widespread destruction of homes, roads, schools, health facilities and other critical infrastructure.",Pakistan,2022-08-31 13:33:49+00:00,News and Press Release,https://reliefweb.int/report/pakistan/women-and-girls-most-risk-pakistan-floods-create-humanitarian-crisis-warns-care,
"              1,000,000       ",          Totally or partially damaged    ,      Household   ,"The estimated number of affected people is around 30 million, and around 1 million houses are totally or partially damaged leaving behind millions in need of urgent shelter.",Pakistan,2022-08-31 12:55:03+00:00,Situation Report,https://reliefweb.int/report/pakistan/flood-disaster-pakistan-situation-report-4-31-august-2022,
 150    , Destroyed                      , Bridges                       ,"Already remote areas are now inaccessible, communication lines are damaged, 150 bridges have been destroyed, and even water transport can be risky with so much debris.",Pakistan,2022-08-31 11:06:38+00:00,News and Press Release,https://reliefweb.int/report/pakistan/shelterbox-sending-team-flood-ravaged-pakistan,
           180                 ,     Destroyed      ,     Health Facilities     ,"As 28 August 2022, 888 health facilities have been damaged in the country of which 180 of them are completely damaged.",Pakistan,2022-08-31 08:16:25+00:00,Situation Report,https://reliefweb.int/report/pakistan/who-pakistan-floods-situation-report-issue-1-30-august-2022,
           888                 ,     Damaged         ,     Health Facilities     ,"As 28 August 2022, 888 health facilities have been damaged in the country of which 180 of them are completely damaged.",Pakistan,2022-08-31 08:16:25+00:00,Situation Report,https://reliefweb.int/report/pakistan/who-pakistan-floods-situation-report-issue-1-30-august-2022,
" 1,000,000 ", Damaged or Destroyed , Household/Residence ,"In addition, more than one million homes have been damaged or destroyed, and nearly 735,000 livestock – a major source of livelihoods and food – have been lost, and the flooding has damaged roads and more than two million acres of agricultural land.",Pakistan,2022-08-30 21:53:13+00:00,News and Press Release,https://reliefweb.int/report/pakistan/united-states-providing-additional-30-million-critical-humanitarian-assistance-response-flooding-pakistan,
" 5,492 ", Being used to house displaced people , Schools/ Education Facilities ,"Furthermore, at least 5,492 schools are being used to house displaced people.",Pakistan,2022-08-30 16:53:52+00:00,Situation Report,https://reliefweb.int/report/pakistan/pakistan-education-sector-working-group-eie-bulletin-30-august-2022,
 180 , Destroyed ," Hospitals, Clinics, Health Centres ","Around 888 health facilities have been damaged in the country, of which 180 are completely damaged, leaving millions of people lacking access to health care and medical treatment, as reported in many affected districts.",Pakistan,2022-08-30 15:37:53+00:00,News and Press Release,https://reliefweb.int/report/pakistan/major-health-risks-unfolding-amid-floods-pakistan,
 888 , Damaged ," Hospitals, Clinics, Health Centres ","Around 888 health facilities have been damaged in the country, of which 180 are completely damaged, leaving millions of people lacking access to health care and medical treatment, as reported in many affected districts.",Pakistan,2022-08-30 15:37:53+00:00,News and Press Release,https://reliefweb.int/report/pakistan/major-health-risks-unfolding-amid-floods-pakistan,
"                17,566                  ", Destroyed/Damaged ," Universities, Colleges, Secondary/High Schools, Elementary Schools, Pre-school facilities, Training Centres, Kindergarten, Military School, Prison School, Education Facilities ","993,000 houses, 17,566 schools, and 3,458 km of roads have been destroyed or damaged.",Pakistan,2022-08-30 14:39:48+00:00,Situation Report,https://reliefweb.int/report/pakistan/wfp-pakistan-situation-report-28-august-2022,
"                 3,458                  ", Destroyed/Damaged ,                           Roads                            ,"993,000 houses, 17,566 schools, and 3,458 km of roads have been destroyed or damaged.",Pakistan,2022-08-30 14:39:48+00:00,Situation Report,https://reliefweb.int/report/pakistan/wfp-pakistan-situation-report-28-august-2022,
"               993,000                  ",     Destroyed     ,                         Houses                            ,"993,000 houses, 17,566 schools, and 3,458 km of roads have been destroyed or damaged.",Pakistan,2022-08-30 14:39:48+00:00,Situation Report,https://reliefweb.int/report/pakistan/wfp-pakistan-situation-report-28-august-2022,
" 2,000,000 ", Damaged , Residence ,"In addition, more than 949,858 house were badly destroyed, 2 million acres of crops were badly impacted, and 719,558 livestock were lost.",Pakistan,2022-08-30 14:24:49+00:00,News and Press Release,https://reliefweb.int/report/pakistan/ingosphf-members-reach-out-777667-people-immediately-providing-humanitarian-response-pakistan,
" 949,858 ", Destroyed , Household ,"In addition, more than 949,858 house were badly destroyed, 2 million acres of crops were badly impacted, and 719,558 livestock were lost.",Pakistan,2022-08-30 14:24:49+00:00,News and Press Release,https://reliefweb.int/report/pakistan/ingosphf-members-reach-out-777667-people-immediately-providing-humanitarian-response-pakistan,
"       317,390       ",   Destroyed   ,   Household   ,"Around 317,390 houses have been completely destroyed and another 734,180 partially damaged.",Pakistan,2022-08-30 13:38:48+00:00,News and Press Release,https://reliefweb.int/report/pakistan/record-breaking-rainfall-triggers-displacement-half-million-people-threatens-food-security-pakistan,
"       734,180       ",  Partially Damaged ,   Household   ,"Around 317,390 houses have been completely destroyed and another 734,180 partially damaged.",Pakistan,2022-08-30 13:38:48+00:00,News and Press Release,https://reliefweb.int/report/pakistan/record-breaking-rainfall-triggers-displacement-half-million-people-threatens-food-security-pakistan,
" 1,000,000 ", Damaged or Destroyed , Household/Residence ,"The floods have killed at least 1,136 people so far but the toll is expected to keep rising, and almost 1 million homes have been damaged or destroyed.",Pakistan,2022-08-30 13:07:11+00:00,News and Press Release,https://reliefweb.int/report/pakistan/more-aid-urgently-needed-pakistans-worst-ever-floods,
" 1,136 ", --- , --- ,"The floods have killed at least 1,136 people so far but the toll is expected to keep rising, and almost 1 million homes have been damaged or destroyed.",Pakistan,2022-08-30 13:07:11+00:00,News and Press Release,https://reliefweb.int/report/pakistan/more-aid-urgently-needed-pakistans-worst-ever-floods,
" 1,000 ", Destroyed ," Household, Residence ","Over a thousand people have died, and over 3 million people have been displaced from their homes as a result of extreme flooding which has destroyed homes, crops, livelihoods and key infrastructure in Pakistan.",Pakistan,2022-08-30 12:03:43+00:00,News and Press Release,https://reliefweb.int/report/pakistan/devasting-floods-pakistan,Pakistan
" 662,000 ", partially destroyed , Household ,"Over 1,100 people including over 350 children have lost their lives, more than 1,600 people have been injured, over 287,000 houses have been fully and 662,000 partially destroyed, over 735,000 livestock have perished and 2 million acres of crops have been adversely impacted, besides severe damage to communications infrastructure.",Pakistan,2022-08-30 11:59:36+00:00,News and Press Release,https://reliefweb.int/report/pakistan/joint-launch-2022-pakistan-floods-response-plan-government-pakistan-and-united-nations,
