Number of People Mentioned,What Happened,Age,Gender,text,primary_country,date_posted,format,url,NER_extracted_geolocation
 161000 , Displaced , Not provided , Not provided ,"According to the Ministry of National Health Services, Regulations and Coordination, at least 1000 people have been killed and 1500 injured as a result of this natural disaster, and more than 161 000 people have been displaced to relief camps.",Pakistan,2022-08-30 15:37:53+00:00,News and Press Release,https://reliefweb.int/report/pakistan/major-health-risks-unfolding-amid-floods-pakistan,
 1575             , Injured, N/A , N/A    ,"At least 1,061 people have died, and 1,575 have been injured since 14 June 2022.",Pakistan,2022-08-30 14:39:48+00:00,Situation Report,https://reliefweb.int/report/pakistan/wfp-pakistan-situation-report-28-august-2022,
 1061             , Dead   , N/A , N/A    ,"At least 1,061 people have died, and 1,575 have been injured since 14 June 2022.",Pakistan,2022-08-30 14:39:48+00:00,Situation Report,https://reliefweb.int/report/pakistan/wfp-pakistan-situation-report-28-august-2022,
 1000        , Died          , NA  , NA     ,More than 1000 people were died and 1500 were badly injured.,Pakistan,2022-08-30 14:24:49+00:00,News and Press Release,https://reliefweb.int/report/pakistan/ingosphf-members-reach-out-777667-people-immediately-providing-humanitarian-response-pakistan,
 1500        , Badly Injured , NA  , NA     ,More than 1000 people were died and 1500 were badly injured.,Pakistan,2022-08-30 14:24:49+00:00,News and Press Release,https://reliefweb.int/report/pakistan/ingosphf-members-reach-out-777667-people-immediately-providing-humanitarian-response-pakistan,
 1000            , Dead          , N/A , N/A     ,"More than 1,000 people, including 348 children, have died and a further 1,500 have been injured since the crisis began.",Pakistan,2022-08-30 13:43:34+00:00,News and Press Release,https://reliefweb.int/report/pakistan/least-14-people-pakistan-severely-affected-devastating-floods,
 1500            , Injured       , N/A , N/A     ,"More than 1,000 people, including 348 children, have died and a further 1,500 have been injured since the crisis began.",Pakistan,2022-08-30 13:43:34+00:00,News and Press Release,https://reliefweb.int/report/pakistan/least-14-people-pakistan-severely-affected-devastating-floods,
 348             , Dead          , Children , N/A ,"More than 1,000 people, including 348 children, have died and a further 1,500 have been injured since the crisis began.",Pakistan,2022-08-30 13:43:34+00:00,News and Press Release,https://reliefweb.int/report/pakistan/least-14-people-pakistan-severely-affected-devastating-floods,
" 287,000 ", Fully destroyed houses , Unknown , Unknown ,"Over 1,100 people including over 350 children have lost their lives, more than 1,600 people have been injured, over 287,000 houses have been fully and 662,000 partially destroyed, over 735,000 livestock have perished and 2 million acres of crops have been adversely impacted, besides severe damage to communications infrastructure.",Pakistan,2022-08-30 11:59:36+00:00,News and Press Release,https://reliefweb.int/report/pakistan/joint-launch-2022-pakistan-floods-response-plan-government-pakistan-and-united-nations,
" 662,000 ", Partially destroyed houses , Unknown , Unknown ,"Over 1,100 people including over 350 children have lost their lives, more than 1,600 people have been injured, over 287,000 houses have been fully and 662,000 partially destroyed, over 735,000 livestock have perished and 2 million acres of crops have been adversely impacted, besides severe damage to communications infrastructure.",Pakistan,2022-08-30 11:59:36+00:00,News and Press Release,https://reliefweb.int/report/pakistan/joint-launch-2022-pakistan-floods-response-plan-government-pakistan-and-united-nations,
" 735,000 ", Livestock perished , Unknown , Unknown ,"Over 1,100 people including over 350 children have lost their lives, more than 1,600 people have been injured, over 287,000 houses have been fully and 662,000 partially destroyed, over 735,000 livestock have perished and 2 million acres of crops have been adversely impacted, besides severe damage to communications infrastructure.",Pakistan,2022-08-30 11:59:36+00:00,News and Press Release,https://reliefweb.int/report/pakistan/joint-launch-2022-pakistan-floods-response-plan-government-pakistan-and-united-nations,
" 2,000,000 ", Acres of crops adversely impacted , Unknown , Unknown ,"Over 1,100 people including over 350 children have lost their lives, more than 1,600 people have been injured, over 287,000 houses have been fully and 662,000 partially destroyed, over 735,000 livestock have perished and 2 million acres of crops have been adversely impacted, besides severe damage to communications infrastructure.",Pakistan,2022-08-30 11:59:36+00:00,News and Press Release,https://reliefweb.int/report/pakistan/joint-launch-2022-pakistan-floods-response-plan-government-pakistan-and-united-nations,
 350 , Dead (children) , Unknown , Unknown ,"Over 1,100 people including over 350 children have lost their lives, more than 1,600 people have been injured, over 287,000 houses have been fully and 662,000 partially destroyed, over 735,000 livestock have perished and 2 million acres of crops have been adversely impacted, besides severe damage to communications infrastructure.",Pakistan,2022-08-30 11:59:36+00:00,News and Press Release,https://reliefweb.int/report/pakistan/joint-launch-2022-pakistan-floods-response-plan-government-pakistan-and-united-nations,
" 1,600 ", Injured , Unknown , Unknown ,"Over 1,100 people including over 350 children have lost their lives, more than 1,600 people have been injured, over 287,000 houses have been fully and 662,000 partially destroyed, over 735,000 livestock have perished and 2 million acres of crops have been adversely impacted, besides severe damage to communications infrastructure.",Pakistan,2022-08-30 11:59:36+00:00,News and Press Release,https://reliefweb.int/report/pakistan/joint-launch-2022-pakistan-floods-response-plan-government-pakistan-and-united-nations,
" 1,100 ", Dead , Unknown , Unknown ,"Over 1,100 people including over 350 children have lost their lives, more than 1,600 people have been injured, over 287,000 houses have been fully and 662,000 partially destroyed, over 735,000 livestock have perished and 2 million acres of crops have been adversely impacted, besides severe damage to communications infrastructure.",Pakistan,2022-08-30 11:59:36+00:00,News and Press Release,https://reliefweb.int/report/pakistan/joint-launch-2022-pakistan-floods-response-plan-government-pakistan-and-united-nations,
            1136           ,      Dead     , N/A , N/A    ,"The
current death toll stands at 1136.",Pakistan,2022-08-30 11:54:58+00:00,Situation Report,https://reliefweb.int/report/pakistan/international-rescue-committee-pakistan-flood-response-update-2-august-30th-2022,
" 1,700                     ", Lost their lives, N/A  , N/A  ,"Numbers are fast approaching those of 2010, when the country faced its worst natural disaster: over 1.8 million houses were damaged, 7 million people were left homeless, and nearly 1,700 people lost their lives.",Pakistan,2022-08-30 11:07:03+00:00,News and Press Release,https://reliefweb.int/report/pakistan/news-alert-mercy-corps-responds-deadly-floods-pakistan-hundreds-thousands-left-homeless,
 7 million                 , Homeless      , N/A , N/A    ,"Numbers are fast approaching those of 2010, when the country faced its worst natural disaster: over 1.8 million houses were damaged, 7 million people were left homeless, and nearly 1,700 people lost their lives.",Pakistan,2022-08-30 11:07:03+00:00,News and Press Release,https://reliefweb.int/report/pakistan/news-alert-mercy-corps-responds-deadly-floods-pakistan-hundreds-thousands-left-homeless,
 1.8 million               , Damaged houses, N/A , N/A    ,"Numbers are fast approaching those of 2010, when the country faced its worst natural disaster: over 1.8 million houses were damaged, 7 million people were left homeless, and nearly 1,700 people lost their lives.",Pakistan,2022-08-30 11:07:03+00:00,News and Press Release,https://reliefweb.int/report/pakistan/news-alert-mercy-corps-responds-deadly-floods-pakistan-hundreds-thousands-left-homeless,
"      1,527      ",      Injured     ,  NA ,   NA   ,"According to the NDMA, between 14 June and 27 August at least 1,033 people were killed and 1,527 people injured, with numbers increasing as rains continue.2 Over 287,000 houses have been destroyed and over 662,000 partially damaged.",Pakistan,2022-08-30 05:13:16+00:00,Appeal,https://reliefweb.int/report/pakistan/pakistan-2022-floods-response-plan-01-sep-2022-28-feb-2023-issued-30-aug-2022,
"      287,000    ",     Destroyed    ,  NA ,   NA   ,"According to the NDMA, between 14 June and 27 August at least 1,033 people were killed and 1,527 people injured, with numbers increasing as rains continue.2 Over 287,000 houses have been destroyed and over 662,000 partially damaged.",Pakistan,2022-08-30 05:13:16+00:00,Appeal,https://reliefweb.int/report/pakistan/pakistan-2022-floods-response-plan-01-sep-2022-28-feb-2023-issued-30-aug-2022,
"      662,000    ",   Partially Damaged  ,  NA ,   NA   ,"According to the NDMA, between 14 June and 27 August at least 1,033 people were killed and 1,527 people injured, with numbers increasing as rains continue.2 Over 287,000 houses have been destroyed and over 662,000 partially damaged.",Pakistan,2022-08-30 05:13:16+00:00,Appeal,https://reliefweb.int/report/pakistan/pakistan-2022-floods-response-plan-01-sep-2022-28-feb-2023-issued-30-aug-2022,
"      1,033      ",       Dead       ,  NA ,   NA   ,"According to the NDMA, between 14 June and 27 August at least 1,033 people were killed and 1,527 people injured, with numbers increasing as rains continue.2 Over 287,000 houses have been destroyed and over 662,000 partially damaged.",Pakistan,2022-08-30 05:13:16+00:00,Appeal,https://reliefweb.int/report/pakistan/pakistan-2022-floods-response-plan-01-sep-2022-28-feb-2023-issued-30-aug-2022,
 1000                  , Lost        , N/A , N/A    ,"Tragically, more than 1,000 lives have been lost.",Pakistan,2022-08-30 01:53:50+00:00,News and Press Release,https://reliefweb.int/report/pakistan/australian-humanitarian-assistance-response-pakistan-floods,
 180 , Dead , Not available , Not available ,Over 180 people have been killed and upwards of 3300 homes have been destroyed.,Pakistan,2022-08-29 21:53:21+00:00,News and Press Release,https://reliefweb.int/report/pakistan/more-30-million-people-urgent-need-after-major-floods-devastate-areas-pakistan-and-afghanistan-irc-launches-emergency-response,
 3300 , Homes Destroyed , Not available , Not available ,Over 180 people have been killed and upwards of 3300 homes have been destroyed.,Pakistan,2022-08-29 21:53:21+00:00,News and Press Release,https://reliefweb.int/report/pakistan/more-30-million-people-urgent-need-after-major-floods-devastate-areas-pakistan-and-afghanistan-irc-launches-emergency-response,
 1000 , dead , not specified , not specified ,Many of the areas impacted by this month’s flooding were hit by a devastating earthquake in June that killed over 1000 people.,Pakistan,2022-08-29 21:53:21+00:00,News and Press Release,https://reliefweb.int/report/pakistan/more-30-million-people-urgent-need-after-major-floods-devastate-areas-pakistan-and-afghanistan-irc-launches-emergency-response,
 119             , Killed     , N/A , N/A    ,"In the last 24 hours, 119 people have been killed, and the death toll is expected to rise even further.",Pakistan,2022-08-29 17:48:57+00:00,Situation Report,https://reliefweb.int/report/pakistan/pakistan-monsoon-floods-2022-29-august-2022,
" 1,000           ", Died         , Unknown , Unknown,"The human and material toll of the floods is very high: over 1,000 people have died and many infrastructures have been destroyed.",Pakistan,2022-08-29 11:47:28+00:00,News and Press Release,https://reliefweb.int/report/pakistan/belgium-offers-emergency-aid-pakistan-b-fast-ennl-0,
" 1,061 ", Dead , Not Mentioned , Not Mentioned ,"According to the official figures (NDMA, SIT-REP No.076) the massive floods have so far claimed 1,061 lives and injured 1,575 people.",Pakistan,2022-08-29 10:41:59+00:00,Situation Report,https://reliefweb.int/report/pakistan/flood-disaster-pakistan-situation-report-29-august-2022,
" 1,575 ", Injured , Not Mentioned , Not Mentioned ,"According to the official figures (NDMA, SIT-REP No.076) the massive floods have so far claimed 1,061 lives and injured 1,575 people.",Pakistan,2022-08-29 10:41:59+00:00,Situation Report,https://reliefweb.int/report/pakistan/flood-disaster-pakistan-situation-report-29-august-2022,
"        670,000      ",  no reported  ,  N/A,  N/A   ,"Latest Figures released by the National Disaster Management Authority (NDMA) indicate that over 930 people have died and 1,343 have been injured and approximately 670,000 houses have been damaged .",Pakistan,2022-08-29 07:23:41+00:00,News and Press Release,https://reliefweb.int/report/pakistan/pakistan-poverty-alleviation-fund-ppaf-releases-pkr-250m-flood-emergency-response,
         930         ,      dead     ,  N/A,  N/A   ,"Latest Figures released by the National Disaster Management Authority (NDMA) indicate that over 930 people have died and 1,343 have been injured and approximately 670,000 houses have been damaged .",Pakistan,2022-08-29 07:23:41+00:00,News and Press Release,https://reliefweb.int/report/pakistan/pakistan-poverty-alleviation-fund-ppaf-releases-pkr-250m-flood-emergency-response,
"         1,343       ",     injured   ,  N/A,  N/A   ,"Latest Figures released by the National Disaster Management Authority (NDMA) indicate that over 930 people have died and 1,343 have been injured and approximately 670,000 houses have been damaged .",Pakistan,2022-08-29 07:23:41+00:00,News and Press Release,https://reliefweb.int/report/pakistan/pakistan-poverty-alleviation-fund-ppaf-releases-pkr-250m-flood-emergency-response,
            225            ,         Dead          , N/A , N/A    ,Officials put the death toll across the province at 225.,Pakistan,2022-08-29 01:39:34+00:00,Appeal,https://reliefweb.int/report/pakistan/pakistan-asia-pacific-monsoon-floods-emergency-appeal-no-mdrpk023,
"     1,033       ",     Dead      , N/A ,  N/A   ,"According to the official figures (NDMA, SIT-REP No.075) the massive floods have so far claimed 1,033 lives and injured 1,527 people.",Pakistan,2022-08-27 23:04:10+00:00,Situation Report,https://reliefweb.int/report/pakistan/flood-disaster-pakistan-situation-report-27-august-2022,
"     1,527       ",   Injured     , N/A ,  N/A   ,"According to the official figures (NDMA, SIT-REP No.075) the massive floods have so far claimed 1,033 lives and injured 1,527 people.",Pakistan,2022-08-27 23:04:10+00:00,Situation Report,https://reliefweb.int/report/pakistan/flood-disaster-pakistan-situation-report-27-august-2022,
 900              , Dead/Injured      , N/A  , N/A    ,"Over 900 people were killed by devastating monsoon rains and floods including 326 children and at least 95,350 homes have been destroyed.",Pakistan,2022-08-27 15:09:32+00:00,News and Press Release,https://reliefweb.int/report/pakistan/wateraid-helps-families-hit-devastating-floods-pakistan,
 326              , Dead/Injured      , Children , N/A ,"Over 900 people were killed by devastating monsoon rains and floods including 326 children and at least 95,350 homes have been destroyed.",Pakistan,2022-08-27 15:09:32+00:00,News and Press Release,https://reliefweb.int/report/pakistan/wateraid-helps-families-hit-devastating-floods-pakistan,
" 95,350           ", N/A               , N/A  , N/A    ,"Over 900 people were killed by devastating monsoon rains and floods including 326 children and at least 95,350 homes have been destroyed.",Pakistan,2022-08-27 15:09:32+00:00,News and Press Release,https://reliefweb.int/report/pakistan/wateraid-helps-families-hit-devastating-floods-pakistan,
" 46,000           ", Homes submerged , N/A , N/A ,"More than 30,000 people were severely affected, with 543 deaths, 627 injuries, over 46,000 homes submerged, and many roads and bridges damaged.",Pakistan,2022-08-27 06:30:23+00:00,News and Press Release,https://reliefweb.int/report/pakistan/qrcs-launches-emergency-response-pakistan-floods-enar,
" 30,000           ", Severe impact , N/A , N/A ,"More than 30,000 people were severely affected, with 543 deaths, 627 injuries, over 46,000 homes submerged, and many roads and bridges damaged.",Pakistan,2022-08-27 06:30:23+00:00,News and Press Release,https://reliefweb.int/report/pakistan/qrcs-launches-emergency-response-pakistan-floods-enar,
 627              , Injuries     , N/A , N/A ,"More than 30,000 people were severely affected, with 543 deaths, 627 injuries, over 46,000 homes submerged, and many roads and bridges damaged.",Pakistan,2022-08-27 06:30:23+00:00,News and Press Release,https://reliefweb.int/report/pakistan/qrcs-launches-emergency-response-pakistan-floods-enar,
 543              , Deaths       , N/A , N/A ,"More than 30,000 people were severely affected, with 543 deaths, 627 injuries, over 46,000 homes submerged, and many roads and bridges damaged.",Pakistan,2022-08-27 06:30:23+00:00,News and Press Release,https://reliefweb.int/report/pakistan/qrcs-launches-emergency-response-pakistan-floods-enar,
 2               , Injured     , 36-44     , Female ,Resultantly wife of Abdul Aziz (44 Years) and wife of Shairwan (36 Years) got injured.,Pakistan,2022-08-27 00:00:00+00:00,Situation Report,https://reliefweb.int/report/pakistan/provincial-disaster-management-authority-pdma-khyber-pakhtunkhwa-daily-situation-report-27-august-2022-morning,
 937                       , dead   , N/A , N/A    ,"At least 937 people killed and 1,343 people injured since 14 June.",Pakistan,2022-08-26 18:17:08+00:00,Situation Report,https://reliefweb.int/report/pakistan/pakistan-2022-monsoon-floods-situation-report-no-03-26-august-2022,
 1343                      , injured, N/A , N/A    ,"At least 937 people killed and 1,343 people injured since 14 June.",Pakistan,2022-08-26 18:17:08+00:00,Situation Report,https://reliefweb.int/report/pakistan/pakistan-2022-monsoon-floods-situation-report-no-03-26-august-2022,
 230             , Dead (Including 65 children and 55 women) , Not specified , Not specified ,"As of 23rd August, the Provincial Disaster Management Authority (PDMA) reported that the floods have resulted in 230 deaths (including 65 children and 55 women) and 98 people have been injured since 1st July 2022.",Pakistan,2022-08-26 15:14:51+00:00,News and Press Release,https://reliefweb.int/report/pakistan/pakistan-flood-2022-muslim-aid-humanitarian-response-balochistan-2022,
 98              , Injured , Not specified , Not specified ,"As of 23rd August, the Provincial Disaster Management Authority (PDMA) reported that the floods have resulted in 230 deaths (including 65 children and 55 women) and 98 people have been injured since 1st July 2022.",Pakistan,2022-08-26 15:14:51+00:00,News and Press Release,https://reliefweb.int/report/pakistan/pakistan-flood-2022-muslim-aid-humanitarian-response-balochistan-2022,
 1000            , Dead          , N/A , N/A    ,The total life loss is close to 1000 which includes over 300 children.,Pakistan,2022-08-26 08:24:31+00:00,Situation Report,https://reliefweb.int/report/pakistan/international-rescue-committee-pakistan-flood-response-update-1-august-26th-2022,
 300             , Dead          , <18 , N/A    ,The total life loss is close to 1000 which includes over 300 children.,Pakistan,2022-08-26 08:24:31+00:00,Situation Report,https://reliefweb.int/report/pakistan/international-rescue-committee-pakistan-flood-response-update-1-august-26th-2022,
 530              , Dead/injured   , -     , -      ,"In July, deadly monsoon floods took more than 530 lives, while leaving roads, bridges, households, and schools in ruins.",Pakistan,2022-08-26 04:02:15+00:00,News and Press Release,https://reliefweb.int/report/pakistan/melting-glaciers-growing-lakes-and-threat-outburst-floods,
 90 , Dead , Unknown , Unknown ,"For two months, the mercury soared, killing at least 90 people and causing widespread power failures, fires, and crop losses.",Pakistan,2022-08-26 04:02:15+00:00,News and Press Release,https://reliefweb.int/report/pakistan/melting-glaciers-growing-lakes-and-threat-outburst-floods,
 224 , Died (children) , - , - ,"So far, rain and flood related incidents have killed 580 people across the country, including 224 children.",Pakistan,2022-08-26 00:37:02+00:00,Situation Report,https://reliefweb.int/report/pakistan/pakistan-monsoon-floods-operation-update-report-ndeg-1-dref-ndeg-mdrpk023,
 580 , Died , - , - ,"So far, rain and flood related incidents have killed 580 people across the country, including 224 children.",Pakistan,2022-08-26 00:37:02+00:00,Situation Report,https://reliefweb.int/report/pakistan/pakistan-monsoon-floods-operation-update-report-ndeg-1-dref-ndeg-mdrpk023,
 452 , Died (Children and women) , - , - ,"One million people have lost their houses, and the death toll from the five weeks of rains has reached 903, half of whom are children and women.",Pakistan,2022-08-26 00:00:00+00:00,News and Press Release,https://reliefweb.int/report/pakistan/humanitarian-situation-pakistan-spirals-out-control-following-abnormal-monsoon-season,
" 1,000,000 ", Lost houses , - , - ,"One million people have lost their houses, and the death toll from the five weeks of rains has reached 903, half of whom are children and women.",Pakistan,2022-08-26 00:00:00+00:00,News and Press Release,https://reliefweb.int/report/pakistan/humanitarian-situation-pakistan-spirals-out-control-following-abnormal-monsoon-season,
 903 , Died , - , - ,"One million people have lost their houses, and the death toll from the five weeks of rains has reached 903, half of whom are children and women.",Pakistan,2022-08-26 00:00:00+00:00,News and Press Release,https://reliefweb.int/report/pakistan/humanitarian-situation-pakistan-spirals-out-control-following-abnormal-monsoon-season,
 1 million                  , Affected               , NA  , NA     ,"As a result of the floods, around one million people have been affected across the country, including more than 600 killed and more than 23,000 displaced, according to the government’s National Disaster Management Authority.",Pakistan,2022-08-23 00:00:00+00:00,News and Press Release,https://reliefweb.int/report/pakistan/european-union-provides-eu350000-assist-floods-victims-pakistan,
 600                        , Killed                 , NA  , NA     ,"As a result of the floods, around one million people have been affected across the country, including more than 600 killed and more than 23,000 displaced, according to the government’s National Disaster Management Authority.",Pakistan,2022-08-23 00:00:00+00:00,News and Press Release,https://reliefweb.int/report/pakistan/european-union-provides-eu350000-assist-floods-victims-pakistan,
" 23,000                     ", Displaced              , NA  , NA     ,"As a result of the floods, around one million people have been affected across the country, including more than 600 killed and more than 23,000 displaced, according to the government’s National Disaster Management Authority.",Pakistan,2022-08-23 00:00:00+00:00,News and Press Release,https://reliefweb.int/report/pakistan/european-union-provides-eu350000-assist-floods-victims-pakistan,
 635                       , dead          , N/A , N/A    ,"As per the updated statistics of NDMA, a total of 635 people died and 1016 people were injured.",Pakistan,2022-08-22 18:59:56+00:00,News and Press Release,https://reliefweb.int/report/pakistan/dire-need-focus-climate-emergency-and-humanitarian-crisis-tangible-steps-and-action-required-program-and-policy-level,
 1016                      , injured       , N/A , N/A    ,"As per the updated statistics of NDMA, a total of 635 people died and 1016 people were injured.",Pakistan,2022-08-22 18:59:56+00:00,News and Press Release,https://reliefweb.int/report/pakistan/dire-need-focus-climate-emergency-and-humanitarian-crisis-tangible-steps-and-action-required-program-and-policy-level,
 1571 , Died , N/A , N/A ,"According to the National Disaster Management Authority (NDMA)’ Monsoon Situation Report on August 07 1, 571 people died and 922 got injured in the country.",Pakistan,2022-08-22 06:53:08+00:00,Assessment,https://reliefweb.int/report/pakistan/early-needs-identification-eni-balochistans-flood-affected-districts-jhal-magsi-lasbela-qila-saifullah-and-nushki,
 922 , Injured , N/A , N/A ,"According to the National Disaster Management Authority (NDMA)’ Monsoon Situation Report on August 07 1, 571 people died and 922 got injured in the country.",Pakistan,2022-08-22 06:53:08+00:00,Assessment,https://reliefweb.int/report/pakistan/early-needs-identification-eni-balochistans-flood-affected-districts-jhal-magsi-lasbela-qila-saifullah-and-nushki,
 573 , Dead , - , - ,"The flooding, as well as landslides and glacial lake outbursts, have resulted in at least 573 deaths and more than 900 injuries.",Pakistan,2022-08-17 11:39:07+00:00,News and Press Release,https://reliefweb.int/report/pakistan/united-states-providing-immediate-humanitarian-assistance-response-flooding-pakistan,
 900 , Injured , - , - ,"The flooding, as well as landslides and glacial lake outbursts, have resulted in at least 573 deaths and more than 900 injuries.",Pakistan,2022-08-17 11:39:07+00:00,News and Press Release,https://reliefweb.int/report/pakistan/united-states-providing-immediate-humanitarian-assistance-response-flooding-pakistan,
 1 , Dead , Unknown , Male ,"On 1st Aug 2022, due to current rain spell, 03x children died and 01x male, 03x females & 04x children got injured.",Pakistan,2022-08-05 00:34:26+00:00,Situation Report,https://reliefweb.int/report/pakistan/ndma-monsoon-2022-daily-situation-report-no-052-1300-hrs-3rd-aug-2022-1300-hrs-4th-aug-2022,
 3 , Injured , Unknown , Female ,"On 1st Aug 2022, due to current rain spell, 03x children died and 01x male, 03x females & 04x children got injured.",Pakistan,2022-08-05 00:34:26+00:00,Situation Report,https://reliefweb.int/report/pakistan/ndma-monsoon-2022-daily-situation-report-no-052-1300-hrs-3rd-aug-2022-1300-hrs-4th-aug-2022,
 4 , Injured , Children , Unknown ,"On 1st Aug 2022, due to current rain spell, 03x children died and 01x male, 03x females & 04x children got injured.",Pakistan,2022-08-05 00:34:26+00:00,Situation Report,https://reliefweb.int/report/pakistan/ndma-monsoon-2022-daily-situation-report-no-052-1300-hrs-3rd-aug-2022-1300-hrs-4th-aug-2022,
 1                , Died            , Adult , Male   ,"01x male, 01x female and 01x child died.",Pakistan,2022-08-05 00:34:26+00:00,Situation Report,https://reliefweb.int/report/pakistan/ndma-monsoon-2022-daily-situation-report-no-052-1300-hrs-3rd-aug-2022-1300-hrs-4th-aug-2022,
 1                , Died            , Adult , Female ,"01x male, 01x female and 01x child died.",Pakistan,2022-08-05 00:34:26+00:00,Situation Report,https://reliefweb.int/report/pakistan/ndma-monsoon-2022-daily-situation-report-no-052-1300-hrs-3rd-aug-2022-1300-hrs-4th-aug-2022,
 1                , Died            , Child , Unspecified ,"01x male, 01x female and 01x child died.",Pakistan,2022-08-05 00:34:26+00:00,Situation Report,https://reliefweb.int/report/pakistan/ndma-monsoon-2022-daily-situation-report-no-052-1300-hrs-3rd-aug-2022-1300-hrs-4th-aug-2022,
        2         ,    Died       , N/A , N/A    ,02x children drowned in the river.,Pakistan,2022-08-05 00:34:26+00:00,Situation Report,https://reliefweb.int/report/pakistan/ndma-monsoon-2022-daily-situation-report-no-052-1300-hrs-3rd-aug-2022-1300-hrs-4th-aug-2022,
 1 , Dead, Unknown , Unkown ,"On 1st Aug 2022, due to current rain spell, 03x children died and 01x male, 03x females & 04x children got injured.",Pakistan,2022-08-05 00:34:26+00:00,Situation Report,https://reliefweb.int/report/pakistan/ndma-monsoon-2022-daily-situation-report-no-052-1300-hrs-3rd-aug-2022-1300-hrs-4th-aug-2022,
        2         , Not Injured   , N/A , N/A    ,02x children drowned in the river.,Pakistan,2022-08-05 00:34:26+00:00,Situation Report,https://reliefweb.int/report/pakistan/ndma-monsoon-2022-daily-situation-report-no-052-1300-hrs-3rd-aug-2022-1300-hrs-4th-aug-2022,
        2         , Not Missing   , N/A , N/A    ,02x children drowned in the river.,Pakistan,2022-08-05 00:34:26+00:00,Situation Report,https://reliefweb.int/report/pakistan/ndma-monsoon-2022-daily-situation-report-no-052-1300-hrs-3rd-aug-2022-1300-hrs-4th-aug-2022,
        2         ,    Child      , N/A , Male   ,02x children drowned in the river.,Pakistan,2022-08-05 00:34:26+00:00,Situation Report,https://reliefweb.int/report/pakistan/ndma-monsoon-2022-daily-situation-report-no-052-1300-hrs-3rd-aug-2022-1300-hrs-4th-aug-2022,
        2         ,    Child      , N/A , Female ,02x children drowned in the river.,Pakistan,2022-08-05 00:34:26+00:00,Situation Report,https://reliefweb.int/report/pakistan/ndma-monsoon-2022-daily-situation-report-no-052-1300-hrs-3rd-aug-2022-1300-hrs-4th-aug-2022,
 1 , Dead , N/A , Male ,"(29th July – 01st Aug 2022) 01x child dead, 01x male, 01x female, 01x child got injured and 11x houses fully & 32x house partially damaged.",Pakistan,2022-08-04 00:51:07+00:00,Situation Report,https://reliefweb.int/report/pakistan/ndma-monsoon-2022-daily-situation-report-no-051-1300-hrs-2nd-aug-2022-1300-hrs-3rd-aug-2022,
 1 , Dead , Child , N/A ,"(29th July – 01st Aug 2022) 01x child dead, 01x male, 01x female, 01x child got injured and 11x houses fully & 32x house partially damaged.",Pakistan,2022-08-04 00:51:07+00:00,Situation Report,https://reliefweb.int/report/pakistan/ndma-monsoon-2022-daily-situation-report-no-051-1300-hrs-2nd-aug-2022-1300-hrs-3rd-aug-2022,
             2             ,    Injured    , N/A ,  Male  ,"01x house partially damaged, 01x female dead and 02x males injured.",Pakistan,2022-08-04 00:51:07+00:00,Situation Report,https://reliefweb.int/report/pakistan/ndma-monsoon-2022-daily-situation-report-no-051-1300-hrs-2nd-aug-2022-1300-hrs-3rd-aug-2022,
             1             ,      Dead     , N/A , Female ,"01x house partially damaged, 01x female dead and 02x males injured.",Pakistan,2022-08-04 00:51:07+00:00,Situation Report,https://reliefweb.int/report/pakistan/ndma-monsoon-2022-daily-situation-report-no-051-1300-hrs-2nd-aug-2022-1300-hrs-3rd-aug-2022,
 11 , Fully Damaged Houses , N/A , N/A ,"(29th July – 01st Aug 2022) 01x child dead, 01x male, 01x female, 01x child got injured and 11x houses fully & 32x house partially damaged.",Pakistan,2022-08-04 00:51:07+00:00,Situation Report,https://reliefweb.int/report/pakistan/ndma-monsoon-2022-daily-situation-report-no-051-1300-hrs-2nd-aug-2022-1300-hrs-3rd-aug-2022,
 32 , Partially Damaged Houses , N/A , N/A ,"(29th July – 01st Aug 2022) 01x child dead, 01x male, 01x female, 01x child got injured and 11x houses fully & 32x house partially damaged.",Pakistan,2022-08-04 00:51:07+00:00,Situation Report,https://reliefweb.int/report/pakistan/ndma-monsoon-2022-daily-situation-report-no-051-1300-hrs-2nd-aug-2022-1300-hrs-3rd-aug-2022,
             1             ,              Injured              , n/a ,  Male  ,"Due to current rain spell, 01x house partially damaged and 01x male injured.",Pakistan,2022-08-04 00:51:07+00:00,Situation Report,https://reliefweb.int/report/pakistan/ndma-monsoon-2022-daily-situation-report-no-051-1300-hrs-2nd-aug-2022-1300-hrs-3rd-aug-2022,
             1             ,             Damaged               , n/a ,  n/a   ,"Due to current rain spell, 01x house partially damaged and 01x male injured.",Pakistan,2022-08-04 00:51:07+00:00,Situation Report,https://reliefweb.int/report/pakistan/ndma-monsoon-2022-daily-situation-report-no-051-1300-hrs-2nd-aug-2022-1300-hrs-3rd-aug-2022,
 1 , Injured , Child , N/A ,"(29th July – 01st Aug 2022) 01x child dead, 01x male, 01x female, 01x child got injured and 11x houses fully & 32x house partially damaged.",Pakistan,2022-08-04 00:51:07+00:00,Situation Report,https://reliefweb.int/report/pakistan/ndma-monsoon-2022-daily-situation-report-no-051-1300-hrs-2nd-aug-2022-1300-hrs-3rd-aug-2022,
