number of workers affected,type of workers,workers affected working sector,text,primary_country,date_posted,format,url,NER_extracted_geolocation
"        35,418        ",       N/A      ,   N/A  ,"Almost more than 32,670 buildings have collapsed, 35,418 people died3 and 105,500 people were injured4.",Türkiye,2023-02-18 09:15:47+00:00,Analysis,https://reliefweb.int/report/turkiye/kahramanmaras-earthquake-turkiye-shaken-core-assessing-impact-earthquake-essn-and-c-essn-recipients,
" 12,834                     ", Not Mentioned   , Health ,"Health: Already strained health facilities are overwhelmed by the number of casualties, with at least 8,382 people injured and 4,452 deaths.",Syria,2023-02-17 19:18:03+00:00,Situation Report,https://reliefweb.int/report/syrian-arab-republic/northwest-syria-earthquake-february-2023-bi-weekly-highlights-17022023,
" 4,452                      ", Not Mentioned   , Health ,"Health: Already strained health facilities are overwhelmed by the number of casualties, with at least 8,382 people injured and 4,452 deaths.",Syria,2023-02-17 19:18:03+00:00,Situation Report,https://reliefweb.int/report/syrian-arab-republic/northwest-syria-earthquake-february-2023-bi-weekly-highlights-17022023,
" 150,000                   ", Homeless People , N/A    ,"The devastating earthquakes have left at least 150,000 people homeless in Türkiye, and more than one million people are sheltering at temporary sites.",Türkiye,2023-02-17 18:08:55+00:00,News and Press Release,https://reliefweb.int/report/turkiye/united-states-provides-urgent-relief-supplies-support-earthquake-affected-communities-turkiye,Türkiye
" 1,000,000                 ", Sheltered People , N/A  ,"The devastating earthquakes have left at least 150,000 people homeless in Türkiye, and more than one million people are sheltering at temporary sites.",Türkiye,2023-02-17 18:08:55+00:00,News and Press Release,https://reliefweb.int/report/turkiye/united-states-provides-urgent-relief-supplies-support-earthquake-affected-communities-turkiye,Türkiye
"             9,000         ",       N/A      ,       N/A      ,"As of 15 February, over 9,000 buildings have been completely or partially destroyed in the north-west, rendering people homeless.",Syria,2023-02-17 17:54:14+00:00,Situation Report,https://reliefweb.int/report/syrian-arab-republic/unhcr-syria-emergency-response-earthquake-flash-update-10-16-february-2023,
 294 , Not mentioned , Not mentioned ,Turkish officials say at least three people were killed and 294 people were injured following Monday’s aftershocks.,Syria,2023-02-17 17:27:41+00:00,Assessment,https://reliefweb.int/report/syrian-arab-republic/action-humanity-syria-relief-rapid-needs-assessment-report-earthquake-response-nws-6th-february-earthquake,
 3 , Not mentioned , Not mentioned ,Turkish officials say at least three people were killed and 294 people were injured following Monday’s aftershocks.,Syria,2023-02-17 17:27:41+00:00,Assessment,https://reliefweb.int/report/syrian-arab-republic/action-humanity-syria-relief-rapid-needs-assessment-report-earthquake-response-nws-6th-february-earthquake,
" 47,000 ", N/A , N/A ,"The February 6 quakes killed nearly 47,000 people in both countries, where more than 1.5 million people are in temporary shelters.",Syria,2023-02-17 17:27:41+00:00,Assessment,https://reliefweb.int/report/syrian-arab-republic/action-humanity-syria-relief-rapid-needs-assessment-report-earthquake-response-nws-6th-february-earthquake,
 1 , Retired teacher , Education ,"“If I had tried to save them while it was still shaking, the furniture would have collapsed on my parents.” “This is a small town; we have all lost friends or relatives,” says 65-year-old Fatma, a retired teacher.",Türkiye,2023-02-17 16:01:26+00:00,News and Press Release,https://reliefweb.int/report/turkiye/turkiye-picking-pieces-after-earthquakes,
 26%              , N/A            , N/A     ,"According to UN data from December 2022, nearly half of all children surveyed were showing signs of psychological distress, and 26% of households reported the reason their children did not want to go to school was because they felt depressed, unhappy or lacked motivation.",Türkiye,2023-02-17 15:19:41+00:00,News and Press Release,https://reliefweb.int/report/turkiye/fear-distress-and-grief-turkiye-and-syria-earthquakes-may-fuel-severe-mental-health-needs-region,
 1 , N/A , N/A ,But I was overwhelmed this time by the magnitude of destruction and loss that was inflicted on families during only 60 seconds in the early hours of February 6th.,Syria,2023-02-17 14:44:02+00:00,News and Press Release,https://reliefweb.int/report/syrian-arab-republic/international-aid-must-reach-people-need-through-any-means-possible,
 60 , seconds , N/A ,But I was overwhelmed this time by the magnitude of destruction and loss that was inflicted on families during only 60 seconds in the early hours of February 6th.,Syria,2023-02-17 14:44:02+00:00,News and Press Release,https://reliefweb.int/report/syrian-arab-republic/international-aid-must-reach-people-need-through-any-means-possible,
 February 6th , N/A , N/A ,But I was overwhelmed this time by the magnitude of destruction and loss that was inflicted on families during only 60 seconds in the early hours of February 6th.,Syria,2023-02-17 14:44:02+00:00,News and Press Release,https://reliefweb.int/report/syrian-arab-republic/international-aid-must-reach-people-need-through-any-means-possible,
   49   ,       N/A      ,   N/A  ,The percentage of Turkish citizens demanding that the refugees be returned grew from less than 49% in 2017 to 82% in 2021.,Türkiye,2023-02-17 14:28:15+00:00,News and Press Release,https://reliefweb.int/report/turkiye/after-earthquake-enabling-refugee-self-reliance-and-host-community-resilience-turkey,
   82   ,       N/A      ,   N/A  ,The percentage of Turkish citizens demanding that the refugees be returned grew from less than 49% in 2017 to 82% in 2021.,Türkiye,2023-02-17 14:28:15+00:00,News and Press Release,https://reliefweb.int/report/turkiye/after-earthquake-enabling-refugee-self-reliance-and-host-community-resilience-turkey,
             20             ,     Unknown    ,Unknown ,"Meanwhile, at least 20 neighbors passed away in another building next door.",Syria,2023-02-17 06:47:15+00:00,Situation Report,https://reliefweb.int/report/syrian-arab-republic/north-west-syria-situation-report-19-february-2023-enar,
" 9,000                      ", N/A             , N/A            ,"As of 15 February, over 9,000 buildings have been completely or partially destroyed in the area rendering people homeless.",Syria,2023-02-17 04:40:00+00:00,Situation Report,https://reliefweb.int/report/syrian-arab-republic/earthquakes-north-west-syria-flash-update-no-10-16-february-2023,
 1                          , Construction    , Building       ,"As of 15 February, over 9,000 buildings have been completely or partially destroyed in the area rendering people homeless.",Syria,2023-02-17 04:40:00+00:00,Situation Report,https://reliefweb.int/report/syrian-arab-republic/earthquakes-north-west-syria-flash-update-no-10-16-february-2023,
" 1,000                      ", Construction    , Building       ,"As of 15 February, over 9,000 buildings have been completely or partially destroyed in the area rendering people homeless.",Syria,2023-02-17 04:40:00+00:00,Situation Report,https://reliefweb.int/report/syrian-arab-republic/earthquakes-north-west-syria-flash-update-no-10-16-february-2023,
 90% of population , Not specified , Not specified ,"There was already a humanitarian disaster in the region prior to the earthquakes, with almost 90% of the population relying on humanitarian aid.",Türkiye,2023-02-17 01:10:02+00:00,News and Press Release,https://reliefweb.int/report/turkiye/generosity-irish-public-allows-concern-expand-operations-turkey-turkiye-and-syria,
" 4,000,000                  ", Children       , Education         ,"Access to education has been compromised for nearly 4 million children, including over 350,000 refugee and migrant children, as the opening of schools in affected provinces has been postponed until 1 March 2023, and affected families are temporarily using schools as shelter.",Türkiye,2023-02-16 23:20:30+00:00,Appeal,https://reliefweb.int/report/turkiye/turkiye-earthquake-response-humanitarian-action-children,
" 350,000                    ", Children       , Education         ,"Access to education has been compromised for nearly 4 million children, including over 350,000 refugee and migrant children, as the opening of schools in affected provinces has been postponed until 1 March 2023, and affected families are temporarily using schools as shelter.",Türkiye,2023-02-16 23:20:30+00:00,Appeal,https://reliefweb.int/report/turkiye/turkiye-earthquake-response-humanitarian-action-children,
"                             4,600,000                               ",       N/A      ,        N/A        ,"""In Türkiye, the total number of children living in the 10 provinces hit by the two earthquakes was 4.6 million children.",Syria,2023-02-16 23:15:22+00:00,News and Press Release,https://reliefweb.int/report/syrian-arab-republic/hundreds-thousands-children-enduring-desperate-conditions-following-turkiye-and-syria-earthquakes,Türkiye
" 36,187 ", Not specified , Not specified ,"As of 16 February 2023, Türkiye's Disaster and Emergency Management Authority (AFAD) reports state that 36,187 people lost their lives, more than 100,000 people were injured and over 12,000 buildings were damaged in the ten provinces.",Türkiye,2023-02-16 18:09:54+00:00,Appeal,https://reliefweb.int/report/turkiye/revised-emergency-appeal-turkiye-europe-region-earthquakes-ndeg-mdrtr004,
" 100,000 ", Not specified , Not specified ,"As of 16 February 2023, Türkiye's Disaster and Emergency Management Authority (AFAD) reports state that 36,187 people lost their lives, more than 100,000 people were injured and over 12,000 buildings were damaged in the ten provinces.",Türkiye,2023-02-16 18:09:54+00:00,Appeal,https://reliefweb.int/report/turkiye/revised-emergency-appeal-turkiye-europe-region-earthquakes-ndeg-mdrtr004,
"      87,000                ", Not specified  , Not specified   ,"Over 87,000 injuries have been reported and at least 13,900 buildings are partially or completely destroyed.",Syria,2023-02-16 18:01:36+00:00,Situation Report,https://reliefweb.int/report/syrian-arab-republic/syria-turkiye-earthquake-response-ster-situation-report-1-14-february-2023,
" 47,000 ", N/A , N/A ,"Some 47,000 buildings have been destroyed or damaged, and thousands of people have sought refuge in temporary shelters across Türkiye.",Türkiye,2023-02-16 16:44:04+00:00,News and Press Release,https://reliefweb.int/report/turkiye/un-issues-call-1-billion-help-millions-people-turkiye-affected-devastating-quakes,Türkiye
" 36,100 ", Not specified , Not specified ,"In Türkiye, over 36,100 people were killed and tens of thousands more were injured due to the earthquakes, while 216,347 people from affected areas have been relocated to other provinces, according to Türkiye’s Disaster and Emergency Management Authority (AFAD) on 16 February.",Türkiye,2023-02-16 16:42:39+00:00,Situation Report,https://reliefweb.int/report/turkiye/turkiye-2023-earthquakes-situation-report-no-1-16-february-2023,Türkiye
" 216,347 ", Not specified , Not specified ,"In Türkiye, over 36,100 people were killed and tens of thousands more were injured due to the earthquakes, while 216,347 people from affected areas have been relocated to other provinces, according to Türkiye’s Disaster and Emergency Management Authority (AFAD) on 16 February.",Türkiye,2023-02-16 16:42:39+00:00,Situation Report,https://reliefweb.int/report/turkiye/turkiye-2023-earthquakes-situation-report-no-1-16-february-2023,Türkiye
        1.74 M       ,    Refugees     ,Various ,"In the 11 provinces impacted by the earthquakes, there live more than 1.74 million refugees (Syrians under Temporary Protection and International Protection Applicants and Status holders).",Türkiye,2023-02-16 15:04:59+00:00,Appeal,https://reliefweb.int/report/turkiye/flash-appeal-turkiye-earthquake-february-may-2023-entr,
" 47,000                     ", N/A            , Construction ,"Over 47,000 buildings have been destroyed or damaged, according to AFAD, and thousands of people have sought refuge in makeshift shelters across Türkiye, including schools, mosques, and other temporary shelters allocated by the government, according to CARE.",Türkiye,2023-02-16 15:04:59+00:00,Appeal,https://reliefweb.int/report/turkiye/flash-appeal-turkiye-earthquake-february-may-2023-entr,Türkiye
 0.079 million , Female , Not specified ,"Prior to the earthquakes, an estimated 7.9 per cent of females and 5.9 per cent of males in Türkiye were living with disabilities.",Türkiye,2023-02-16 15:04:59+00:00,Appeal,https://reliefweb.int/report/turkiye/flash-appeal-turkiye-earthquake-february-may-2023-entr,Türkiye
 0.059 million , Male , Not specified ,"Prior to the earthquakes, an estimated 7.9 per cent of females and 5.9 per cent of males in Türkiye were living with disabilities.",Türkiye,2023-02-16 15:04:59+00:00,Appeal,https://reliefweb.int/report/turkiye/flash-appeal-turkiye-earthquake-february-may-2023-entr,Türkiye
"           2,100           ",      N/A       ,      N/A       ,"As with all earthquakes, there have been over 2,100 aftershocks which have traumatised displaced communities.",Türkiye,2023-02-16 13:10:53+00:00,Situation Report,https://reliefweb.int/report/turkiye/turkiye-humanity-first-situation-update-02-15-february-2023,
" 211,000                    ", Not applicable , Housing          ,"Further, according to the first inspections for structural damage, it was determined that 211,000 homes/apartments in 47 thousand buildings in the earthquake zone were demolished, to be demolished immediately and heavily damaged.",Türkiye,2023-02-16 00:43:37+00:00,Situation Report,https://reliefweb.int/report/turkiye/devastating-earthquakes-southern-turkiye-and-northern-syria-wednesday-15-february-2023-situation-report-updated-2359-gmt3-turkiye-syria-earthquakes-day-10-aftermath-move-and-action,
" 47,000                     ", Not applicable , Housing          ,"Further, according to the first inspections for structural damage, it was determined that 211,000 homes/apartments in 47 thousand buildings in the earthquake zone were demolished, to be demolished immediately and heavily damaged.",Türkiye,2023-02-16 00:43:37+00:00,Situation Report,https://reliefweb.int/report/turkiye/devastating-earthquakes-southern-turkiye-and-northern-syria-wednesday-15-february-2023-situation-report-updated-2359-gmt3-turkiye-syria-earthquakes-day-10-aftermath-move-and-action,
"        108,068        ",      Mixed      ,  Mixed ,"108,068 people (those who survived the wreckage and applied to the hospital with injuries caused by the earthquake) were injured.",Türkiye,2023-02-16 00:00:00+00:00,News and Press Release,https://reliefweb.int/report/turkiye/afad-press-bulletin-about-earthquake-kahramanmaras-31-entr,
             20            ,       N/A       ,  N/A   ,"Access to key services was reportedly low, with no access to healthcare reported in 20% of assessed communities, which were directly impacted.",Syria,2023-02-15 21:19:17+00:00,Assessment,https://reliefweb.int/report/syrian-arab-republic/earthquake-response-rapid-needs-assessment-15-february-2023-northwest-syria,
         0 (no data)        ,      N/A       ,     N/A        ,"The UN estimated that almost 9 million people have been affected by the earthquake across Syria, and the Syrian American Medical Society has reported that many people are now exposed to the winter weather, lacking adequate shelter and that they are preparing for surges in communicable diseases and potentially cold-induced injuries.",Syria,2023-02-15 20:49:21+00:00,News and Press Release,https://reliefweb.int/report/syrian-arab-republic/essential-medicines-arrive-syria-post-earthquake,Syria
" 1,000,000 ", N/A (not applicable) , N/A (not applicable) ,1 million lost their home and are experiencing a new displacement after 12 years of war and trauma.,Türkiye,2023-02-15 15:06:11+00:00,Situation Report,https://reliefweb.int/report/turkiye/welthungerhilfe-earthquake-situation-report-15-february-2022,
" 23,000,000                 ", Children       , N/A            ,"The White Helmets civil defense group said 1,930 had been reported dead in rebel-held areas in the northwest of the country.2 Approximately 23 million people, including 1.4 million children, in both countries, may have been affected by the earthquakes and their aftershocks, leading to the collapse of thousands of buildings in both nations.",Türkiye,2023-02-15 14:58:49+00:00,Situation Report,https://reliefweb.int/report/turkiye/welthungerhilfe-earthquake-situation-report-10-february-2022,
" 1,930                      ", Civil defense group members , Rebel-held areas ,"The White Helmets civil defense group said 1,930 had been reported dead in rebel-held areas in the northwest of the country.2 Approximately 23 million people, including 1.4 million children, in both countries, may have been affected by the earthquakes and their aftershocks, leading to the collapse of thousands of buildings in both nations.",Türkiye,2023-02-15 14:58:49+00:00,Situation Report,https://reliefweb.int/report/turkiye/welthungerhilfe-earthquake-situation-report-10-february-2022,
           5.3 million      , N/A             , N/A    ,"As many as 5.3 million people in Syria may have been left homeless by the earthquake, according to the Syria representative of the UN high commissioner for refugees.",Türkiye,2023-02-15 14:05:08+00:00,News and Press Release,https://reliefweb.int/report/turkiye/millions-displaced-project-hope-sounds-alarm-humanitarian-crisis-turkiye-syria,Syria
" 35,418 ", Not applicable , Not applicable ,"According to official reports, 35.418 people have lost their lives and 105.505 people have been injured.",Türkiye,2023-02-15 07:30:48+00:00,Situation Report,https://reliefweb.int/report/turkiye/kahramanmaras-earthquake-situation-report-1-14022023,
" 105,505 ", Not applicable , Not applicable ,"According to official reports, 35.418 people have lost their lives and 105.505 people have been injured.",Türkiye,2023-02-15 07:30:48+00:00,Situation Report,https://reliefweb.int/report/turkiye/kahramanmaras-earthquake-situation-report-1-14022023,
"            50,000          ",      N/A        ,Hotels  ,"The President of Turkiye has also announced that the shelter needs of 1.6 million earthquake survivors from the area of 13.5 million affected have had their shelter needs met, of which 890,000 are in public dormitories and facilities and 50,000 in local hotels.",Türkiye,2023-02-15 04:06:41+00:00,Situation Report,https://reliefweb.int/report/turkiye/devastating-earthquakes-southern-turkiye-and-northern-syria-tuesday-14-february-2023-situation-report-updated-2359-gmt3-turkiye-syria-earthquake-relief-rescues-dwindle-9-days-focus-shifts-recovery,
" 211,000                  ", N/A             , N/A           ,"With immense relief efforts still, nine days in, shelter from the cold February winter is urgently needed for thousands of families in addition to basic needs for the confirmed 211,000 completely destroyed households so far where residents lost everything in the destruction.",Türkiye,2023-02-15 04:06:41+00:00,Situation Report,https://reliefweb.int/report/turkiye/devastating-earthquakes-southern-turkiye-and-northern-syria-tuesday-14-february-2023-situation-report-updated-2359-gmt3-turkiye-syria-earthquake-relief-rescues-dwindle-9-days-focus-shifts-recovery,
"            890,000         ",      N/A        ,Public  ,"The President of Turkiye has also announced that the shelter needs of 1.6 million earthquake survivors from the area of 13.5 million affected have had their shelter needs met, of which 890,000 are in public dormitories and facilities and 50,000 in local hotels.",Türkiye,2023-02-15 04:06:41+00:00,Situation Report,https://reliefweb.int/report/turkiye/devastating-earthquakes-southern-turkiye-and-northern-syria-tuesday-14-february-2023-situation-report-updated-2359-gmt3-turkiye-syria-earthquake-relief-rescues-dwindle-9-days-focus-shifts-recovery,
"        1,600,000           ",    Survivors    ,   N/A  ,"The President of Turkiye has also announced that the shelter needs of 1.6 million earthquake survivors from the area of 13.5 million affected have had their shelter needs met, of which 890,000 are in public dormitories and facilities and 50,000 in local hotels.",Türkiye,2023-02-15 04:06:41+00:00,Situation Report,https://reliefweb.int/report/turkiye/devastating-earthquakes-southern-turkiye-and-northern-syria-tuesday-14-february-2023-situation-report-updated-2359-gmt3-turkiye-syria-earthquake-relief-rescues-dwindle-9-days-focus-shifts-recovery,
" 1,000,000 ", Not specified , Not specified ,"In Türkiye, an estimated one million people have lost their homes and are living in temporary shelters, Dr Klug continued, citing Turkish authorities’ estimates that 80,000 people are in hospital, “placing a huge strain on the health system, itself badly damaged by the disaster”.",Türkiye,2023-02-14 19:44:31+00:00,News and Press Release,https://reliefweb.int/report/turkiye/children-sleep-streets-too-afraid-go-home-after-quake-disaster,Türkiye
" 80,000 ", Health workers , Health ,"In Türkiye, an estimated one million people have lost their homes and are living in temporary shelters, Dr Klug continued, citing Turkish authorities’ estimates that 80,000 people are in hospital, “placing a huge strain on the health system, itself badly damaged by the disaster”.",Türkiye,2023-02-14 19:44:31+00:00,News and Press Release,https://reliefweb.int/report/turkiye/children-sleep-streets-too-afraid-go-home-after-quake-disaster,Türkiye
" 4,300            ", N/A            , N/A    ,"The United Nations Office for the Coordination of Humanitarian Affairs (OCHA) estimates that, as of 12 February, more than 4,300 deaths and 7,600 injuries have been reported in Syria, and that the collapse of thousands of buildings has left over 11,000 families homeless and unable to cope with cold winter conditions.",Türkiye,2023-02-14 19:01:21+00:00,Appeal,https://reliefweb.int/report/turkiye/syria-turkiye-emergency-funding-appeal-february-2023,Syria
" 7,600            ", N/A            , N/A    ,"The United Nations Office for the Coordination of Humanitarian Affairs (OCHA) estimates that, as of 12 February, more than 4,300 deaths and 7,600 injuries have been reported in Syria, and that the collapse of thousands of buildings has left over 11,000 families homeless and unable to cope with cold winter conditions.",Türkiye,2023-02-14 19:01:21+00:00,Appeal,https://reliefweb.int/report/turkiye/syria-turkiye-emergency-funding-appeal-february-2023,Syria
" 11,000           ", Families       , N/A    ,"The United Nations Office for the Coordination of Humanitarian Affairs (OCHA) estimates that, as of 12 February, more than 4,300 deaths and 7,600 injuries have been reported in Syria, and that the collapse of thousands of buildings has left over 11,000 families homeless and unable to cope with cold winter conditions.",Türkiye,2023-02-14 19:01:21+00:00,Appeal,https://reliefweb.int/report/turkiye/syria-turkiye-emergency-funding-appeal-february-2023,Syria
"        16,800         ",      Casualties      ,  Health     ,"● Health: Already strained health facilities are overwhelmed by the number of casualties, with at least 12,400 people injured and 4,400 deaths.",Syria,2023-02-14 18:56:02+00:00,Situation Report,https://reliefweb.int/report/syrian-arab-republic/northwest-syria-earthquake-february-2023-daily-highlights-14022023,
"         4,400            ",         Deaths         , Health     ,"● Health: Already strained health facilities are overwhelmed by the number of casualties, with at least 12,400 people injured and 4,400 deaths.",Syria,2023-02-14 18:56:02+00:00,Situation Report,https://reliefweb.int/report/syrian-arab-republic/northwest-syria-earthquake-february-2023-daily-highlights-14022023,
" 11,000                     ", N/A             , Housing    ,"More than 1,700 buildings have been completely destroyed, more than 5,700 have been heavily damaged or partially destroyed, and over 11,000 families are homeless (OCHA).",Syria,2023-02-14 17:59:47+00:00,Appeal,https://reliefweb.int/report/syrian-arab-republic/syrian-arab-republic-flash-appeal-iom-earthquake-response-february-may-2023-published-14-february-2023,
" 37,000                     ", N/A            , N/A    ,"We know that there are many dead and that many buildings have collapsed, so we will offer shelter, food and emergency aid with all the basic necessities we can offer in these first moments.” More than 37,000 people have been reported dead and tens of thousands have been injured.",Türkiye,2023-02-14 17:49:11+00:00,News and Press Release,https://reliefweb.int/report/turkiye/syria-salesian-missions-launches-appeal-support-those-impacted-devastating-turkeysyria-earthquake,
" 8,800,000                  ", Not specified  , Not specified  ,The humanitarian community estimates that 8.8 million people live in areas that have been most affected by the earthquake in Syria and have been impacted to varying degrees.,Syria,2023-02-14 15:00:00+00:00,Appeal,https://reliefweb.int/report/syrian-arab-republic/flash-appeal-syrian-arab-republic-earthquake-february-may-2023-enar,Syria
" 11,000                ", Families        , N/A     ,"At least 1,500 buildings have been completely destroyed, and over 5,500 buildings partially destroyed, resulting in over 11,000 families now homeless.",Syria,2023-02-14 15:00:00+00:00,Appeal,https://reliefweb.int/report/syrian-arab-republic/flash-appeal-syrian-arab-republic-earthquake-february-may-2023-enar,
" 5,300,000 ", N/A , N/A ,"UNHCR has warned that according to its preliminary data, as many as 5.3 million people in Syria may have been affected by the recent earthquake and will need some form of shelter assistance.",Syria,2023-02-14 14:17:22+00:00,News and Press Release,https://reliefweb.int/report/syrian-arab-republic/worlds-deadliest-earthquake-leaves-over-33000-dead,Syria
 1 , Not specified , Not specified ,She had been trapped for 178 hours.,Syria,2023-02-14 11:54:49+00:00,News and Press Release,https://reliefweb.int/report/syrian-arab-republic/turkiye-and-syria-earthquakes-statement-who-regional-director-europe-dr-hans-henri-p-kluge-14-february-2023,
 178 , Not specified , Not specified ,She had been trapped for 178 hours.,Syria,2023-02-14 11:54:49+00:00,News and Press Release,https://reliefweb.int/report/syrian-arab-republic/turkiye-and-syria-earthquakes-statement-who-regional-director-europe-dr-hans-henri-p-kluge-14-february-2023,
 140              , farmers        , crops  ,140 farmers were affected and 50% of their crops were lost.,Syria,2023-02-14 08:04:44+00:00,Situation Report,https://reliefweb.int/report/syrian-arab-republic/early-recovery-and-livelihoods-sector-hct-eq-response-update-february-13th-2023,
" 1,000,000                  ", N/A             , N/A            ,"It is estimated that 1 million people in the region have lost their home which emphasizes the urgent need for more shelter in the harsh cold winter temperatures for the few hundred thousand still unable to be accommodated in tents and designated centers at capacity, in addition to the 158,000 already evacuated.",Türkiye,2023-02-14 04:38:25+00:00,Situation Report,https://reliefweb.int/report/turkiye/devastating-earthquakes-southern-turkiye-and-northern-syria-monday-13-february-2023-situation-report-updated-2359-gmt3-turkiye-syria-earthquakes-1-week-158000-evacuated-more-one-million-homeless-region,
" 158,000                    ", N/A             , N/A            ,"It is estimated that 1 million people in the region have lost their home which emphasizes the urgent need for more shelter in the harsh cold winter temperatures for the few hundred thousand still unable to be accommodated in tents and designated centers at capacity, in addition to the 158,000 already evacuated.",Türkiye,2023-02-14 04:38:25+00:00,Situation Report,https://reliefweb.int/report/turkiye/devastating-earthquakes-southern-turkiye-and-northern-syria-monday-13-february-2023-situation-report-updated-2359-gmt3-turkiye-syria-earthquakes-1-week-158000-evacuated-more-one-million-homeless-region,
" 30,000                     ", N/A            , N/A            ,"In addition, more than 30,000 displacement movements were recorded in the area during the week after the collapse of a dam caused flooding and further destruction of homes.",Türkiye,2023-02-14 04:38:25+00:00,Situation Report,https://reliefweb.int/report/turkiye/devastating-earthquakes-southern-turkiye-and-northern-syria-monday-13-february-2023-situation-report-updated-2359-gmt3-turkiye-syria-earthquakes-1-week-158000-evacuated-more-one-million-homeless-region,
" 11,900           ", Not specified   , Health ,"● Health: Already strained health facilities are overwhelmed by the number of casualties, with at least 7,600 injured people and 4,300 deaths across areas.",Syria,2023-02-13 19:15:22+00:00,Situation Report,https://reliefweb.int/report/syrian-arab-republic/northwest-syria-earthquake-february-2023-daily-highlights-13022023,
 100+ , Not mentioned , Education ,"In a crowded school where more than 100 families had sought shelter, a traditional community leader went out of his way to reassure the stressed-out facility manager of the facility that things would be okay.",Syria,2023-02-13 11:54:21+00:00,News and Press Release,https://reliefweb.int/report/syrian-arab-republic/turkiye-syria-earthquake-response-eyewitness-accounts-our-team-aleppo,
" 30,000                     ", N/A (not mentioned) , N/A (not mentioned)   ,"In addition, more than 30,000 displacement movements were recorded in the area during the week after the collapse of a dam caused flooding and further destruction of homes.",Türkiye,2023-02-13 04:04:39+00:00,Situation Report,https://reliefweb.int/report/turkiye/devastating-earthquakes-southern-turkiye-and-northern-syria-sunday-12-february-2023-updated-2359-gmt3-turkiye-syria-earthquakes-day-7-devastation-continues-more-34000-dead-disaster-century,
" 13,000,000 ", N/A , N/A ,The earthquake has impacted over 13 million people in Turkiye - one in every six people.,Türkiye,2023-02-13 02:26:53+00:00,News and Press Release,https://reliefweb.int/report/turkiye/earthquake-oxfam-and-partners-aim-reach-nearly-2-million-affected-people-turkiye-and-syria,Türkiye
" 11,000+ ", N/A , N/A ,"The estimated number of the injured and displaced people have been constantly rising, while well over 11,000 buildings were destroyed.",Türkiye,2023-02-13 01:45:05+00:00,News and Press Release,https://reliefweb.int/report/turkiye/amda-emergency-relief-01-earthquakes-turkiye-12-february-2023,
" 11,000 ", Homeless families , N/A ,"The number of affected families from this earthquake is over 11,000 families who are now homeless.",Syria,2023-02-12 17:26:58+00:00,Situation Report,https://reliefweb.int/report/syrian-arab-republic/humanitarian-situation-north-west-syria-following-devastating-earthquake-situation-report-v06-11-february-2023-enar,
 35                         , School staff   , Education ,• 35 schools are hosting displaced people who fled the earthquake because their homes are dangerous.,Syria,2023-02-12 17:22:20+00:00,Situation Report,https://reliefweb.int/report/syrian-arab-republic/humanitarian-situation-north-west-syria-following-devastating-earthquake-situation-report-v03-08-february-2023-enar,
"           11,000           ",     Unknown    ,    Unknown     ,"The number of affected families from this earthquake is over 11,000 families who are now homeless.",Syria,2023-02-12 17:16:40+00:00,Situation Report,https://reliefweb.int/report/syrian-arab-republic/humanitarian-situation-north-west-syria-following-devastating-earthquake-06-february-2023-enar,
" 1,600                     ", N/A        , N/A                    ,"As with all earthquakes, there have been over 1,600 aftershocks which have traumatized displaced communities.",Türkiye,2023-02-12 01:31:22+00:00,Situation Report,https://reliefweb.int/report/turkiye/turkiye-humanity-first-situation-update-01-11-february-2023,
            6 or 7       ,  Not mentioned , Not mentioned      ,Prior to the quakes 6 or 7 people were sharing tents due to the scale of displaced from the conflict.,Syria,2023-02-11 18:04:07+00:00,News and Press Release,https://reliefweb.int/report/syrian-arab-republic/worst-needs-earthquake-over-decade-will-take-over-generation-recover-world-vision,
 60 , Handwashing station users , N/A ,An evaluation across three of these countries found an increase of 60% in handwashing with soap after the handwashing stations were installed.,Türkiye,2023-02-11 05:05:27+00:00,News and Press Release,https://reliefweb.int/report/turkiye/evidence-based-innovations-and-guidance-relevant-turkey-and-syria-earthquake-acute-crisis-response,
" 150,000 ", Not specified , Not specified ,"At least 150,000 people are homeless due to the quakes.",Türkiye,2023-02-11 00:00:00+00:00,Situation Report,https://reliefweb.int/report/turkiye/turkiye-and-syria-earthquake-emergency-situation-update-2,
" 5,252                  ", N/A            , Health ,"Health: Already strained health facilities are overwhelmed by the number of casualties, with at least 5,252 injured people and 3,384 deaths across areas.",Syria,2023-02-10 18:48:56+00:00,Situation Report,https://reliefweb.int/report/syrian-arab-republic/syria-earthquake-february-2023-daily-highlights-10022023,
" 3,384                  ", N/A            , N/A    ,"Health: Already strained health facilities are overwhelmed by the number of casualties, with at least 5,252 injured people and 3,384 deaths across areas.",Syria,2023-02-10 18:48:56+00:00,Situation Report,https://reliefweb.int/report/syrian-arab-republic/syria-earthquake-february-2023-daily-highlights-10022023,
 7000                   , Not specified  , Not specified ,"According to local authorities, more than 2,000 deaths and 5,000 injuries have been reported in the northwest of the country following the earthquake.",Syria,2023-02-10 15:16:07+00:00,News and Press Release,https://reliefweb.int/report/syrian-arab-republic/turkiye-and-syria-irc-warns-worsening-public-health-crisis-northwest-syria-following-earthquake,
