Number of Buildings Mentioned,What Happened,Type of Building,text,primary_country,date_posted,format,url,NER_extracted_geolocation
         188             ,                 Non-operational          ,"   Elementary Schools, Secondary/High Schools, Pre-school facilities, Training Centers, Kindergarten, Colleges, Education Facilities  ","Education: Up to 1,800 schools were damaged across Syria, 188 of which became non-operational with 21 teachers and 123 students killed by the earthquake.",Syria,2023-03-10 16:11:41+00:00,Situation Report,https://reliefweb.int/report/syrian-arab-republic/syria-earthquake-march-2023-government-controlled-areas-bi-weekly-highlights-10032023,Syria
          21              ,                 Totally Destroyed         ,"    Education Facilities, not mentioned  ","Education: Up to 1,800 schools were damaged across Syria, 188 of which became non-operational with 21 teachers and 123 students killed by the earthquake.",Syria,2023-03-10 16:11:41+00:00,Situation Report,https://reliefweb.int/report/syrian-arab-republic/syria-earthquake-march-2023-government-controlled-areas-bi-weekly-highlights-10032023,Syria
          123             ,             Partially Destroyed         ,"    Universities, Military School, Prison School ","Education: Up to 1,800 schools were damaged across Syria, 188 of which became non-operational with 21 teachers and 123 students killed by the earthquake.",Syria,2023-03-10 16:11:41+00:00,Situation Report,https://reliefweb.int/report/syrian-arab-republic/syria-earthquake-march-2023-government-controlled-areas-bi-weekly-highlights-10032023,Syria
-------------------------,--------------------------------,------------------,"● Education: 20 schools are currently being used to host IDPs (1260 households), with nearly 40% of schools reported damaged (323 educational facilities), along with the need for psychosocial support for teachers and pupils.",Syria,2023-03-07 17:32:53+00:00,Situation Report,https://reliefweb.int/report/syrian-arab-republic/northwest-syria-earthquake-february-2023-bi-weekly-highlights-07032023,
 323                     , Damaged                        , Education Facilities ,"● Education: 20 schools are currently being used to host IDPs (1260 households), with nearly 40% of schools reported damaged (323 educational facilities), along with the need for psychosocial support for teachers and pupils.",Syria,2023-03-07 17:32:53+00:00,Situation Report,https://reliefweb.int/report/syrian-arab-republic/northwest-syria-earthquake-february-2023-bi-weekly-highlights-07032023,
 20                      , Being used to host IDPs        ," Elementary, Secondary/ High Schools, and Others ","● Education: 20 schools are currently being used to host IDPs (1260 households), with nearly 40% of schools reported damaged (323 educational facilities), along with the need for psychosocial support for teachers and pupils.",Syria,2023-03-07 17:32:53+00:00,Situation Report,https://reliefweb.int/report/syrian-arab-republic/northwest-syria-earthquake-february-2023-bi-weekly-highlights-07032023,
 ------------------- , ------------- , ---------------- ,"In seven provinces, the re-opening of schools has been postponed to 13 March.",Türkiye,2023-03-06 20:52:11+00:00,Situation Report,https://reliefweb.int/report/turkiye/unicef-turkiye-humanitarian-situation-report-no-3-earthquake-23-february-01-march-2023,
         0           ,     N/A       , Not mentioned     ,"In seven provinces, the re-opening of schools has been postponed to 13 March.",Türkiye,2023-03-06 20:52:11+00:00,Situation Report,https://reliefweb.int/report/turkiye/unicef-turkiye-humanitarian-situation-report-no-3-earthquake-23-february-01-march-2023,
         7           ,   Postponed   , Primary/Secondary Schools ,"In seven provinces, the re-opening of schools has been postponed to 13 March.",Türkiye,2023-03-06 20:52:11+00:00,Situation Report,https://reliefweb.int/report/turkiye/unicef-turkiye-humanitarian-situation-report-no-3-earthquake-23-february-01-march-2023,
         0           ,     N/A       , Kindergarten ,"In seven provinces, the re-opening of schools has been postponed to 13 March.",Türkiye,2023-03-06 20:52:11+00:00,Situation Report,https://reliefweb.int/report/turkiye/unicef-turkiye-humanitarian-situation-report-no-3-earthquake-23-february-01-march-2023,
         0           ,     N/A       , Pre-school facilities ,"In seven provinces, the re-opening of schools has been postponed to 13 March.",Türkiye,2023-03-06 20:52:11+00:00,Situation Report,https://reliefweb.int/report/turkiye/unicef-turkiye-humanitarian-situation-report-no-3-earthquake-23-february-01-march-2023,
         0           ,     N/A       , Colleges ,"In seven provinces, the re-opening of schools has been postponed to 13 March.",Türkiye,2023-03-06 20:52:11+00:00,Situation Report,https://reliefweb.int/report/turkiye/unicef-turkiye-humanitarian-situation-report-no-3-earthquake-23-february-01-march-2023,
         0           ,     N/A       , Universities ,"In seven provinces, the re-opening of schools has been postponed to 13 March.",Türkiye,2023-03-06 20:52:11+00:00,Situation Report,https://reliefweb.int/report/turkiye/unicef-turkiye-humanitarian-situation-report-no-3-earthquake-23-february-01-march-2023,
         0           ,     N/A       , Training Centers ,"In seven provinces, the re-opening of schools has been postponed to 13 March.",Türkiye,2023-03-06 20:52:11+00:00,Situation Report,https://reliefweb.int/report/turkiye/unicef-turkiye-humanitarian-situation-report-no-3-earthquake-23-february-01-march-2023,
         0           ,     N/A       , Military Schools ,"In seven provinces, the re-opening of schools has been postponed to 13 March.",Türkiye,2023-03-06 20:52:11+00:00,Situation Report,https://reliefweb.int/report/turkiye/unicef-turkiye-humanitarian-situation-report-no-3-earthquake-23-february-01-march-2023,
         0           ,     N/A       , Prison Schools ,"In seven provinces, the re-opening of schools has been postponed to 13 March.",Türkiye,2023-03-06 20:52:11+00:00,Situation Report,https://reliefweb.int/report/turkiye/unicef-turkiye-humanitarian-situation-report-no-3-earthquake-23-february-01-march-2023,
         0           ,     N/A       , Education Facilities ,"In seven provinces, the re-opening of schools has been postponed to 13 March.",Türkiye,2023-03-06 20:52:11+00:00,Situation Report,https://reliefweb.int/report/turkiye/unicef-turkiye-humanitarian-situation-report-no-3-earthquake-23-february-01-march-2023,
 --- , --- , --- ,"● Education: At least 1,941 schools were damaged, 40 of which were out of service with 21 teachers and 123 students killed by the earthquake.",Syria,2023-03-03 16:11:32+00:00,Situation Report,https://reliefweb.int/report/syrian-arab-republic/syria-earthquake-march-2023-government-controlled-areas-bi-weekly-highlights-03032023,
" 1,941 ", Damaged , Elementary Schools ,"● Education: At least 1,941 schools were damaged, 40 of which were out of service with 21 teachers and 123 students killed by the earthquake.",Syria,2023-03-03 16:11:32+00:00,Situation Report,https://reliefweb.int/report/syrian-arab-republic/syria-earthquake-march-2023-government-controlled-areas-bi-weekly-highlights-03032023,
 40 , Out of Service , Elementary Schools ,"● Education: At least 1,941 schools were damaged, 40 of which were out of service with 21 teachers and 123 students killed by the earthquake.",Syria,2023-03-03 16:11:32+00:00,Situation Report,https://reliefweb.int/report/syrian-arab-republic/syria-earthquake-march-2023-government-controlled-areas-bi-weekly-highlights-03032023,
 21 , N/A , Teachers ,"● Education: At least 1,941 schools were damaged, 40 of which were out of service with 21 teachers and 123 students killed by the earthquake.",Syria,2023-03-03 16:11:32+00:00,Situation Report,https://reliefweb.int/report/syrian-arab-republic/syria-earthquake-march-2023-government-controlled-areas-bi-weekly-highlights-03032023,
 123 , N/A , Students ,"● Education: At least 1,941 schools were damaged, 40 of which were out of service with 21 teachers and 123 students killed by the earthquake.",Syria,2023-03-03 16:11:32+00:00,Situation Report,https://reliefweb.int/report/syrian-arab-republic/syria-earthquake-march-2023-government-controlled-areas-bi-weekly-highlights-03032023,
 --- , --- , --- ,"Education: 20 schools are currently being used to host IDPs (1260 households), with nearly 40% of schools reported damaged (323 educational facilities), along with the need for psychosocial support for teachers and pupils.",Syria,2023-02-28 19:27:46+00:00,Situation Report,https://reliefweb.int/report/syrian-arab-republic/northwest-syria-earthquake-february-2023-bi-weekly-highlights-28022023,
 323 , Damaged , Educational Facilities (not mentioned) ,"Education: 20 schools are currently being used to host IDPs (1260 households), with nearly 40% of schools reported damaged (323 educational facilities), along with the need for psychosocial support for teachers and pupils.",Syria,2023-02-28 19:27:46+00:00,Situation Report,https://reliefweb.int/report/syrian-arab-republic/northwest-syria-earthquake-february-2023-bi-weekly-highlights-28022023,
 20 , Currently being used to host IDPs , Elementary Schools ,"Education: 20 schools are currently being used to host IDPs (1260 households), with nearly 40% of schools reported damaged (323 educational facilities), along with the need for psychosocial support for teachers and pupils.",Syria,2023-02-28 19:27:46+00:00,Situation Report,https://reliefweb.int/report/syrian-arab-republic/northwest-syria-earthquake-february-2023-bi-weekly-highlights-28022023,
 1260 , - , - ,"Education: 20 schools are currently being used to host IDPs (1260 households), with nearly 40% of schools reported damaged (323 educational facilities), along with the need for psychosocial support for teachers and pupils.",Syria,2023-02-28 19:27:46+00:00,Situation Report,https://reliefweb.int/report/syrian-arab-republic/northwest-syria-earthquake-february-2023-bi-weekly-highlights-28022023,
 40% , Reported damaged ," Universities, Colleges, Secondary/High Schools, Elementary Schools, Pre-school facilities, Training Centres, Kindergarten, Military School, Prison School ","Education: 20 schools are currently being used to host IDPs (1260 households), with nearly 40% of schools reported damaged (323 educational facilities), along with the need for psychosocial support for teachers and pupils.",Syria,2023-02-28 19:27:46+00:00,Situation Report,https://reliefweb.int/report/syrian-arab-republic/northwest-syria-earthquake-february-2023-bi-weekly-highlights-28022023,
 - , Need for psychosocial support for teachers and pupils , - ,"Education: 20 schools are currently being used to host IDPs (1260 households), with nearly 40% of schools reported damaged (323 educational facilities), along with the need for psychosocial support for teachers and pupils.",Syria,2023-02-28 19:27:46+00:00,Situation Report,https://reliefweb.int/report/syrian-arab-republic/northwest-syria-earthquake-february-2023-bi-weekly-highlights-28022023,
-------------------------,-------------------------------------,------------------,"Education: At least 1,941 schools were damaged, 40 of which were out of service with 21 teachers and 123 students killed by the earthquake.",Syria,2023-02-28 19:31:34+00:00,Situation Report,https://reliefweb.int/report/syrian-arab-republic/syria-earthquake-february-2023-government-controlled-areas-bi-weekly-highlights-28022023,
"          1,941          ",              Damaged                , Elementary Schools,"Education: At least 1,941 schools were damaged, 40 of which were out of service with 21 teachers and 123 students killed by the earthquake.",Syria,2023-02-28 19:31:34+00:00,Situation Report,https://reliefweb.int/report/syrian-arab-republic/syria-earthquake-february-2023-government-controlled-areas-bi-weekly-highlights-28022023,
          40             ,           Out of Service             , Not Mentioned     ,"Education: At least 1,941 schools were damaged, 40 of which were out of service with 21 teachers and 123 students killed by the earthquake.",Syria,2023-02-28 19:31:34+00:00,Situation Report,https://reliefweb.int/report/syrian-arab-republic/syria-earthquake-february-2023-government-controlled-areas-bi-weekly-highlights-28022023,
          21             ,               Killed                , Teachers         ,"Education: At least 1,941 schools were damaged, 40 of which were out of service with 21 teachers and 123 students killed by the earthquake.",Syria,2023-02-28 19:31:34+00:00,Situation Report,https://reliefweb.int/report/syrian-arab-republic/syria-earthquake-february-2023-government-controlled-areas-bi-weekly-highlights-28022023,
          123            ,               Killed                , Students         ,"Education: At least 1,941 schools were damaged, 40 of which were out of service with 21 teachers and 123 students killed by the earthquake.",Syria,2023-02-28 19:31:34+00:00,Situation Report,https://reliefweb.int/report/syrian-arab-republic/syria-earthquake-february-2023-government-controlled-areas-bi-weekly-highlights-28022023,
 --- , --- , --- ,"Following the 20 February 6.4 magnitude aftershock, an additional six hundred mosques and eight schools were temporarily re-opened to newly displaced people.",Syria,2023-02-24 12:41:33+00:00,Situation Report,https://reliefweb.int/report/syrian-arab-republic/syria-hct-protection-sector-earthquake-update-february-24-2023,
 600 , Temporarily Re-opened , Mosques ,"Following the 20 February 6.4 magnitude aftershock, an additional six hundred mosques and eight schools were temporarily re-opened to newly displaced people.",Syria,2023-02-24 12:41:33+00:00,Situation Report,https://reliefweb.int/report/syrian-arab-republic/syria-hct-protection-sector-earthquake-update-february-24-2023,
 8 , Temporarily Re-opened , Schools ,"Following the 20 February 6.4 magnitude aftershock, an additional six hundred mosques and eight schools were temporarily re-opened to newly displaced people.",Syria,2023-02-24 12:41:33+00:00,Situation Report,https://reliefweb.int/report/syrian-arab-republic/syria-hct-protection-sector-earthquake-update-february-24-2023,
---------------------,---------------,------------------,Nearly 40% of schools were reported to be damaged (323 educational facilities).,Syria,2023-02-24 18:24:52+00:00,Situation Report,https://reliefweb.int/report/syrian-arab-republic/northwest-syria-earthquake-february-2023-bi-weekly-highlights-24022023,
         323         ,    Damaged    ,  Education Facilities ,Nearly 40% of schools were reported to be damaged (323 educational facilities).,Syria,2023-02-24 18:24:52+00:00,Situation Report,https://reliefweb.int/report/syrian-arab-republic/northwest-syria-earthquake-february-2023-bi-weekly-highlights-24022023,
 --- , --- , --- ,"Legal response hotlines are set to help with loss of identification documents as people in the affected governorates lost their identification and HLP documents.. ● Education: At least 1,941 schools were damaged, 40 of which were out of service with 21 teachers and 123 students killed by the earthquake.",Syria,2023-02-24 17:58:50+00:00,Situation Report,https://reliefweb.int/report/syrian-arab-republic/syria-earthquake-february-2023-government-controlled-areas-bi-weekly-highlights-24022023,
" 1,941 ", Damaged ," Schools (Elementary, Secondary/High, Pre-school facilities) ","Legal response hotlines are set to help with loss of identification documents as people in the affected governorates lost their identification and HLP documents.. ● Education: At least 1,941 schools were damaged, 40 of which were out of service with 21 teachers and 123 students killed by the earthquake.",Syria,2023-02-24 17:58:50+00:00,Situation Report,https://reliefweb.int/report/syrian-arab-republic/syria-earthquake-february-2023-government-controlled-areas-bi-weekly-highlights-24022023,
 40 , Out of Service ," Schools (Elementary, Secondary/High, Pre-school facilities) ","Legal response hotlines are set to help with loss of identification documents as people in the affected governorates lost their identification and HLP documents.. ● Education: At least 1,941 schools were damaged, 40 of which were out of service with 21 teachers and 123 students killed by the earthquake.",Syria,2023-02-24 17:58:50+00:00,Situation Report,https://reliefweb.int/report/syrian-arab-republic/syria-earthquake-february-2023-government-controlled-areas-bi-weekly-highlights-24022023,
 Not mentioned , Destroyed , Not mentioned ,"Legal response hotlines are set to help with loss of identification documents as people in the affected governorates lost their identification and HLP documents.. ● Education: At least 1,941 schools were damaged, 40 of which were out of service with 21 teachers and 123 students killed by the earthquake.",Syria,2023-02-24 17:58:50+00:00,Situation Report,https://reliefweb.int/report/syrian-arab-republic/syria-earthquake-february-2023-government-controlled-areas-bi-weekly-highlights-24022023,
 Not mentioned , Not mentioned , Universities ,"Legal response hotlines are set to help with loss of identification documents as people in the affected governorates lost their identification and HLP documents.. ● Education: At least 1,941 schools were damaged, 40 of which were out of service with 21 teachers and 123 students killed by the earthquake.",Syria,2023-02-24 17:58:50+00:00,Situation Report,https://reliefweb.int/report/syrian-arab-republic/syria-earthquake-february-2023-government-controlled-areas-bi-weekly-highlights-24022023,
 Not mentioned , Not mentioned , Colleges ,"Legal response hotlines are set to help with loss of identification documents as people in the affected governorates lost their identification and HLP documents.. ● Education: At least 1,941 schools were damaged, 40 of which were out of service with 21 teachers and 123 students killed by the earthquake.",Syria,2023-02-24 17:58:50+00:00,Situation Report,https://reliefweb.int/report/syrian-arab-republic/syria-earthquake-february-2023-government-controlled-areas-bi-weekly-highlights-24022023,
 Not mentioned , Not mentioned , Training Centers ,"Legal response hotlines are set to help with loss of identification documents as people in the affected governorates lost their identification and HLP documents.. ● Education: At least 1,941 schools were damaged, 40 of which were out of service with 21 teachers and 123 students killed by the earthquake.",Syria,2023-02-24 17:58:50+00:00,Situation Report,https://reliefweb.int/report/syrian-arab-republic/syria-earthquake-february-2023-government-controlled-areas-bi-weekly-highlights-24022023,
 Not mentioned , Not mentioned , Kindergarten ,"Legal response hotlines are set to help with loss of identification documents as people in the affected governorates lost their identification and HLP documents.. ● Education: At least 1,941 schools were damaged, 40 of which were out of service with 21 teachers and 123 students killed by the earthquake.",Syria,2023-02-24 17:58:50+00:00,Situation Report,https://reliefweb.int/report/syrian-arab-republic/syria-earthquake-february-2023-government-controlled-areas-bi-weekly-highlights-24022023,
 Not mentioned , Not mentioned , Military School ,"Legal response hotlines are set to help with loss of identification documents as people in the affected governorates lost their identification and HLP documents.. ● Education: At least 1,941 schools were damaged, 40 of which were out of service with 21 teachers and 123 students killed by the earthquake.",Syria,2023-02-24 17:58:50+00:00,Situation Report,https://reliefweb.int/report/syrian-arab-republic/syria-earthquake-february-2023-government-controlled-areas-bi-weekly-highlights-24022023,
 Not mentioned , Not mentioned , Prison School ,"Legal response hotlines are set to help with loss of identification documents as people in the affected governorates lost their identification and HLP documents.. ● Education: At least 1,941 schools were damaged, 40 of which were out of service with 21 teachers and 123 students killed by the earthquake.",Syria,2023-02-24 17:58:50+00:00,Situation Report,https://reliefweb.int/report/syrian-arab-republic/syria-earthquake-february-2023-government-controlled-areas-bi-weekly-highlights-24022023,
 Not mentioned , Not mentioned , Education Facilities ,"Legal response hotlines are set to help with loss of identification documents as people in the affected governorates lost their identification and HLP documents.. ● Education: At least 1,941 schools were damaged, 40 of which were out of service with 21 teachers and 123 students killed by the earthquake.",Syria,2023-02-24 17:58:50+00:00,Situation Report,https://reliefweb.int/report/syrian-arab-republic/syria-earthquake-february-2023-government-controlled-areas-bi-weekly-highlights-24022023,
---------------------,---------------------,------------------,Schools in the impacted provinces will not open until March 1st.,Türkiye,2023-02-23 15:03:08+00:00,Assessment,https://reliefweb.int/report/turkiye/multi-sectoral-initial-rapid-needs-assessment-mental-health-and-psychosocial-support-child-protection-kahramanmaras-earthquake-february-2023,
         0           ,      Not Mentioned   ,    Not Mentioned ,Schools in the impacted provinces will not open until March 1st.,Türkiye,2023-02-23 15:03:08+00:00,Assessment,https://reliefweb.int/report/turkiye/multi-sectoral-initial-rapid-needs-assessment-mental-health-and-psychosocial-support-child-protection-kahramanmaras-earthquake-february-2023,
         1           ,      Closed         ,"  Elementary School, Pre-school facility, Training centre ",Schools in the impacted provinces will not open until March 1st.,Türkiye,2023-02-23 15:03:08+00:00,Assessment,https://reliefweb.int/report/turkiye/multi-sectoral-initial-rapid-needs-assessment-mental-health-and-psychosocial-support-child-protection-kahramanmaras-earthquake-february-2023,
         1           ,      Closed         ,          Kindergarten  ,Schools in the impacted provinces will not open until March 1st.,Türkiye,2023-02-23 15:03:08+00:00,Assessment,https://reliefweb.int/report/turkiye/multi-sectoral-initial-rapid-needs-assessment-mental-health-and-psychosocial-support-child-protection-kahramanmaras-earthquake-february-2023,
         1           ,      Closed         ,           Secondary/High School ,Schools in the impacted provinces will not open until March 1st.,Türkiye,2023-02-23 15:03:08+00:00,Assessment,https://reliefweb.int/report/turkiye/multi-sectoral-initial-rapid-needs-assessment-mental-health-and-psychosocial-support-child-protection-kahramanmaras-earthquake-february-2023,
         1           ,      Closed         ,             College ,Schools in the impacted provinces will not open until March 1st.,Türkiye,2023-02-23 15:03:08+00:00,Assessment,https://reliefweb.int/report/turkiye/multi-sectoral-initial-rapid-needs-assessment-mental-health-and-psychosocial-support-child-protection-kahramanmaras-earthquake-february-2023,
         1           ,      Closed         ,             University ,Schools in the impacted provinces will not open until March 1st.,Türkiye,2023-02-23 15:03:08+00:00,Assessment,https://reliefweb.int/report/turkiye/multi-sectoral-initial-rapid-needs-assessment-mental-health-and-psychosocial-support-child-protection-kahramanmaras-earthquake-february-2023,
         1           ,      Closed         ,             Education Facility ,Schools in the impacted provinces will not open until March 1st.,Türkiye,2023-02-23 15:03:08+00:00,Assessment,https://reliefweb.int/report/turkiye/multi-sectoral-initial-rapid-needs-assessment-mental-health-and-psychosocial-support-child-protection-kahramanmaras-earthquake-february-2023,
         1           ,      Closed         ,            Military School ,Schools in the impacted provinces will not open until March 1st.,Türkiye,2023-02-23 15:03:08+00:00,Assessment,https://reliefweb.int/report/turkiye/multi-sectoral-initial-rapid-needs-assessment-mental-health-and-psychosocial-support-child-protection-kahramanmaras-earthquake-february-2023,
         1           ,      Closed         ,            Prison School ,Schools in the impacted provinces will not open until March 1st.,Türkiye,2023-02-23 15:03:08+00:00,Assessment,https://reliefweb.int/report/turkiye/multi-sectoral-initial-rapid-needs-assessment-mental-health-and-psychosocial-support-child-protection-kahramanmaras-earthquake-february-2023,
---------------------,---------------,------------------,"13 UNRWA installations have been reported as damaged across the north (including 3 schools and 1 library, 1 Training Centre, 1 CBO, 1 Health Centre, 1 Clinic, 1 RSSP Office, 1 Distribution Centre and 2 Microfinance Offices).",Syria,2023-02-22 11:41:04+00:00,Assessment,https://reliefweb.int/report/syrian-arab-republic/earthquake-syria-rapid-assessment-report-latakia-aleppo-and-homs-16th-february-2023,
          3          ,     Damaged   ,  Schools         ,"13 UNRWA installations have been reported as damaged across the north (including 3 schools and 1 library, 1 Training Centre, 1 CBO, 1 Health Centre, 1 Clinic, 1 RSSP Office, 1 Distribution Centre and 2 Microfinance Offices).",Syria,2023-02-22 11:41:04+00:00,Assessment,https://reliefweb.int/report/syrian-arab-republic/earthquake-syria-rapid-assessment-report-latakia-aleppo-and-homs-16th-february-2023,
          1          ,     Damaged   ,  Library         ,"13 UNRWA installations have been reported as damaged across the north (including 3 schools and 1 library, 1 Training Centre, 1 CBO, 1 Health Centre, 1 Clinic, 1 RSSP Office, 1 Distribution Centre and 2 Microfinance Offices).",Syria,2023-02-22 11:41:04+00:00,Assessment,https://reliefweb.int/report/syrian-arab-republic/earthquake-syria-rapid-assessment-report-latakia-aleppo-and-homs-16th-february-2023,
          1          ,     Damaged   ,  Training Centre ,"13 UNRWA installations have been reported as damaged across the north (including 3 schools and 1 library, 1 Training Centre, 1 CBO, 1 Health Centre, 1 Clinic, 1 RSSP Office, 1 Distribution Centre and 2 Microfinance Offices).",Syria,2023-02-22 11:41:04+00:00,Assessment,https://reliefweb.int/report/syrian-arab-republic/earthquake-syria-rapid-assessment-report-latakia-aleppo-and-homs-16th-february-2023,
          1          ,     Damaged   ,  CBO             ,"13 UNRWA installations have been reported as damaged across the north (including 3 schools and 1 library, 1 Training Centre, 1 CBO, 1 Health Centre, 1 Clinic, 1 RSSP Office, 1 Distribution Centre and 2 Microfinance Offices).",Syria,2023-02-22 11:41:04+00:00,Assessment,https://reliefweb.int/report/syrian-arab-republic/earthquake-syria-rapid-assessment-report-latakia-aleppo-and-homs-16th-february-2023,
          1          ,     Damaged   ,  Health Centre   ,"13 UNRWA installations have been reported as damaged across the north (including 3 schools and 1 library, 1 Training Centre, 1 CBO, 1 Health Centre, 1 Clinic, 1 RSSP Office, 1 Distribution Centre and 2 Microfinance Offices).",Syria,2023-02-22 11:41:04+00:00,Assessment,https://reliefweb.int/report/syrian-arab-republic/earthquake-syria-rapid-assessment-report-latakia-aleppo-and-homs-16th-february-2023,
          1          ,     Damaged   ,  Clinic          ,"13 UNRWA installations have been reported as damaged across the north (including 3 schools and 1 library, 1 Training Centre, 1 CBO, 1 Health Centre, 1 Clinic, 1 RSSP Office, 1 Distribution Centre and 2 Microfinance Offices).",Syria,2023-02-22 11:41:04+00:00,Assessment,https://reliefweb.int/report/syrian-arab-republic/earthquake-syria-rapid-assessment-report-latakia-aleppo-and-homs-16th-february-2023,
          1          ,     Damaged   ,  RSSP Office     ,"13 UNRWA installations have been reported as damaged across the north (including 3 schools and 1 library, 1 Training Centre, 1 CBO, 1 Health Centre, 1 Clinic, 1 RSSP Office, 1 Distribution Centre and 2 Microfinance Offices).",Syria,2023-02-22 11:41:04+00:00,Assessment,https://reliefweb.int/report/syrian-arab-republic/earthquake-syria-rapid-assessment-report-latakia-aleppo-and-homs-16th-february-2023,
          1          ,     Damaged   ,  Distribution Centre ,"13 UNRWA installations have been reported as damaged across the north (including 3 schools and 1 library, 1 Training Centre, 1 CBO, 1 Health Centre, 1 Clinic, 1 RSSP Office, 1 Distribution Centre and 2 Microfinance Offices).",Syria,2023-02-22 11:41:04+00:00,Assessment,https://reliefweb.int/report/syrian-arab-republic/earthquake-syria-rapid-assessment-report-latakia-aleppo-and-homs-16th-february-2023,
          2          ,     Damaged   ,  Microfinance Offices ,"13 UNRWA installations have been reported as damaged across the north (including 3 schools and 1 library, 1 Training Centre, 1 CBO, 1 Health Centre, 1 Clinic, 1 RSSP Office, 1 Distribution Centre and 2 Microfinance Offices).",Syria,2023-02-22 11:41:04+00:00,Assessment,https://reliefweb.int/report/syrian-arab-republic/earthquake-syria-rapid-assessment-report-latakia-aleppo-and-homs-16th-february-2023,
 --- , --- , --- ,"This impacts on educational progress and increases pressure on students, particularly 9th grade students who are facing into official exams.",Syria,2023-02-22 06:51:13+00:00,Situation Report,https://reliefweb.int/report/syrian-arab-republic/unrwa-syria-field-office-earthquake-status-update-no12-northern-syria-21-february-2023,
 0 , 0 , None mentioned ,"This impacts on educational progress and increases pressure on students, particularly 9th grade students who are facing into official exams.",Syria,2023-02-22 06:51:13+00:00,Situation Report,https://reliefweb.int/report/syrian-arab-republic/unrwa-syria-field-office-earthquake-status-update-no12-northern-syria-21-february-2023,
 1 , 1 (damaged) , University ,"This impacts on educational progress and increases pressure on students, particularly 9th grade students who are facing into official exams.",Syria,2023-02-22 06:51:13+00:00,Situation Report,https://reliefweb.int/report/syrian-arab-republic/unrwa-syria-field-office-earthquake-status-update-no12-northern-syria-21-february-2023,
 3 ," 1 (destroyed), 2 (damaged) ", High Schools ,"This impacts on educational progress and increases pressure on students, particularly 9th grade students who are facing into official exams.",Syria,2023-02-22 06:51:13+00:00,Situation Report,https://reliefweb.int/report/syrian-arab-republic/unrwa-syria-field-office-earthquake-status-update-no12-northern-syria-21-february-2023,
 2 , 2 (damaged) , Elementary Schools ,"This impacts on educational progress and increases pressure on students, particularly 9th grade students who are facing into official exams.",Syria,2023-02-22 06:51:13+00:00,Situation Report,https://reliefweb.int/report/syrian-arab-republic/unrwa-syria-field-office-earthquake-status-update-no12-northern-syria-21-february-2023,
 1 , 1 (damaged) , Pre-school Facility ,"This impacts on educational progress and increases pressure on students, particularly 9th grade students who are facing into official exams.",Syria,2023-02-22 06:51:13+00:00,Situation Report,https://reliefweb.int/report/syrian-arab-republic/unrwa-syria-field-office-earthquake-status-update-no12-northern-syria-21-february-2023,
 1 , 1 (damaged) , Training Centre ,"This impacts on educational progress and increases pressure on students, particularly 9th grade students who are facing into official exams.",Syria,2023-02-22 06:51:13+00:00,Situation Report,https://reliefweb.int/report/syrian-arab-republic/unrwa-syria-field-office-earthquake-status-update-no12-northern-syria-21-february-2023,
 1 , 1 (damaged) , Kindergarten ,"This impacts on educational progress and increases pressure on students, particularly 9th grade students who are facing into official exams.",Syria,2023-02-22 06:51:13+00:00,Situation Report,https://reliefweb.int/report/syrian-arab-republic/unrwa-syria-field-office-earthquake-status-update-no12-northern-syria-21-february-2023,
 1 , 1 (damaged) , Military School ,"This impacts on educational progress and increases pressure on students, particularly 9th grade students who are facing into official exams.",Syria,2023-02-22 06:51:13+00:00,Situation Report,https://reliefweb.int/report/syrian-arab-republic/unrwa-syria-field-office-earthquake-status-update-no12-northern-syria-21-february-2023,
 1 , 1 (damaged) , Prison School ,"This impacts on educational progress and increases pressure on students, particularly 9th grade students who are facing into official exams.",Syria,2023-02-22 06:51:13+00:00,Situation Report,https://reliefweb.int/report/syrian-arab-republic/unrwa-syria-field-office-earthquake-status-update-no12-northern-syria-21-february-2023,
 1 , 1 (damaged) , Education Facility ,"This impacts on educational progress and increases pressure on students, particularly 9th grade students who are facing into official exams.",Syria,2023-02-22 06:51:13+00:00,Situation Report,https://reliefweb.int/report/syrian-arab-republic/unrwa-syria-field-office-earthquake-status-update-no12-northern-syria-21-february-2023,
--------------------,------------------------------,---------------,"Education: At least 900 schools were damaged by the earthquake and 170 used as
shelters.",Syria,2023-02-21 17:29:43+00:00,Situation Report,https://reliefweb.int/report/syrian-arab-republic/syria-earthquake-february-2023-government-controlled-areas-bi-weekly-highlights-21022023,
        900         ,           Damaged            , Elementary Schools ,"Education: At least 900 schools were damaged by the earthquake and 170 used as
shelters.",Syria,2023-02-21 17:29:43+00:00,Situation Report,https://reliefweb.int/report/syrian-arab-republic/syria-earthquake-february-2023-government-controlled-areas-bi-weekly-highlights-21022023,
       None         ,          Destroyed           , Elementary Schools ,"Education: At least 900 schools were damaged by the earthquake and 170 used as
shelters.",Syria,2023-02-21 17:29:43+00:00,Situation Report,https://reliefweb.int/report/syrian-arab-republic/syria-earthquake-february-2023-government-controlled-areas-bi-weekly-highlights-21022023,
        170         ,           Damaged            , Pre-school facilities ,"Education: At least 900 schools were damaged by the earthquake and 170 used as
shelters.",Syria,2023-02-21 17:29:43+00:00,Situation Report,https://reliefweb.int/report/syrian-arab-republic/syria-earthquake-february-2023-government-controlled-areas-bi-weekly-highlights-21022023,
