Number of Buildings Mentioned,What Happened,Type of Building,text,primary_country,date_posted,format,url,NER_extracted_geolocation
 259 , N/A , Not mentioned ,"In 259 assessed displacement sites across the 11 provinces, key informants in 25% of sites indicated that there was no health facility nearby.",Türkiye,2023-03-03 16:14:55+00:00,Situation Report,https://reliefweb.int/report/turkiye/turkiye-earthquake-february-2023-bi-weekly-highlights-03032023,
 25% of 259 = 65 , No buildings mentioned , Health facility ,"In 259 assessed displacement sites across the 11 provinces, key informants in 25% of sites indicated that there was no health facility nearby.",Türkiye,2023-03-03 16:14:55+00:00,Situation Report,https://reliefweb.int/report/turkiye/turkiye-earthquake-february-2023-bi-weekly-highlights-03032023,
 Remaining 194 , No buildings mentioned , Not mentioned ,"In 259 assessed displacement sites across the 11 provinces, key informants in 25% of sites indicated that there was no health facility nearby.",Türkiye,2023-03-03 16:14:55+00:00,Situation Report,https://reliefweb.int/report/turkiye/turkiye-earthquake-february-2023-bi-weekly-highlights-03032023,
 ------------------ , ------------------------------ , ------------------ ,"“Despite four of SAMS’ hospitals being significantly damaged in the February 6 earthquake, rendering one inoperable, SAMS continues to provide comprehensive medical care.” Direct Relief committed an additional $1 million to SAMS to offset costs needed to purchase medicines and supplies in country.",Türkiye,2023-03-01 16:49:28+00:00,News and Press Release,https://reliefweb.int/report/turkiye/strengthening-humanitarian-supply-chain-post-earthquake,
 4                  , significantly damaged          , hospitals          ,"“Despite four of SAMS’ hospitals being significantly damaged in the February 6 earthquake, rendering one inoperable, SAMS continues to provide comprehensive medical care.” Direct Relief committed an additional $1 million to SAMS to offset costs needed to purchase medicines and supplies in country.",Türkiye,2023-03-01 16:49:28+00:00,News and Press Release,https://reliefweb.int/report/turkiye/strengthening-humanitarian-supply-chain-post-earthquake,
 1                  , inoperable                      , hospitals          ,"“Despite four of SAMS’ hospitals being significantly damaged in the February 6 earthquake, rendering one inoperable, SAMS continues to provide comprehensive medical care.” Direct Relief committed an additional $1 million to SAMS to offset costs needed to purchase medicines and supplies in country.",Türkiye,2023-03-01 16:49:28+00:00,News and Press Release,https://reliefweb.int/report/turkiye/strengthening-humanitarian-supply-chain-post-earthquake,
---------------------,------------------------------------,---------------------,"Health: Already strained health facilities are being overwhelmed by the number of casualties, with estimates as high as 12,400 people injured.",Syria,2023-02-28 19:27:46+00:00,Situation Report,https://reliefweb.int/report/syrian-arab-republic/northwest-syria-earthquake-february-2023-bi-weekly-highlights-28022023,
 0                           , 0                                          , Hospitals            ,"Health: Already strained health facilities are being overwhelmed by the number of casualties, with estimates as high as 12,400 people injured.",Syria,2023-02-28 19:27:46+00:00,Situation Report,https://reliefweb.int/report/syrian-arab-republic/northwest-syria-earthquake-february-2023-bi-weekly-highlights-28022023,
 0                           , 0                                          , Clinics                 ,"Health: Already strained health facilities are being overwhelmed by the number of casualties, with estimates as high as 12,400 people injured.",Syria,2023-02-28 19:27:46+00:00,Situation Report,https://reliefweb.int/report/syrian-arab-republic/northwest-syria-earthquake-february-2023-bi-weekly-highlights-28022023,
 0                           , 0                                          , Health Centres ,"Health: Already strained health facilities are being overwhelmed by the number of casualties, with estimates as high as 12,400 people injured.",Syria,2023-02-28 19:27:46+00:00,Situation Report,https://reliefweb.int/report/syrian-arab-republic/northwest-syria-earthquake-february-2023-bi-weekly-highlights-28022023,
 0                           , 0                                          , Not mentioned     ,"Health: Already strained health facilities are being overwhelmed by the number of casualties, with estimates as high as 12,400 people injured.",Syria,2023-02-28 19:27:46+00:00,Situation Report,https://reliefweb.int/report/syrian-arab-republic/northwest-syria-earthquake-february-2023-bi-weekly-highlights-28022023,
 0                           , 0                                          , Total                     ,"Health: Already strained health facilities are being overwhelmed by the number of casualties, with estimates as high as 12,400 people injured.",Syria,2023-02-28 19:27:46+00:00,Situation Report,https://reliefweb.int/report/syrian-arab-republic/northwest-syria-earthquake-february-2023-bi-weekly-highlights-28022023,
 --- , --- , --- ,"55 health facilities were partially or fully damaged and medical, surgical equipment are limited as well as ICU beds.",Syria,2023-02-28 19:27:46+00:00,Situation Report,https://reliefweb.int/report/syrian-arab-republic/northwest-syria-earthquake-february-2023-bi-weekly-highlights-28022023,
 55 , Partially or fully damaged ," Hospitals, Clinics, Health Centres ","55 health facilities were partially or fully damaged and medical, surgical equipment are limited as well as ICU beds.",Syria,2023-02-28 19:27:46+00:00,Situation Report,https://reliefweb.int/report/syrian-arab-republic/northwest-syria-earthquake-february-2023-bi-weekly-highlights-28022023,
----------------,---------------,------------------,"He welcomed the opening of two additional border crossings, which permitted the entry of 368 trucks bearing medicine, water, food, tents and other essential items.",Syria,2023-03-01 00:16:21+00:00,News and Press Release,https://reliefweb.int/report/syrian-arab-republic/plagued-12-years-conflict-syrias-suffering-only-compounded-earthquake-officials-tell-security-council-citing-hampered-emergency-response,
 0              , NA            , NA               ,"He welcomed the opening of two additional border crossings, which permitted the entry of 368 trucks bearing medicine, water, food, tents and other essential items.",Syria,2023-03-01 00:16:21+00:00,News and Press Release,https://reliefweb.int/report/syrian-arab-republic/plagued-12-years-conflict-syrias-suffering-only-compounded-earthquake-officials-tell-security-council-citing-hampered-emergency-response,
 2              , Not mentioned , Not mentioned     ,"He welcomed the opening of two additional border crossings, which permitted the entry of 368 trucks bearing medicine, water, food, tents and other essential items.",Syria,2023-03-01 00:16:21+00:00,News and Press Release,https://reliefweb.int/report/syrian-arab-republic/plagued-12-years-conflict-syrias-suffering-only-compounded-earthquake-officials-tell-security-council-citing-hampered-emergency-response,
 --- , --- , --- ,Health: Seven hospitals and 145 health facilities have been damaged across Syria.,Syria,2023-02-28 19:31:34+00:00,Situation Report,https://reliefweb.int/report/syrian-arab-republic/syria-earthquake-february-2023-government-controlled-areas-bi-weekly-highlights-28022023,Syria
 7 , Damaged , Hospitals ,Health: Seven hospitals and 145 health facilities have been damaged across Syria.,Syria,2023-02-28 19:31:34+00:00,Situation Report,https://reliefweb.int/report/syrian-arab-republic/syria-earthquake-february-2023-government-controlled-areas-bi-weekly-highlights-28022023,Syria
 145 , Damaged , Health Facilities ,Health: Seven hospitals and 145 health facilities have been damaged across Syria.,Syria,2023-02-28 19:31:34+00:00,Situation Report,https://reliefweb.int/report/syrian-arab-republic/syria-earthquake-february-2023-government-controlled-areas-bi-weekly-highlights-28022023,Syria
---------------------,--------------------------------,------------------,The ministry stated that 28 countries have set up 30 field hospitals in the earthquake-affected provinces.,Türkiye,2023-02-28 15:00:05+00:00,Situation Report,https://reliefweb.int/report/turkiye/unhcr-turkiye-emergency-response-earthquake-27-february-2023,
         30          ,            Not mentioned        ,   Field Hospitals,The ministry stated that 28 countries have set up 30 field hospitals in the earthquake-affected provinces.,Türkiye,2023-02-28 15:00:05+00:00,Situation Report,https://reliefweb.int/report/turkiye/unhcr-turkiye-emergency-response-earthquake-27-february-2023,
---,---,---,"The health situation is particularly dire, overstretched by COVID-19 and an ongoing cholera crisis, where at least 55 health facilities have been damaged by the earthquakes.",Syria,2023-02-28 08:05:43+00:00,Situation Report,https://reliefweb.int/report/syrian-arab-republic/earthquakes-north-west-syria-flash-update-no-14-28-february-2023,
55,Damaged,Health Facilities,"The health situation is particularly dire, overstretched by COVID-19 and an ongoing cholera crisis, where at least 55 health facilities have been damaged by the earthquakes.",Syria,2023-02-28 08:05:43+00:00,Situation Report,https://reliefweb.int/report/syrian-arab-republic/earthquakes-north-west-syria-flash-update-no-14-28-february-2023,
 ----------------- , -------------- , ---------------- ,Over 110 health facilities today are in need of fuel or medicines.,Syria,2023-02-28 08:05:43+00:00,Situation Report,https://reliefweb.int/report/syrian-arab-republic/earthquakes-north-west-syria-flash-update-no-14-28-february-2023,
 110               , Need Fuel/Medicines , Hospitals/Clinics/Health Centres ,Over 110 health facilities today are in need of fuel or medicines.,Syria,2023-02-28 08:05:43+00:00,Situation Report,https://reliefweb.int/report/syrian-arab-republic/earthquakes-north-west-syria-flash-update-no-14-28-february-2023,
---------------------,------------------------,------------------,"The health situation is particularly dire, overstretched by COVID-19 and an ongoing cholera crisis, where at least 55 health facilities have been damaged by the earthquakes.",Syria,2023-02-28 09:48:23+00:00,Situation Report,https://reliefweb.int/report/syrian-arab-republic/north-west-syria-situation-report-28-february-2023-enar,
         55          ,         Damaged         ,    Health facilities        ,"The health situation is particularly dire, overstretched by COVID-19 and an ongoing cholera crisis, where at least 55 health facilities have been damaged by the earthquakes.",Syria,2023-02-28 09:48:23+00:00,Situation Report,https://reliefweb.int/report/syrian-arab-republic/north-west-syria-situation-report-28-february-2023-enar,
 --- , --- , --- ,Over 110 health facilities today are in need of fuel or medicines.,Syria,2023-02-28 09:48:23+00:00,Situation Report,https://reliefweb.int/report/syrian-arab-republic/north-west-syria-situation-report-28-february-2023-enar,
 110 , Need of fuel or medicines ," Hospitals, Clinics, Health Centres ",Over 110 health facilities today are in need of fuel or medicines.,Syria,2023-02-28 09:48:23+00:00,Situation Report,https://reliefweb.int/report/syrian-arab-republic/north-west-syria-situation-report-28-february-2023-enar,
 --- , --- , --- ,"Health: Already strained health facilities are being overwhelmed by the number of casualties, with estimates as high as 12,400 people injured, with 150 additional being reported following the earthquake on 20 February.",Syria,2023-02-24 18:24:52+00:00,Situation Report,https://reliefweb.int/report/syrian-arab-republic/northwest-syria-earthquake-february-2023-bi-weekly-highlights-24022023,
 Not mentioned , Not mentioned ," Hospitals, Clinics, Health Centres ","Health: Already strained health facilities are being overwhelmed by the number of casualties, with estimates as high as 12,400 people injured, with 150 additional being reported following the earthquake on 20 February.",Syria,2023-02-24 18:24:52+00:00,Situation Report,https://reliefweb.int/report/syrian-arab-republic/northwest-syria-earthquake-february-2023-bi-weekly-highlights-24022023,
 0 , 0 , Not mentioned ,"Health: Already strained health facilities are being overwhelmed by the number of casualties, with estimates as high as 12,400 people injured, with 150 additional being reported following the earthquake on 20 February.",Syria,2023-02-24 18:24:52+00:00,Situation Report,https://reliefweb.int/report/syrian-arab-republic/northwest-syria-earthquake-february-2023-bi-weekly-highlights-24022023,
 --- , --- , --- ,"55 health facilities were partially or fully damaged and medical, surgical equipment are limited as well as ICU beds.",Syria,2023-02-24 18:24:52+00:00,Situation Report,https://reliefweb.int/report/syrian-arab-republic/northwest-syria-earthquake-february-2023-bi-weekly-highlights-24022023,
 55 , Partially/Fully Damaged , Hospitals/Clinics/Health Centers ,"55 health facilities were partially or fully damaged and medical, surgical equipment are limited as well as ICU beds.",Syria,2023-02-24 18:24:52+00:00,Situation Report,https://reliefweb.int/report/syrian-arab-republic/northwest-syria-earthquake-february-2023-bi-weekly-highlights-24022023,
---------------------,---------------,------------------,● Health: Seven hospitals and 145 health facilities have been damaged across Syria.,Syria,2023-02-24 17:58:50+00:00,Situation Report,https://reliefweb.int/report/syrian-arab-republic/syria-earthquake-february-2023-government-controlled-areas-bi-weekly-highlights-24022023,Syria
          7          ,     damaged   ,    hospitals     ,● Health: Seven hospitals and 145 health facilities have been damaged across Syria.,Syria,2023-02-24 17:58:50+00:00,Situation Report,https://reliefweb.int/report/syrian-arab-republic/syria-earthquake-february-2023-government-controlled-areas-bi-weekly-highlights-24022023,Syria
         145         ,     damaged   ,   health centers ,● Health: Seven hospitals and 145 health facilities have been damaged across Syria.,Syria,2023-02-24 17:58:50+00:00,Situation Report,https://reliefweb.int/report/syrian-arab-republic/syria-earthquake-february-2023-government-controlled-areas-bi-weekly-highlights-24022023,Syria
 :----------------: , :----------------: , :--------------: ,"In Türkiye, at least 15 hospitals have been damaged with many health facilities affected.",Syria,2023-02-22 22:26:13+00:00,News and Press Release,https://reliefweb.int/report/syrian-arab-republic/who-director-generals-opening-remarks-media-briefing-22-february-2023,Türkiye
         15         ,        damaged       ,     hospitals     ,"In Türkiye, at least 15 hospitals have been damaged with many health facilities affected.",Syria,2023-02-22 22:26:13+00:00,News and Press Release,https://reliefweb.int/report/syrian-arab-republic/who-director-generals-opening-remarks-media-briefing-22-february-2023,Türkiye
------------------------------,-------------------------------------------,--------------------,"Since the beginning of the conflict, WHO has verified 802 attacks on health care, which have resulted in 101 deaths of health workers and patients.",Syria,2023-02-22 22:26:13+00:00,News and Press Release,https://reliefweb.int/report/syrian-arab-republic/who-director-generals-opening-remarks-media-briefing-22-february-2023,
            802               ,           Damaged/Destroyed                ,  Hospitals/Clinics/Health Centres/Not mentioned ,"Since the beginning of the conflict, WHO has verified 802 attacks on health care, which have resulted in 101 deaths of health workers and patients.",Syria,2023-02-22 22:26:13+00:00,News and Press Release,https://reliefweb.int/report/syrian-arab-republic/who-director-generals-opening-remarks-media-briefing-22-february-2023,
            -                  ,                  -                            ,              101 deaths  ,"Since the beginning of the conflict, WHO has verified 802 attacks on health care, which have resulted in 101 deaths of health workers and patients.",Syria,2023-02-22 22:26:13+00:00,News and Press Release,https://reliefweb.int/report/syrian-arab-republic/who-director-generals-opening-remarks-media-briefing-22-february-2023,
------------------,-----------------------------------------,------------------,"The war is exacerbating health needs, including for mental health and psychosocial support; rehabilitation; treatment for chronic diseases and others such as cancer, HIV and tuberculosis; and vaccinations for measles, polio and pneumonia and COVID-19.",Syria,2023-02-22 22:26:13+00:00,News and Press Release,https://reliefweb.int/report/syrian-arab-republic/who-director-generals-opening-remarks-media-briefing-22-february-2023,
 0                , N/A                                     , Not mentioned    ,"The war is exacerbating health needs, including for mental health and psychosocial support; rehabilitation; treatment for chronic diseases and others such as cancer, HIV and tuberculosis; and vaccinations for measles, polio and pneumonia and COVID-19.",Syria,2023-02-22 22:26:13+00:00,News and Press Release,https://reliefweb.int/report/syrian-arab-republic/who-director-generals-opening-remarks-media-briefing-22-february-2023,
 --------- , -------- , ---------------- ,"13 UNRWA installations have been reported as damaged across the north (including 3 schools and 1 library, 1 Training Centre, 1 CBO, 1 Health Centre, 1 Clinic, 1 RSSP Office, 1 Distribution Centre and 2 Microfinance Offices).",Syria,2023-02-22 11:41:04+00:00,Assessment,https://reliefweb.int/report/syrian-arab-republic/earthquake-syria-rapid-assessment-report-latakia-aleppo-and-homs-16th-february-2023,
 3         , Damaged  , School            ,"13 UNRWA installations have been reported as damaged across the north (including 3 schools and 1 library, 1 Training Centre, 1 CBO, 1 Health Centre, 1 Clinic, 1 RSSP Office, 1 Distribution Centre and 2 Microfinance Offices).",Syria,2023-02-22 11:41:04+00:00,Assessment,https://reliefweb.int/report/syrian-arab-republic/earthquake-syria-rapid-assessment-report-latakia-aleppo-and-homs-16th-february-2023,
 1         , Damaged  , Library           ,"13 UNRWA installations have been reported as damaged across the north (including 3 schools and 1 library, 1 Training Centre, 1 CBO, 1 Health Centre, 1 Clinic, 1 RSSP Office, 1 Distribution Centre and 2 Microfinance Offices).",Syria,2023-02-22 11:41:04+00:00,Assessment,https://reliefweb.int/report/syrian-arab-republic/earthquake-syria-rapid-assessment-report-latakia-aleppo-and-homs-16th-february-2023,
 1         , Damaged  , Training Centre   ,"13 UNRWA installations have been reported as damaged across the north (including 3 schools and 1 library, 1 Training Centre, 1 CBO, 1 Health Centre, 1 Clinic, 1 RSSP Office, 1 Distribution Centre and 2 Microfinance Offices).",Syria,2023-02-22 11:41:04+00:00,Assessment,https://reliefweb.int/report/syrian-arab-republic/earthquake-syria-rapid-assessment-report-latakia-aleppo-and-homs-16th-february-2023,
 1         , Damaged  , CBO               ,"13 UNRWA installations have been reported as damaged across the north (including 3 schools and 1 library, 1 Training Centre, 1 CBO, 1 Health Centre, 1 Clinic, 1 RSSP Office, 1 Distribution Centre and 2 Microfinance Offices).",Syria,2023-02-22 11:41:04+00:00,Assessment,https://reliefweb.int/report/syrian-arab-republic/earthquake-syria-rapid-assessment-report-latakia-aleppo-and-homs-16th-february-2023,
 1         , Damaged  , Health Centre     ,"13 UNRWA installations have been reported as damaged across the north (including 3 schools and 1 library, 1 Training Centre, 1 CBO, 1 Health Centre, 1 Clinic, 1 RSSP Office, 1 Distribution Centre and 2 Microfinance Offices).",Syria,2023-02-22 11:41:04+00:00,Assessment,https://reliefweb.int/report/syrian-arab-republic/earthquake-syria-rapid-assessment-report-latakia-aleppo-and-homs-16th-february-2023,
 1         , Damaged  , Clinic            ,"13 UNRWA installations have been reported as damaged across the north (including 3 schools and 1 library, 1 Training Centre, 1 CBO, 1 Health Centre, 1 Clinic, 1 RSSP Office, 1 Distribution Centre and 2 Microfinance Offices).",Syria,2023-02-22 11:41:04+00:00,Assessment,https://reliefweb.int/report/syrian-arab-republic/earthquake-syria-rapid-assessment-report-latakia-aleppo-and-homs-16th-february-2023,
 1         , Damaged  , RSSP Office       ,"13 UNRWA installations have been reported as damaged across the north (including 3 schools and 1 library, 1 Training Centre, 1 CBO, 1 Health Centre, 1 Clinic, 1 RSSP Office, 1 Distribution Centre and 2 Microfinance Offices).",Syria,2023-02-22 11:41:04+00:00,Assessment,https://reliefweb.int/report/syrian-arab-republic/earthquake-syria-rapid-assessment-report-latakia-aleppo-and-homs-16th-february-2023,
 1         , Damaged  , Distribution Centre ,"13 UNRWA installations have been reported as damaged across the north (including 3 schools and 1 library, 1 Training Centre, 1 CBO, 1 Health Centre, 1 Clinic, 1 RSSP Office, 1 Distribution Centre and 2 Microfinance Offices).",Syria,2023-02-22 11:41:04+00:00,Assessment,https://reliefweb.int/report/syrian-arab-republic/earthquake-syria-rapid-assessment-report-latakia-aleppo-and-homs-16th-february-2023,
 2         , Damaged  , Microfinance Offices ,"13 UNRWA installations have been reported as damaged across the north (including 3 schools and 1 library, 1 Training Centre, 1 CBO, 1 Health Centre, 1 Clinic, 1 RSSP Office, 1 Distribution Centre and 2 Microfinance Offices).",Syria,2023-02-22 11:41:04+00:00,Assessment,https://reliefweb.int/report/syrian-arab-republic/earthquake-syria-rapid-assessment-report-latakia-aleppo-and-homs-16th-february-2023,
---------------------,---------------------------,------------------,Around 15 hospitals in the 10 provinces have been damaged.,Türkiye,2023-02-21 17:32:26+00:00,Situation Report,https://reliefweb.int/report/turkiye/turkiye-earthquake-february-2023-bi-weekly-highlights-21022023,
        15           ,         Damaged           ,     Hospitals     ,Around 15 hospitals in the 10 provinces have been damaged.,Türkiye,2023-02-21 17:32:26+00:00,Situation Report,https://reliefweb.int/report/turkiye/turkiye-earthquake-february-2023-bi-weekly-highlights-21022023,
 --- , --- , --- ,"Health: Already strained health facilities are being overwhelmed by the number of
casualties, with estimates as high as 12,400 people injured.",Syria,2023-02-21 17:27:05+00:00,Situation Report,https://reliefweb.int/report/syrian-arab-republic/northwest-syria-earthquake-february-2023-bi-weekly-highlights-21022023,
 Not mentioned , Not mentioned ," Hospitals, Clinics, Health Centres ","Health: Already strained health facilities are being overwhelmed by the number of
casualties, with estimates as high as 12,400 people injured.",Syria,2023-02-21 17:27:05+00:00,Situation Report,https://reliefweb.int/report/syrian-arab-republic/northwest-syria-earthquake-february-2023-bi-weekly-highlights-21022023,
 0 , 0 , 0 ,"Health: Already strained health facilities are being overwhelmed by the number of
casualties, with estimates as high as 12,400 people injured.",Syria,2023-02-21 17:27:05+00:00,Situation Report,https://reliefweb.int/report/syrian-arab-republic/northwest-syria-earthquake-february-2023-bi-weekly-highlights-21022023,
 1 , Damaged , Not mentioned ,"Health: Already strained health facilities are being overwhelmed by the number of
casualties, with estimates as high as 12,400 people injured.",Syria,2023-02-21 17:27:05+00:00,Situation Report,https://reliefweb.int/report/syrian-arab-republic/northwest-syria-earthquake-february-2023-bi-weekly-highlights-21022023,
 1 , Destroyed , Not mentioned ,"Health: Already strained health facilities are being overwhelmed by the number of
casualties, with estimates as high as 12,400 people injured.",Syria,2023-02-21 17:27:05+00:00,Situation Report,https://reliefweb.int/report/syrian-arab-republic/northwest-syria-earthquake-february-2023-bi-weekly-highlights-21022023,
---------------------,-----------------------,-----------------,"55 health facilities were partially
or fully damaged and medical, surgical equipment are limited as well as ICU beds.",Syria,2023-02-21 17:27:05+00:00,Situation Report,https://reliefweb.int/report/syrian-arab-republic/northwest-syria-earthquake-february-2023-bi-weekly-highlights-21022023,
         55          ,        Damaged        , Not mentioned   ,"55 health facilities were partially
or fully damaged and medical, surgical equipment are limited as well as ICU beds.",Syria,2023-02-21 17:27:05+00:00,Situation Report,https://reliefweb.int/report/syrian-arab-republic/northwest-syria-earthquake-february-2023-bi-weekly-highlights-21022023,
         55          ,        Partially Damaged       , Hospitals      ,"55 health facilities were partially
or fully damaged and medical, surgical equipment are limited as well as ICU beds.",Syria,2023-02-21 17:27:05+00:00,Situation Report,https://reliefweb.int/report/syrian-arab-republic/northwest-syria-earthquake-february-2023-bi-weekly-highlights-21022023,
         55          ,        Partially Damaged       , Clinics        ,"55 health facilities were partially
or fully damaged and medical, surgical equipment are limited as well as ICU beds.",Syria,2023-02-21 17:27:05+00:00,Situation Report,https://reliefweb.int/report/syrian-arab-republic/northwest-syria-earthquake-february-2023-bi-weekly-highlights-21022023,
         55          ,        Partially Damaged       , Health centres ,"55 health facilities were partially
or fully damaged and medical, surgical equipment are limited as well as ICU beds.",Syria,2023-02-21 17:27:05+00:00,Situation Report,https://reliefweb.int/report/syrian-arab-republic/northwest-syria-earthquake-february-2023-bi-weekly-highlights-21022023,
         55          ,        Fully Damaged         , Hospitals      ,"55 health facilities were partially
or fully damaged and medical, surgical equipment are limited as well as ICU beds.",Syria,2023-02-21 17:27:05+00:00,Situation Report,https://reliefweb.int/report/syrian-arab-republic/northwest-syria-earthquake-february-2023-bi-weekly-highlights-21022023,
         55          ,        Fully Damaged         , Clinics        ,"55 health facilities were partially
or fully damaged and medical, surgical equipment are limited as well as ICU beds.",Syria,2023-02-21 17:27:05+00:00,Situation Report,https://reliefweb.int/report/syrian-arab-republic/northwest-syria-earthquake-february-2023-bi-weekly-highlights-21022023,
         55          ,        Fully Damaged         , Health centres ,"55 health facilities were partially
or fully damaged and medical, surgical equipment are limited as well as ICU beds.",Syria,2023-02-21 17:27:05+00:00,Situation Report,https://reliefweb.int/report/syrian-arab-republic/northwest-syria-earthquake-february-2023-bi-weekly-highlights-21022023,
 --- , --- , --- ,"Significant numbers of medical service centres were affected, with 15 hospitals across 10 provinces damaged.",Türkiye,2023-02-21 13:13:44+00:00,Appeal,https://reliefweb.int/report/turkiye/turkiye-europe-region-earthquakes-emergency-appeal-ndeg-mdrtr004-operational-strategy,
 15 , Damaged , Hospitals ,"Significant numbers of medical service centres were affected, with 15 hospitals across 10 provinces damaged.",Türkiye,2023-02-21 13:13:44+00:00,Appeal,https://reliefweb.int/report/turkiye/turkiye-europe-region-earthquakes-emergency-appeal-ndeg-mdrtr004-operational-strategy,
  ,  , Clinics ,"Significant numbers of medical service centres were affected, with 15 hospitals across 10 provinces damaged.",Türkiye,2023-02-21 13:13:44+00:00,Appeal,https://reliefweb.int/report/turkiye/turkiye-europe-region-earthquakes-emergency-appeal-ndeg-mdrtr004-operational-strategy,
  ,  , Health Centres ,"Significant numbers of medical service centres were affected, with 15 hospitals across 10 provinces damaged.",Türkiye,2023-02-21 13:13:44+00:00,Appeal,https://reliefweb.int/report/turkiye/turkiye-europe-region-earthquakes-emergency-appeal-ndeg-mdrtr004-operational-strategy,
  ,  , Not Mentioned ,"Significant numbers of medical service centres were affected, with 15 hospitals across 10 provinces damaged.",Türkiye,2023-02-21 13:13:44+00:00,Appeal,https://reliefweb.int/report/turkiye/turkiye-europe-region-earthquakes-emergency-appeal-ndeg-mdrtr004-operational-strategy,
:----------------------------:,:-------------:,:----------------:,"Despite four of SAMS’ hospitals being significantly damaged in the February 6 earthquake, rendering one inoperable, SAMS continues to provide comprehensive medical care.",Syria,2023-02-20 19:29:23+00:00,News and Press Release,https://reliefweb.int/report/syrian-arab-republic/syria-reeling-todays-64-magnitude-earthquake,
               4              ,   Damaged     ,     Hospitals    ,"Despite four of SAMS’ hospitals being significantly damaged in the February 6 earthquake, rendering one inoperable, SAMS continues to provide comprehensive medical care.",Syria,2023-02-20 19:29:23+00:00,News and Press Release,https://reliefweb.int/report/syrian-arab-republic/syria-reeling-todays-64-magnitude-earthquake,
               1              ,   Destroyed   ,     Hospitals    ,"Despite four of SAMS’ hospitals being significantly damaged in the February 6 earthquake, rendering one inoperable, SAMS continues to provide comprehensive medical care.",Syria,2023-02-20 19:29:23+00:00,News and Press Release,https://reliefweb.int/report/syrian-arab-republic/syria-reeling-todays-64-magnitude-earthquake,
               0              , Not Mentioned ,   Not Mentioned  ,"Despite four of SAMS’ hospitals being significantly damaged in the February 6 earthquake, rendering one inoperable, SAMS continues to provide comprehensive medical care.",Syria,2023-02-20 19:29:23+00:00,News and Press Release,https://reliefweb.int/report/syrian-arab-republic/syria-reeling-todays-64-magnitude-earthquake,
---,---,---,"Furthermore, 55 health facilities have been either partially or completely destroyed, further exacerbating the pressure on the health system that had already been decimated by the years of conflict, outbreaks of Covid-19 and cholera, and other medical emergencies.",Türkiye,2023-02-20 14:39:10+00:00,Situation Report,https://reliefweb.int/report/turkiye/turkiye-and-syria-earthquake-emergency-situation-update-4,
 55 , Partially or completely destroyed ," Hospitals, clinics, health centres ","Furthermore, 55 health facilities have been either partially or completely destroyed, further exacerbating the pressure on the health system that had already been decimated by the years of conflict, outbreaks of Covid-19 and cholera, and other medical emergencies.",Türkiye,2023-02-20 14:39:10+00:00,Situation Report,https://reliefweb.int/report/turkiye/turkiye-and-syria-earthquake-emergency-situation-update-4,
---------------------,-----------------------------------------,------------------,"As of 18 February, 29 EMTs are active in country following approval by the Ministry of Health.",Türkiye,2023-02-19 10:32:23+00:00,Situation Report,https://reliefweb.int/report/turkiye/turkiye-2023-earthquakes-situation-report-no-2-19-february-2023,
          0          ,                 Not Applicable            ,    Not mentioned ,"As of 18 February, 29 EMTs are active in country following approval by the Ministry of Health.",Türkiye,2023-02-19 10:32:23+00:00,Situation Report,https://reliefweb.int/report/turkiye/turkiye-2023-earthquakes-situation-report-no-2-19-february-2023,
------------------------------,---------------,------------------,"The recent cholera outbreak alongside significant shortages in electricity, water and fuel, within an overall context of economic crisis after 12 years of protracted crisis have all impacted the situation.",Syria,2023-02-18 11:47:54+00:00,Situation Report,https://reliefweb.int/report/syrian-arab-republic/unicef-syria-humanitarian-situation-report-no-1-earthquake-16-february-2023,
             0                ,    N/A        ,    N/A           ,"The recent cholera outbreak alongside significant shortages in electricity, water and fuel, within an overall context of economic crisis after 12 years of protracted crisis have all impacted the situation.",Syria,2023-02-18 11:47:54+00:00,Situation Report,https://reliefweb.int/report/syrian-arab-republic/unicef-syria-humanitarian-situation-report-no-1-earthquake-16-february-2023,
-----------------------,-------------------,----------------------,"OCHA's rapid assessment shows that access to key services was reportedly low, with no access to healthcare reported in 20% of assessed communities, which were directly impacted.",Türkiye,2023-02-18 12:55:28+00:00,Situation Report,https://reliefweb.int/report/turkiye/emergency-situation-report-turkiye-syria-earthquakes-february-14-17-2023,
             0              , Not mentioned , Hospitals              ,"OCHA's rapid assessment shows that access to key services was reportedly low, with no access to healthcare reported in 20% of assessed communities, which were directly impacted.",Türkiye,2023-02-18 12:55:28+00:00,Situation Report,https://reliefweb.int/report/turkiye/emergency-situation-report-turkiye-syria-earthquakes-february-14-17-2023,
             0              , Not mentioned , Clinics                      ,"OCHA's rapid assessment shows that access to key services was reportedly low, with no access to healthcare reported in 20% of assessed communities, which were directly impacted.",Türkiye,2023-02-18 12:55:28+00:00,Situation Report,https://reliefweb.int/report/turkiye/emergency-situation-report-turkiye-syria-earthquakes-february-14-17-2023,
             0              , Not mentioned , Health Centres        ,"OCHA's rapid assessment shows that access to key services was reportedly low, with no access to healthcare reported in 20% of assessed communities, which were directly impacted.",Türkiye,2023-02-18 12:55:28+00:00,Situation Report,https://reliefweb.int/report/turkiye/emergency-situation-report-turkiye-syria-earthquakes-february-14-17-2023,
