productive asset type,productive asset loss,text,primary_country,date_posted,format,url,NER_extracted_geolocation
 N/A ," 12,700 (injuries) ","SITUATION AT A GLANCE Flooding and landslides result in the deaths of at least 1,325 people, injure more than 12,700 individuals, and damage or destroy an estimated 1.7 million houses across Pakistan.",Pakistan,2022-09-07 17:06:59+00:00,Situation Report,https://reliefweb.int/report/pakistan/pakistan-floods-fact-sheet-2-fiscal-year-fy-2022,Pakistan
 Houses                         , 1.7 million                     ,"As of September 5, the severe weather events had resulted in the deaths of 1,325 individuals, injured an additional 12,700 people, and damaged or destroyed nearly 1.7 million houses across Pakistan, according to the GoP National Disaster Management Authority (NDMA).",Pakistan,2022-09-07 17:06:59+00:00,Situation Report,https://reliefweb.int/report/pakistan/pakistan-floods-fact-sheet-2-fiscal-year-fy-2022,Pakistan
 N/A ," 1,325 (deaths) ","SITUATION AT A GLANCE Flooding and landslides result in the deaths of at least 1,325 people, injure more than 12,700 individuals, and damage or destroy an estimated 1.7 million houses across Pakistan.",Pakistan,2022-09-07 17:06:59+00:00,Situation Report,https://reliefweb.int/report/pakistan/pakistan-floods-fact-sheet-2-fiscal-year-fy-2022,Pakistan
 Houses , 1.7 million ,"SITUATION AT A GLANCE Flooding and landslides result in the deaths of at least 1,325 people, injure more than 12,700 individuals, and damage or destroy an estimated 1.7 million houses across Pakistan.",Pakistan,2022-09-07 17:06:59+00:00,Situation Report,https://reliefweb.int/report/pakistan/pakistan-floods-fact-sheet-2-fiscal-year-fy-2022,Pakistan
 Houses ," 1,400,000 ","As of September 2, the floods had adversely affected an estimated 33 million people, resulted in the deaths of at least 1,265 individuals, injured more than 12,500 additional people, and damaged or destroyed approximately 1.4 million houses countrywide, the GoP National Disaster Management Agency (NDMA) reports.",Pakistan,2022-09-07 16:59:11+00:00,Situation Report,https://reliefweb.int/report/pakistan/pakistan-floods-fact-sheet-1-fiscal-year-fy-2022,
 Livestock , 3/4 million lost ,"During the flooding, food stocks and supplies were swept away, over 3.6 million acres and over three quarters of a million livestock lost, leaving people in need of food support in the immediate and longer term.",Pakistan,2022-09-07 15:54:22+00:00,News and Press Release,https://reliefweb.int/report/pakistan/disaster-beyond-disaster-sheer-scale-pakistan-flooding-becomes-clear-leaving-thousands-stranded-hungry-and-health-crisis-looming,
 Acres of land , 3.6 million lost ,"During the flooding, food stocks and supplies were swept away, over 3.6 million acres and over three quarters of a million livestock lost, leaving people in need of food support in the immediate and longer term.",Pakistan,2022-09-07 15:54:22+00:00,News and Press Release,https://reliefweb.int/report/pakistan/disaster-beyond-disaster-sheer-scale-pakistan-flooding-becomes-clear-leaving-thousands-stranded-hungry-and-health-crisis-looming,
         Homes         ,"       1,688,000       ","Shelter: The number of homes damaged or destroyed in Pakistan has tripled since last week, with 1.688 million houses affected as of 5 September.",Pakistan,2022-09-06 16:32:52+00:00,Analysis,https://reliefweb.int/report/pakistan/pakistan-floods-2022-bi-weekly-highlights-update-2-06-september,Pakistan
 Livestock ," 730,500 ","In addition, government officials report over 800,000 hectares of agricultural land has already been destroyed and around 730,500 livestock lost, leaving several farmers without livelihoods to provide for their own families.",Pakistan,2022-09-06 11:14:37+00:00,News and Press Release,https://reliefweb.int/report/pakistan/immediate-relief-needed-victims-impacted-extreme-flooding-pakistan,
 Agricultural land ," 800,000 hectares ","In addition, government officials report over 800,000 hectares of agricultural land has already been destroyed and around 730,500 livestock lost, leaving several farmers without livelihoods to provide for their own families.",Pakistan,2022-09-06 11:14:37+00:00,News and Press Release,https://reliefweb.int/report/pakistan/immediate-relief-needed-victims-impacted-extreme-flooding-pakistan,
 Homes                 ," 692,000               ","To date, over 300,000 homes have been destroyed and a further 692,000 homes damaged.",Pakistan,2022-09-06 11:14:37+00:00,News and Press Release,https://reliefweb.int/report/pakistan/immediate-relief-needed-victims-impacted-extreme-flooding-pakistan,
 Homes                 ," 300,000               ","To date, over 300,000 homes have been destroyed and a further 692,000 homes damaged.",Pakistan,2022-09-06 11:14:37+00:00,News and Press Release,https://reliefweb.int/report/pakistan/immediate-relief-needed-victims-impacted-extreme-flooding-pakistan,
          Roads            ,       3600km     ,"According to a variety of different data and evidence, 3600km of roads, 356 communication bridges, 1142 shops and 2 million homes have been partially affected or completely destroyed by the floods so far.",Pakistan,2022-09-04 11:10:40+00:00,News and Press Release,https://reliefweb.int/report/pakistan/emergency-response-pakistan-floods-situation-support,
    Communication Bridges  ,       356        ,"According to a variety of different data and evidence, 3600km of roads, 356 communication bridges, 1142 shops and 2 million homes have been partially affected or completely destroyed by the floods so far.",Pakistan,2022-09-04 11:10:40+00:00,News and Press Release,https://reliefweb.int/report/pakistan/emergency-response-pakistan-floods-situation-support,
           Shops           ,       1142       ,"According to a variety of different data and evidence, 3600km of roads, 356 communication bridges, 1142 shops and 2 million homes have been partially affected or completely destroyed by the floods so far.",Pakistan,2022-09-04 11:10:40+00:00,News and Press Release,https://reliefweb.int/report/pakistan/emergency-response-pakistan-floods-situation-support,
           Homes           ,       2M         ,"According to a variety of different data and evidence, 3600km of roads, 356 communication bridges, 1142 shops and 2 million homes have been partially affected or completely destroyed by the floods so far.",Pakistan,2022-09-04 11:10:40+00:00,News and Press Release,https://reliefweb.int/report/pakistan/emergency-response-pakistan-floods-situation-support,
 Houses ," 1,000,000 ","More than 1 million houses washed out and 800,000 livestock have died.",Pakistan,2022-09-04 06:51:29+00:00,News and Press Release,https://reliefweb.int/report/pakistan/qatar-charity-qffd-continue-delivering-relief-aid-flood-hit-people-pakistan,
 Livestock ," 800,000 ","More than 1 million houses washed out and 800,000 livestock have died.",Pakistan,2022-09-04 06:51:29+00:00,News and Press Release,https://reliefweb.int/report/pakistan/qatar-charity-qffd-continue-delivering-relief-aid-flood-hit-people-pakistan,
 Houses ," 326,897 ","Some 235 people lost their lives in the province whereas 326,897 houses are demolished and severely damaged.",Pakistan,2022-09-04 06:51:29+00:00,News and Press Release,https://reliefweb.int/report/pakistan/qatar-charity-qffd-continue-delivering-relief-aid-flood-hit-people-pakistan,
   Accommodation        ,         1720 units             ,A heavy rainfall/ flood in tehsil Daraban 1720 no of houses fully damaged reported.,Pakistan,2022-09-04 04:18:46+00:00,Situation Report,https://reliefweb.int/report/pakistan/provincial-disaster-management-authority-pdma-khyber-pakhtunkhwa-daily-situation-report-3-september-2022-evening,
 House                ," 324,386               ","Over 1,057,388 houses have been damaged, out of which 324,386 have been fully destroyed.",Pakistan,2022-09-04 03:17:43+00:00,News and Press Release,https://reliefweb.int/report/pakistan/iom-calls-urgent-international-humanitarian-support-pakistan,
      Crops           ,       2 million acres         ,"Livelihoods have been decimated as crops have been devastated — 2 million acres have been adversely impacted – and some 735,000 livestock have perished.",Pakistan,2022-09-02 09:34:32+00:00,News and Press Release,https://reliefweb.int/report/pakistan/unhcr-scales-response-catastrophic-floods-pakistan,
         Houses       ,"             650,000            ","Nearly 300,000 houses have been completely destroyed and more than 650,000 have been damaged by rains and floods.",Pakistan,2022-09-02 09:34:32+00:00,News and Press Release,https://reliefweb.int/report/pakistan/unhcr-scales-response-catastrophic-floods-pakistan,
         Houses       ,"             300,000            ","Nearly 300,000 houses have been completely destroyed and more than 650,000 have been damaged by rains and floods.",Pakistan,2022-09-02 09:34:32+00:00,News and Press Release,https://reliefweb.int/report/pakistan/unhcr-scales-response-catastrophic-floods-pakistan,
 Sugar Cane and Corn Crops ," 600,000 to 700,000 Rupees (US$3,000) per year ","And we don’t have food so we can’t eat.” Saleem says the sugar cane and corn crops that are his only source of income have been destroyed by the floods, robbing him of the 600,000 to 700,000 rupees (US$3,000) he would earn in a year, even as new costs mount.",Pakistan,2022-09-02 00:00:00+00:00,News and Press Release,https://reliefweb.int/report/pakistan/pakistans-disastrous-floods-uproot-refugees-and-citizens,
 Livestock                     ," 735,000                            ","According to government figures, over 287,000 houses have been destroyed, and a further 662,000 homes damaged, while 735,000 livestock have perished and 2 million acres of crops are inundated.",Pakistan,2022-09-02 00:00:00+00:00,News and Press Release,https://reliefweb.int/report/pakistan/pakistans-disastrous-floods-uproot-refugees-and-citizens,
 Houses                        ," 287,000 destroyed and 662,000     ","According to government figures, over 287,000 houses have been destroyed, and a further 662,000 homes damaged, while 735,000 livestock have perished and 2 million acres of crops are inundated.",Pakistan,2022-09-02 00:00:00+00:00,News and Press Release,https://reliefweb.int/report/pakistan/pakistans-disastrous-floods-uproot-refugees-and-citizens,
 Crops                         ," 2,000,000 acres                    ","According to government figures, over 287,000 houses have been destroyed, and a further 662,000 homes damaged, while 735,000 livestock have perished and 2 million acres of crops are inundated.",Pakistan,2022-09-02 00:00:00+00:00,News and Press Release,https://reliefweb.int/report/pakistan/pakistans-disastrous-floods-uproot-refugees-and-citizens,
         Housing       ,"         300,000               ","They displaced three million people, destroyed over 300,000 houses, and damaged around 692,000.",Pakistan,2022-09-01 13:15:27+00:00,News and Press Release,https://reliefweb.int/report/pakistan/humanitarian-response-pakistan-floods,
         Housing       ,"         692,000               ","They displaced three million people, destroyed over 300,000 houses, and damaged around 692,000.",Pakistan,2022-09-01 13:15:27+00:00,News and Press Release,https://reliefweb.int/report/pakistan/humanitarian-response-pakistan-floods,
Houses, 100% loss ,"Over 287,000 houses have been fully, and 662,000 partially, destroyed.",Pakistan,2022-09-01 04:22:03+00:00,News and Press Release,https://reliefweb.int/report/pakistan/more-three-million-children-risk-devastating-floods-hit-pakistan,
Houses, 50% loss ,"Over 287,000 houses have been fully, and 662,000 partially, destroyed.",Pakistan,2022-09-01 04:22:03+00:00,News and Press Release,https://reliefweb.int/report/pakistan/more-three-million-children-risk-devastating-floods-hit-pakistan,
 Livestock ," 700,000 head ","Agriculture has also been severely impacted, with an estimated 700,000 heads of livestock lost.",Pakistan,2022-09-01 01:51:48+00:00,News and Press Release,https://reliefweb.int/report/pakistan/australia-should-boost-its-commitment-5-million-towards-flood-relief-pakistan-aid-agencies,
 Houses               ," 730,000 partially damaged      ","Over 370,000 houses have been destroyed and over 730,000 partially damaged.",Pakistan,2022-09-01 00:00:00+00:00,Situation Report,https://reliefweb.int/report/pakistan/unicef-pakistan-humanitarian-situation-report-no-1-floods-31-august-2022,
 Houses               ," 370,000                         ","Over 370,000 houses have been destroyed and over 730,000 partially damaged.",Pakistan,2022-09-01 00:00:00+00:00,Situation Report,https://reliefweb.int/report/pakistan/unicef-pakistan-humanitarian-situation-report-no-1-floods-31-august-2022,
          -           ,               USD 10 billion   ,"These floods alone have by early estimates, cost the country USD 10 billion.",Pakistan,2022-08-31 23:54:38+00:00,News and Press Release,https://reliefweb.int/report/pakistan/pakistan-deadly-floods-reminder-wealthy-countries-remedy-unfettered-climate-change,
 Houses , 50-60% destroyed ,About 50 to 60 percent of houses built with traditional mud construction have been destroyed by the floodwaters and some people are living on riverbanks.,Pakistan,2022-08-31 20:03:20+00:00,News and Press Release,https://reliefweb.int/report/pakistan/pakistan-floods-msf-provides-help-some-areas-hardest-hit,
 Food items                     , 41%                           ,Inflation on food items has reached 41% in a country that is still recovering from the socio-economic impacts of the COVID-19 pandemic.,Pakistan,2022-08-31 16:03:45+00:00,News and Press Release,https://reliefweb.int/report/pakistan/urgent-support-needed-older-people-devastated-floods-pakistan,
         Houses        ,"         1,000,000               ","Nearly one million houses have been damaged, including 300,000 completely damaged.",Pakistan,2022-08-31 15:03:53+00:00,News and Press Release,https://reliefweb.int/report/pakistan/crisisinsight-weekly-picks-31-august-2022,
     Not applicable      ,"              300,000 completely damaged              ","Nearly one million houses have been damaged, including 300,000 completely damaged.",Pakistan,2022-08-31 15:03:53+00:00,News and Press Release,https://reliefweb.int/report/pakistan/crisisinsight-weekly-picks-31-august-2022,
         N/A           ,     161000    ,"According to the Ministry of National Health Services, Regulations and Coordination, at least 1000 people have been killed and 1500 injured as a result of this natural disaster, and more than 161 000 people have been displaced to relief camps.",Pakistan,2022-08-30 15:37:53+00:00,News and Press Release,https://reliefweb.int/report/pakistan/major-health-risks-unfolding-amid-floods-pakistan,
 Houses ," 734,180 partially damaged","Around 317,390 houses have been completely destroyed and another 734,180 partially damaged.",Pakistan,2022-08-30 13:38:48+00:00,News and Press Release,https://reliefweb.int/report/pakistan/record-breaking-rainfall-triggers-displacement-half-million-people-threatens-food-security-pakistan,
 Houses ," 317,390 completely destroyed","Around 317,390 houses have been completely destroyed and another 734,180 partially damaged.",Pakistan,2022-08-30 13:38:48+00:00,News and Press Release,https://reliefweb.int/report/pakistan/record-breaking-rainfall-triggers-displacement-half-million-people-threatens-food-security-pakistan,
      Livestock        ,"           800,000 killed      ","With 2 million acres of crops ruined and 800,000 livestock killed, food is running out in many markets and many families face destitution.",Pakistan,2022-08-30 13:07:11+00:00,News and Press Release,https://reliefweb.int/report/pakistan/more-aid-urgently-needed-pakistans-worst-ever-floods,
      Croplands        ,"           2,000,000 acres     ","With 2 million acres of crops ruined and 800,000 livestock killed, food is running out in many markets and many families face destitution.",Pakistan,2022-08-30 13:07:11+00:00,News and Press Release,https://reliefweb.int/report/pakistan/more-aid-urgently-needed-pakistans-worst-ever-floods,
 Housing               ," 287,000 destroyed, 662,000 partially damaged ","According to the NDMA, between 14 June and 27 August at least 1,033 people were killed and 1,527 people injured, with numbers increasing as rains continue.2 Over 287,000 houses have been destroyed and over 662,000 partially damaged.",Pakistan,2022-08-30 05:13:16+00:00,Appeal,https://reliefweb.int/report/pakistan/pakistan-2022-floods-response-plan-01-sep-2022-28-feb-2023-issued-30-aug-2022,
         N/A           ,"               3,451            ","The monsoon floods have so far resulted in over 1,000 deaths, including 348 children, and destroyed and damaged close to one million homes, 149 bridges and 3,451km of roads.",Pakistan,2022-08-29 23:48:36+00:00,News and Press Release,https://reliefweb.int/report/pakistan/concern-launches-emergency-response-pakistan-floods,
         N/A           ,                149             ,"The monsoon floods have so far resulted in over 1,000 deaths, including 348 children, and destroyed and damaged close to one million homes, 149 bridges and 3,451km of roads.",Pakistan,2022-08-29 23:48:36+00:00,News and Press Release,https://reliefweb.int/report/pakistan/concern-launches-emergency-response-pakistan-floods,
         Houses        ,"            495,000             ","Since mid-June, the monsoons have destroyed 3,000 kilometers of road, 130 bridges and 495,000 homes.",Pakistan,2022-08-29 21:53:21+00:00,News and Press Release,https://reliefweb.int/report/pakistan/more-30-million-people-urgent-need-after-major-floods-devastate-areas-pakistan-and-afghanistan-irc-launches-emergency-response,
 Homes                 ," 3,300                            ",Over 180 people have been killed and upwards of 3300 homes have been destroyed.,Pakistan,2022-08-29 21:53:21+00:00,News and Press Release,https://reliefweb.int/report/pakistan/more-30-million-people-urgent-need-after-major-floods-devastate-areas-pakistan-and-afghanistan-irc-launches-emergency-response,
         Bridges       ,              130               ,"Since mid-June, the monsoons have destroyed 3,000 kilometers of road, 130 bridges and 495,000 homes.",Pakistan,2022-08-29 21:53:21+00:00,News and Press Release,https://reliefweb.int/report/pakistan/more-30-million-people-urgent-need-after-major-floods-devastate-areas-pakistan-and-afghanistan-irc-launches-emergency-response,
          Roads        ,"            3,000 km           ","Since mid-June, the monsoons have destroyed 3,000 kilometers of road, 130 bridges and 495,000 homes.",Pakistan,2022-08-29 21:53:21+00:00,News and Press Release,https://reliefweb.int/report/pakistan/more-30-million-people-urgent-need-after-major-floods-devastate-areas-pakistan-and-afghanistan-irc-launches-emergency-response,
 N/A ," 670,328 houses ","Almost 1,343 people have been injured and about 670,328 houses have been damaged.",Pakistan,2022-08-29 17:27:27+00:00,Situation Report,https://reliefweb.int/report/pakistan/islamic-relief-pakistan-balochistan-flood-emergency-26-august-2022,
 Houses                ," 670,000                        ","Latest Figures released by the National Disaster Management Authority (NDMA) indicate that over 930 people have died and 1,343 have been injured and approximately 670,000 houses have been damaged .",Pakistan,2022-08-29 07:23:41+00:00,News and Press Release,https://reliefweb.int/report/pakistan/pakistan-poverty-alleviation-fund-ppaf-releases-pkr-250m-flood-emergency-response,
 Livestock            ," 793,995                        ","These communities who were already living on edge now need to cope with this sudden shock of lost livelihoods as crops and agricultural land have been damaged and over 793,995 livestock have been lost.",Pakistan,2022-08-29 07:23:41+00:00,News and Press Release,https://reliefweb.int/report/pakistan/pakistan-poverty-alleviation-fund-ppaf-releases-pkr-250m-flood-emergency-response,
 homes ," 700,000 ","Extreme monsoon rainfall has affected millions, with at least 700,000 homes destroyed.",Pakistan,2022-08-28 21:51:24+00:00,News and Press Release,https://reliefweb.int/report/pakistan/uk-assisting-pakistan-flood-relief-efforts,
 N/A                 ," 660,000 houses","The countrywide death toll from the floods has risen to 1,000, over 660,000 houses have been damaged or destroyed, and 2 million acres of crops are flooded.",Pakistan,2022-08-28 00:00:00+00:00,Situation Report,https://reliefweb.int/report/pakistan/pakistan-flood-emergency-response-situation-report-1august-28th-2022,
 N/A                  ," 1,000 ","The countrywide death toll from the floods has risen to 1,000, over 660,000 houses have been damaged or destroyed, and 2 million acres of crops are flooded.",Pakistan,2022-08-28 00:00:00+00:00,Situation Report,https://reliefweb.int/report/pakistan/pakistan-flood-emergency-response-situation-report-1august-28th-2022,
 Crops                ," 2,000,000 acres ","The countrywide death toll from the floods has risen to 1,000, over 660,000 houses have been damaged or destroyed, and 2 million acres of crops are flooded.",Pakistan,2022-08-28 00:00:00+00:00,Situation Report,https://reliefweb.int/report/pakistan/pakistan-flood-emergency-response-situation-report-1august-28th-2022,
 Homes ," 46,000 submerged ","More than 30,000 people were severely affected, with 543 deaths, 627 injuries, over 46,000 homes submerged, and many roads and bridges damaged.",Pakistan,2022-08-27 06:30:23+00:00,News and Press Release,https://reliefweb.int/report/pakistan/qrcs-launches-emergency-response-pakistan-floods-enar,
 N/A                  , 495259                ,"Almost 1,300 people have been injured and about 495,259 houses have been damaged and only almost 83,000 in the last 24 hours.",Pakistan,2022-08-26 14:19:13+00:00,Situation Report,https://reliefweb.int/report/pakistan/pakistan-heavy-monsoon-rains-flash-floods-situation-report-august-25-2022,
 N/A                  , 83000                 ,"Almost 1,300 people have been injured and about 495,259 houses have been damaged and only almost 83,000 in the last 24 hours.",Pakistan,2022-08-26 14:19:13+00:00,Situation Report,https://reliefweb.int/report/pakistan/pakistan-heavy-monsoon-rains-flash-floods-situation-report-august-25-2022,
 Livestock ," 700,000 ","The flooding, landslides, and glacial lake outbursts have destroyed nearly 197,182 homes, led to a loss of an estimated 700,000 livestock, and damaged roads and more than two million acres of crops.",Pakistan,2022-08-25 23:56:49+00:00,News and Press Release,https://reliefweb.int/report/pakistan/concern-worldwide-providing-immediate-humanitarian-assistance-response-flooding-pakistan,
 Crops ," 2,000,000 acres ","The flooding, landslides, and glacial lake outbursts have destroyed nearly 197,182 homes, led to a loss of an estimated 700,000 livestock, and damaged roads and more than two million acres of crops.",Pakistan,2022-08-25 23:56:49+00:00,News and Press Release,https://reliefweb.int/report/pakistan/concern-worldwide-providing-immediate-humanitarian-assistance-response-flooding-pakistan,
 Homes ," 197,182 ","The flooding, landslides, and glacial lake outbursts have destroyed nearly 197,182 homes, led to a loss of an estimated 700,000 livestock, and damaged roads and more than two million acres of crops.",Pakistan,2022-08-25 23:56:49+00:00,News and Press Release,https://reliefweb.int/report/pakistan/concern-worldwide-providing-immediate-humanitarian-assistance-response-flooding-pakistan,
 Crops                 ," 1,000,000 acres                ","The floodwaters have also damaged over 70,000 houses, some one million acres of crops and extensive stretches of roads.",Pakistan,2022-08-23 00:00:00+00:00,News and Press Release,https://reliefweb.int/report/pakistan/european-union-provides-eu350000-assist-floods-victims-pakistan,
 Houses                ," 70,000                         ","The floodwaters have also damaged over 70,000 houses, some one million acres of crops and extensive stretches of roads.",Pakistan,2022-08-23 00:00:00+00:00,News and Press Release,https://reliefweb.int/report/pakistan/european-union-provides-eu350000-assist-floods-victims-pakistan,
 House , 1800 ,"More than 1800 houses were badly damaged, and 110,440 livestock perished.",Pakistan,2022-08-22 18:59:56+00:00,News and Press Release,https://reliefweb.int/report/pakistan/dire-need-focus-climate-emergency-and-humanitarian-crisis-tangible-steps-and-action-required-program-and-policy-level,
 Fully damaged houses ," 39,481 ","Around 49,991 houses were damaged (including 39,481 fully and 10,510 partially damaged).",Pakistan,2022-08-22 06:53:08+00:00,Assessment,https://reliefweb.int/report/pakistan/early-needs-identification-eni-balochistans-flood-affected-districts-jhal-magsi-lasbela-qila-saifullah-and-nushki,
 House ," 30,000 ","Around, 30,000 houses have been damaged.",Pakistan,2022-08-22 06:53:08+00:00,Assessment,https://reliefweb.int/report/pakistan/early-needs-identification-eni-balochistans-flood-affected-districts-jhal-magsi-lasbela-qila-saifullah-and-nushki,
 Partially damaged houses ," 10,510 ","Around 49,991 houses were damaged (including 39,481 fully and 10,510 partially damaged).",Pakistan,2022-08-22 06:53:08+00:00,Assessment,https://reliefweb.int/report/pakistan/early-needs-identification-eni-balochistans-flood-affected-districts-jhal-magsi-lasbela-qila-saifullah-and-nushki,
 Houses ," 49,991 ","Around 49,991 houses were damaged (including 39,481 fully and 10,510 partially damaged).",Pakistan,2022-08-22 06:53:08+00:00,Assessment,https://reliefweb.int/report/pakistan/early-needs-identification-eni-balochistans-flood-affected-districts-jhal-magsi-lasbela-qila-saifullah-and-nushki,
 Not specified        ," 72,500 houses                   ","More than 1,010 individuals have been injured, while damage has been reported to at least 72,500 houses.",Pakistan,2022-08-17 11:59:15+00:00,News and Press Release,https://reliefweb.int/report/pakistan/pakistan-monsoon-rain-update-ndma-pdm-echo-daily-flash-17-august-2022,
       Crops          ,       1 million acres         ,"Furthermore, the Pakistan Food Security and Agriculture Working Group (FSAWG) estimates that more than 1,000 animal shelters have been damaged, and that over 1 million acres of crops have been affected by the recent floods.",Pakistan,2022-08-13 05:13:40+00:00,Situation Report,https://reliefweb.int/report/pakistan/pakistan-2022-flash-floods-situation-report-no-02-12-august-2022,
      Animal shelters ,"           1,000                ","Furthermore, the Pakistan Food Security and Agriculture Working Group (FSAWG) estimates that more than 1,000 animal shelters have been damaged, and that over 1 million acres of crops have been affected by the recent floods.",Pakistan,2022-08-13 05:13:40+00:00,Situation Report,https://reliefweb.int/report/pakistan/pakistan-2022-flash-floods-situation-report-no-02-12-august-2022,
 Houses ," 50,000 (damaged); 10,500 (completely) ","Since 14 June, some 50,000 houses have reportedly been damaged, including around 10,500 completely, as have 3,000 kilometres of road, 42 shops and 119 bridges.",Pakistan,2022-08-13 05:13:40+00:00,Situation Report,https://reliefweb.int/report/pakistan/pakistan-2022-flash-floods-situation-report-no-02-12-august-2022,
 Livestock             ," 107,000 (including 29,000 LR) ","Some 107,000 livestock (including some 29,000 large ruminants) have perished as a result of the floods, according to the NDMA.",Pakistan,2022-08-13 05:13:40+00:00,Situation Report,https://reliefweb.int/report/pakistan/pakistan-2022-flash-floods-situation-report-no-02-12-august-2022,
 Bridges , 119 ,"Since 14 June, some 50,000 houses have reportedly been damaged, including around 10,500 completely, as have 3,000 kilometres of road, 42 shops and 119 bridges.",Pakistan,2022-08-13 05:13:40+00:00,Situation Report,https://reliefweb.int/report/pakistan/pakistan-2022-flash-floods-situation-report-no-02-12-august-2022,
 Shops , 42 ,"Since 14 June, some 50,000 houses have reportedly been damaged, including around 10,500 completely, as have 3,000 kilometres of road, 42 shops and 119 bridges.",Pakistan,2022-08-13 05:13:40+00:00,Situation Report,https://reliefweb.int/report/pakistan/pakistan-2022-flash-floods-situation-report-no-02-12-august-2022,
 Road ," 3,000 (kilometres) ","Since 14 June, some 50,000 houses have reportedly been damaged, including around 10,500 completely, as have 3,000 kilometres of road, 42 shops and 119 bridges.",Pakistan,2022-08-13 05:13:40+00:00,Situation Report,https://reliefweb.int/report/pakistan/pakistan-2022-flash-floods-situation-report-no-02-12-august-2022,
 Homes/houses          ," 50,000 fully/partially destroyed ","• Cumulatively 50,000 houses have either been fully destroyed or partially damaged.",Pakistan,2022-08-09 05:53:53+00:00,Situation Report,https://reliefweb.int/report/pakistan/wfp-pakistan-situation-report-8-august-2022,
 Homes , 70 ,"The villagers reported that within four short hours, waves started to make way from the mountains towards the village, destroying all 70 homes.",Pakistan,2022-08-06 11:32:58+00:00,News and Press Release,https://reliefweb.int/report/pakistan/live-updates-pakistan-floods,
     Houses & Cattle    ,"        Fully: 7, Partially: 5       ",(31st July 2022) 7x houses fully & 5x houses partially damaged and 04x cattle perished.,Pakistan,2022-08-05 00:34:26+00:00,Situation Report,https://reliefweb.int/report/pakistan/ndma-monsoon-2022-daily-situation-report-no-052-1300-hrs-3rd-aug-2022-1300-hrs-4th-aug-2022,
         Cattle        ,             Perished: 4            ,(31st July 2022) 7x houses fully & 5x houses partially damaged and 04x cattle perished.,Pakistan,2022-08-05 00:34:26+00:00,Situation Report,https://reliefweb.int/report/pakistan/ndma-monsoon-2022-daily-situation-report-no-052-1300-hrs-3rd-aug-2022-1300-hrs-4th-aug-2022,
 House , 02 ,(29th July – 01st Aug 2022) 02x houses fully damaged.,Pakistan,2022-08-05 00:34:26+00:00,Situation Report,https://reliefweb.int/report/pakistan/ndma-monsoon-2022-daily-situation-report-no-052-1300-hrs-3rd-aug-2022-1300-hrs-4th-aug-2022,
 Housing               , 1 fully and 4 partially damaged ,01x houses fully & 04x house partially damaged.,Pakistan,2022-08-04 00:51:07+00:00,Situation Report,https://reliefweb.int/report/pakistan/ndma-monsoon-2022-daily-situation-report-no-051-1300-hrs-2nd-aug-2022-1300-hrs-3rd-aug-2022,
 Houses , Fully: 10 / Partially: 5 ,1 0 x houses fully & 05x house partially damaged.,Pakistan,2022-08-04 00:51:07+00:00,Situation Report,https://reliefweb.int/report/pakistan/ndma-monsoon-2022-daily-situation-report-no-051-1300-hrs-2nd-aug-2022-1300-hrs-3rd-aug-2022,
         House        ,             9x partially damaged            ,09x houses partially damaged.,Pakistan,2022-08-04 00:51:07+00:00,Situation Report,https://reliefweb.int/report/pakistan/ndma-monsoon-2022-daily-situation-report-no-051-1300-hrs-2nd-aug-2022-1300-hrs-3rd-aug-2022,
 Crop land , 24 kanal ,(29th July – 01st Aug 2022) 03x houses & 01x madrasa partially damaged and 24x kanal crop land damaged.,Pakistan,2022-08-04 00:51:07+00:00,Situation Report,https://reliefweb.int/report/pakistan/ndma-monsoon-2022-daily-situation-report-no-051-1300-hrs-2nd-aug-2022-1300-hrs-3rd-aug-2022,
 Madrasa , 1 ,(29th July – 01st Aug 2022) 03x houses & 01x madrasa partially damaged and 24x kanal crop land damaged.,Pakistan,2022-08-04 00:51:07+00:00,Situation Report,https://reliefweb.int/report/pakistan/ndma-monsoon-2022-daily-situation-report-no-051-1300-hrs-2nd-aug-2022-1300-hrs-3rd-aug-2022,
 Houses , 3 ,(29th July – 01st Aug 2022) 03x houses & 01x madrasa partially damaged and 24x kanal crop land damaged.,Pakistan,2022-08-04 00:51:07+00:00,Situation Report,https://reliefweb.int/report/pakistan/ndma-monsoon-2022-daily-situation-report-no-051-1300-hrs-2nd-aug-2022-1300-hrs-3rd-aug-2022,
 Crops                 , 156 kanal                         ,(31st July 2022) 10x houses fully & 05x house partially damaged and 156x kanal of corps land.,Pakistan,2022-08-04 00:51:07+00:00,Situation Report,https://reliefweb.int/report/pakistan/ndma-monsoon-2022-daily-situation-report-no-051-1300-hrs-2nd-aug-2022-1300-hrs-3rd-aug-2022,
 Houses                ," 10 fully damaged, 5 partially damaged ",(31st July 2022) 10x houses fully & 05x house partially damaged and 156x kanal of corps land.,Pakistan,2022-08-04 00:51:07+00:00,Situation Report,https://reliefweb.int/report/pakistan/ndma-monsoon-2022-daily-situation-report-no-051-1300-hrs-2nd-aug-2022-1300-hrs-3rd-aug-2022,
 Houses                , Partially Damaged x4           ,(27th July – 31st July 2022) 4x houses partially damaged.,Pakistan,2022-08-04 00:51:07+00:00,Situation Report,https://reliefweb.int/report/pakistan/ndma-monsoon-2022-daily-situation-report-no-051-1300-hrs-2nd-aug-2022-1300-hrs-3rd-aug-2022,
