Number of Buildings Mentioned,What Happened,Type of Building,housing sector losses reported,text,primary_country,date_posted,format,url,NER_extracted_geolocation
 Not specified  , Severely Impacted       , Residence        , Not specified         ,"A further 690,000 homes have been partially damaged by the floods, with the government of Pakistan estimating that about 33 million people, including 11 million children - or 14% of the population - have been severely impacted by the rains, floods, infrastructure damage, and landslides.",Pakistan,2022-08-30 13:43:34+00:00,News and Press Release,https://reliefweb.int/report/pakistan/least-14-people-pakistan-severely-affected-devastating-floods,
 Not specified  , Infrastructure Damage   , Not specified    , Not specified         ,"A further 690,000 homes have been partially damaged by the floods, with the government of Pakistan estimating that about 33 million people, including 11 million children - or 14% of the population - have been severely impacted by the rains, floods, infrastructure damage, and landslides.",Pakistan,2022-08-30 13:43:34+00:00,News and Press Release,https://reliefweb.int/report/pakistan/least-14-people-pakistan-severely-affected-devastating-floods,
 Not specified  , Landslides              , Not specified    , Not specified         ,"A further 690,000 homes have been partially damaged by the floods, with the government of Pakistan estimating that about 33 million people, including 11 million children - or 14% of the population - have been severely impacted by the rains, floods, infrastructure damage, and landslides.",Pakistan,2022-08-30 13:43:34+00:00,News and Press Release,https://reliefweb.int/report/pakistan/least-14-people-pakistan-severely-affected-devastating-floods,
 Not specified  , Destroyed               , Not specified    , Not specified         ,"A further 690,000 homes have been partially damaged by the floods, with the government of Pakistan estimating that about 33 million people, including 11 million children - or 14% of the population - have been severely impacted by the rains, floods, infrastructure damage, and landslides.",Pakistan,2022-08-30 13:43:34+00:00,News and Press Release,https://reliefweb.int/report/pakistan/least-14-people-pakistan-severely-affected-devastating-floods,
---------------------,----------------------------------,-----------------,---------------------------------------,"Since mid-June, the monsoons have destroyed 3,000 kilometers of road, 130 bridges and 495,000 homes.",Pakistan,2022-08-29 21:53:21+00:00,News and Press Release,https://reliefweb.int/report/pakistan/more-30-million-people-urgent-need-after-major-floods-devastate-areas-pakistan-and-afghanistan-irc-launches-emergency-response,
" 495,000             ", Destroyed                           , Household         , N/A                                         ,"Since mid-June, the monsoons have destroyed 3,000 kilometers of road, 130 bridges and 495,000 homes.",Pakistan,2022-08-29 21:53:21+00:00,News and Press Release,https://reliefweb.int/report/pakistan/more-30-million-people-urgent-need-after-major-floods-devastate-areas-pakistan-and-afghanistan-irc-launches-emergency-response,
 130                   , Destroyed                            , Bridge                , N/A                                         ,"Since mid-June, the monsoons have destroyed 3,000 kilometers of road, 130 bridges and 495,000 homes.",Pakistan,2022-08-29 21:53:21+00:00,News and Press Release,https://reliefweb.int/report/pakistan/more-30-million-people-urgent-need-after-major-floods-devastate-areas-pakistan-and-afghanistan-irc-launches-emergency-response,
" 3,000               ", Damaged                               , Road                  , N/A                                        ,"Since mid-June, the monsoons have destroyed 3,000 kilometers of road, 130 bridges and 495,000 homes.",Pakistan,2022-08-29 21:53:21+00:00,News and Press Release,https://reliefweb.int/report/pakistan/more-30-million-people-urgent-need-after-major-floods-devastate-areas-pakistan-and-afghanistan-irc-launches-emergency-response,
---------------------,----------------,---------------,-----------------------,Over 180 people have been killed and upwards of 3300 homes have been destroyed.,Pakistan,2022-08-29 21:53:21+00:00,News and Press Release,https://reliefweb.int/report/pakistan/more-30-million-people-urgent-need-after-major-floods-devastate-areas-pakistan-and-afghanistan-irc-launches-emergency-response,
        3300         ,    Destroyed   ,   Household  ,                       ,Over 180 people have been killed and upwards of 3300 homes have been destroyed.,Pakistan,2022-08-29 21:53:21+00:00,News and Press Release,https://reliefweb.int/report/pakistan/more-30-million-people-urgent-need-after-major-floods-devastate-areas-pakistan-and-afghanistan-irc-launches-emergency-response,
                     ,                ,   Residence  ,                       ,Over 180 people have been killed and upwards of 3300 homes have been destroyed.,Pakistan,2022-08-29 21:53:21+00:00,News and Press Release,https://reliefweb.int/report/pakistan/more-30-million-people-urgent-need-after-major-floods-devastate-areas-pakistan-and-afghanistan-irc-launches-emergency-response,
                     ,                ,               ,        Not given       ,Over 180 people have been killed and upwards of 3300 homes have been destroyed.,Pakistan,2022-08-29 21:53:21+00:00,News and Press Release,https://reliefweb.int/report/pakistan/more-30-million-people-urgent-need-after-major-floods-devastate-areas-pakistan-and-afghanistan-irc-launches-emergency-response,
                     ,     Damaged    ,   Household  ,                       ,Over 180 people have been killed and upwards of 3300 homes have been destroyed.,Pakistan,2022-08-29 21:53:21+00:00,News and Press Release,https://reliefweb.int/report/pakistan/more-30-million-people-urgent-need-after-major-floods-devastate-areas-pakistan-and-afghanistan-irc-launches-emergency-response,
         180         ,    Not given   ,   Not given  ,                       ,Over 180 people have been killed and upwards of 3300 homes have been destroyed.,Pakistan,2022-08-29 21:53:21+00:00,News and Press Release,https://reliefweb.int/report/pakistan/more-30-million-people-urgent-need-after-major-floods-devastate-areas-pakistan-and-afghanistan-irc-launches-emergency-response,
 --- , --- , --- , --- ,"The monsoon floods have so far resulted in over 1,000 deaths, including 348 children, and destroyed and damaged close to one million homes, 149 bridges and 3,451km of roads.",Pakistan,2022-08-29 23:48:36+00:00,News and Press Release,https://reliefweb.int/report/pakistan/concern-launches-emergency-response-pakistan-floods,
 1 million , Damaged/Destroyed , Household/Residence , Not specified ,"The monsoon floods have so far resulted in over 1,000 deaths, including 348 children, and destroyed and damaged close to one million homes, 149 bridges and 3,451km of roads.",Pakistan,2022-08-29 23:48:36+00:00,News and Press Release,https://reliefweb.int/report/pakistan/concern-launches-emergency-response-pakistan-floods,
 149 , Damaged/Destroyed , Bridge , Not specified ,"The monsoon floods have so far resulted in over 1,000 deaths, including 348 children, and destroyed and damaged close to one million homes, 149 bridges and 3,451km of roads.",Pakistan,2022-08-29 23:48:36+00:00,News and Press Release,https://reliefweb.int/report/pakistan/concern-launches-emergency-response-pakistan-floods,
" 3,451km ", Damaged/Destroyed , Road , Not specified ,"The monsoon floods have so far resulted in over 1,000 deaths, including 348 children, and destroyed and damaged close to one million homes, 149 bridges and 3,451km of roads.",Pakistan,2022-08-29 23:48:36+00:00,News and Press Release,https://reliefweb.int/report/pakistan/concern-launches-emergency-response-pakistan-floods,
" 1,000 ", Destroyed , Not specified , Not specified ,"The monsoon floods have so far resulted in over 1,000 deaths, including 348 children, and destroyed and damaged close to one million homes, 149 bridges and 3,451km of roads.",Pakistan,2022-08-29 23:48:36+00:00,News and Press Release,https://reliefweb.int/report/pakistan/concern-launches-emergency-response-pakistan-floods,
 348 , Destroyed , Not specified , Not specified ,"The monsoon floods have so far resulted in over 1,000 deaths, including 348 children, and destroyed and damaged close to one million homes, 149 bridges and 3,451km of roads.",Pakistan,2022-08-29 23:48:36+00:00,News and Press Release,https://reliefweb.int/report/pakistan/concern-launches-emergency-response-pakistan-floods,
---------------------,----------------,-----------------------,------------------------------------,"The estimated number of affected people is around 30 million, and around 1 million houses are totally or partially damaged leaving behind millions in need of urgent shelter.",Pakistan,2022-08-29 10:41:59+00:00,Situation Report,https://reliefweb.int/report/pakistan/flood-disaster-pakistan-situation-report-29-august-2022,
" 1,000,000      ", Totally or partially damaged , Household/Residence , N/A                                      ,"The estimated number of affected people is around 30 million, and around 1 million houses are totally or partially damaged leaving behind millions in need of urgent shelter.",Pakistan,2022-08-29 10:41:59+00:00,Situation Report,https://reliefweb.int/report/pakistan/flood-disaster-pakistan-situation-report-29-august-2022,
 N/A                     , N/A                    , N/A                          , Millions in need of urgent shelter ,"The estimated number of affected people is around 30 million, and around 1 million houses are totally or partially damaged leaving behind millions in need of urgent shelter.",Pakistan,2022-08-29 10:41:59+00:00,Situation Report,https://reliefweb.int/report/pakistan/flood-disaster-pakistan-situation-report-29-august-2022,
 :----------------: , :-----------: , :--------------: , :---------------------------: ,"Latest Figures released by the National Disaster Management Authority (NDMA) indicate that over 930 people have died and 1,343 have been injured and approximately 670,000 houses have been damaged .",Pakistan,2022-08-29 07:23:41+00:00,News and Press Release,https://reliefweb.int/report/pakistan/pakistan-poverty-alleviation-fund-ppaf-releases-pkr-250m-flood-emergency-response,
"       670,000      ",    Damaged    ,    Household     ,              N/A              ,"Latest Figures released by the National Disaster Management Authority (NDMA) indicate that over 930 people have died and 1,343 have been injured and approximately 670,000 houses have been damaged .",Pakistan,2022-08-29 07:23:41+00:00,News and Press Release,https://reliefweb.int/report/pakistan/pakistan-poverty-alleviation-fund-ppaf-releases-pkr-250m-flood-emergency-response,
         N/A        ,   Destroyed   ,    Residence     ,              N/A              ,"Latest Figures released by the National Disaster Management Authority (NDMA) indicate that over 930 people have died and 1,343 have been injured and approximately 670,000 houses have been damaged .",Pakistan,2022-08-29 07:23:41+00:00,News and Press Release,https://reliefweb.int/report/pakistan/pakistan-poverty-alleviation-fund-ppaf-releases-pkr-250m-flood-emergency-response,
         N/A        ,      N/A      ,       N/A        ,          Not Reported         ,"Latest Figures released by the National Disaster Management Authority (NDMA) indicate that over 930 people have died and 1,343 have been injured and approximately 670,000 houses have been damaged .",Pakistan,2022-08-29 07:23:41+00:00,News and Press Release,https://reliefweb.int/report/pakistan/pakistan-poverty-alleviation-fund-ppaf-releases-pkr-250m-flood-emergency-response,
--------------------,----------------,---------------,--------------------------------,"Almost 1,343 people have been injured and about 670,328 houses have been damaged.",Pakistan,2022-08-29 17:27:27+00:00,Situation Report,https://reliefweb.int/report/pakistan/islamic-relief-pakistan-balochistan-flood-emergency-26-august-2022,
"       670,328      ",    Damaged     ,   Household  ,              Not reported                   ,"Almost 1,343 people have been injured and about 670,328 houses have been damaged.",Pakistan,2022-08-29 17:27:27+00:00,Situation Report,https://reliefweb.int/report/pakistan/islamic-relief-pakistan-balochistan-flood-emergency-26-august-2022,
         0          ,    Destroyed   , Not reported ,              Not reported                   ,"Almost 1,343 people have been injured and about 670,328 houses have been damaged.",Pakistan,2022-08-29 17:27:27+00:00,Situation Report,https://reliefweb.int/report/pakistan/islamic-relief-pakistan-balochistan-flood-emergency-26-august-2022,
         0          , Not reported  ,   Residence  ,              Not reported                   ,"Almost 1,343 people have been injured and about 670,328 houses have been damaged.",Pakistan,2022-08-29 17:27:27+00:00,Situation Report,https://reliefweb.int/report/pakistan/islamic-relief-pakistan-balochistan-flood-emergency-26-august-2022,
"       1,343        ", Not reported  , Not reported ,              Not reported                   ,"Almost 1,343 people have been injured and about 670,328 houses have been damaged.",Pakistan,2022-08-29 17:27:27+00:00,Situation Report,https://reliefweb.int/report/pakistan/islamic-relief-pakistan-balochistan-flood-emergency-26-august-2022,
 --- , --- , --- , --- ,"Extreme monsoon rainfall has affected millions, with at least 700,000 homes destroyed.",Pakistan,2022-08-28 21:51:24+00:00,News and Press Release,https://reliefweb.int/report/pakistan/uk-assisting-pakistan-flood-relief-efforts,
" 700,000 ", Destroyed , Household/Residence , N/A (implied large scale losses due to the high number of homes destroyed) ,"Extreme monsoon rainfall has affected millions, with at least 700,000 homes destroyed.",Pakistan,2022-08-28 21:51:24+00:00,News and Press Release,https://reliefweb.int/report/pakistan/uk-assisting-pakistan-flood-relief-efforts,
:-------------------:,:-----------------:,:----------------:,:------------------------------:,"The flood has also badly affected infrastructure, so far 949,858 houses have been damaged across the country.",Pakistan,2022-08-29 01:39:34+00:00,Appeal,https://reliefweb.int/report/pakistan/pakistan-asia-pacific-monsoon-floods-emergency-appeal-no-mdrpk023,
"       949,858       ",      Damaged      ,     Household    ,           Not reported         ,"The flood has also badly affected infrastructure, so far 949,858 houses have been damaged across the country.",Pakistan,2022-08-29 01:39:34+00:00,Appeal,https://reliefweb.int/report/pakistan/pakistan-asia-pacific-monsoon-floods-emergency-appeal-no-mdrpk023,
---------------------,-----------------,----------------,--------------------------------,"Over 900 people were killed by devastating monsoon rains and floods including 326 children and at least 95,350 homes have been destroyed.",Pakistan,2022-08-27 15:09:32+00:00,News and Press Release,https://reliefweb.int/report/pakistan/wateraid-helps-families-hit-devastating-floods-pakistan,
"       95,350        ",     Destroyed   ,    Household    ,           N/A                  ,"Over 900 people were killed by devastating monsoon rains and floods including 326 children and at least 95,350 homes have been destroyed.",Pakistan,2022-08-27 15:09:32+00:00,News and Press Release,https://reliefweb.int/report/pakistan/wateraid-helps-families-hit-devastating-floods-pakistan,
        900          ,       N/A       ,       N/A       ,           N/A                  ,"Over 900 people were killed by devastating monsoon rains and floods including 326 children and at least 95,350 homes have been destroyed.",Pakistan,2022-08-27 15:09:32+00:00,News and Press Release,https://reliefweb.int/report/pakistan/wateraid-helps-families-hit-devastating-floods-pakistan,
        326          ,       N/A       ,     Residence   ,           N/A                  ,"Over 900 people were killed by devastating monsoon rains and floods including 326 children and at least 95,350 homes have been destroyed.",Pakistan,2022-08-27 15:09:32+00:00,News and Press Release,https://reliefweb.int/report/pakistan/wateraid-helps-families-hit-devastating-floods-pakistan,
---------,---------,---------,---------,"The countrywide death toll from the floods has risen to 1,000, over 660,000 houses have been damaged or destroyed, and 2 million acres of crops are flooded.",Pakistan,2022-08-28 00:00:00+00:00,Situation Report,https://reliefweb.int/report/pakistan/pakistan-flood-emergency-response-situation-report-1august-28th-2022,
" 660,000 ", Damaged/Destroyed , Household/Residence , Not mentioned ,"The countrywide death toll from the floods has risen to 1,000, over 660,000 houses have been damaged or destroyed, and 2 million acres of crops are flooded.",Pakistan,2022-08-28 00:00:00+00:00,Situation Report,https://reliefweb.int/report/pakistan/pakistan-flood-emergency-response-situation-report-1august-28th-2022,
 2 million , Flooded , Crops , Not mentioned ,"The countrywide death toll from the floods has risen to 1,000, over 660,000 houses have been damaged or destroyed, and 2 million acres of crops are flooded.",Pakistan,2022-08-28 00:00:00+00:00,Situation Report,https://reliefweb.int/report/pakistan/pakistan-flood-emergency-response-situation-report-1august-28th-2022,
" 1,000 ", - , - , - ,"The countrywide death toll from the floods has risen to 1,000, over 660,000 houses have been damaged or destroyed, and 2 million acres of crops are flooded.",Pakistan,2022-08-28 00:00:00+00:00,Situation Report,https://reliefweb.int/report/pakistan/pakistan-flood-emergency-response-situation-report-1august-28th-2022,
---------------------,--------------------------,----------------------,------------------------------------,"One million people have lost their houses, and the death toll from the five weeks of rains has reached 903, half of whom are children and women.",Pakistan,2022-08-26 00:00:00+00:00,News and Press Release,https://reliefweb.int/report/pakistan/humanitarian-situation-pakistan-spirals-out-control-following-abnormal-monsoon-season,
       0                 ,        N/A                   ,      N/A                 ,"               1,000,000                 ","One million people have lost their houses, and the death toll from the five weeks of rains has reached 903, half of whom are children and women.",Pakistan,2022-08-26 00:00:00+00:00,News and Press Release,https://reliefweb.int/report/pakistan/humanitarian-situation-pakistan-spirals-out-control-following-abnormal-monsoon-season,
      N/A              ,"     Damaged, Destroyed "," Household, Residence ",                     N/A                    ,"One million people have lost their houses, and the death toll from the five weeks of rains has reached 903, half of whom are children and women.",Pakistan,2022-08-26 00:00:00+00:00,News and Press Release,https://reliefweb.int/report/pakistan/humanitarian-situation-pakistan-spirals-out-control-following-abnormal-monsoon-season,
      N/A              ,           N/A                   ,           N/A                ,                   Undisclosed          ,"One million people have lost their houses, and the death toll from the five weeks of rains has reached 903, half of whom are children and women.",Pakistan,2022-08-26 00:00:00+00:00,News and Press Release,https://reliefweb.int/report/pakistan/humanitarian-situation-pakistan-spirals-out-control-following-abnormal-monsoon-season,
---------------------,----------------,---------------,-----------------------,"More than 19,630 houses have been partially damaged, and 7,267 houses have been fully damaged.",Pakistan,2022-08-26 15:14:51+00:00,News and Press Release,https://reliefweb.int/report/pakistan/pakistan-flood-2022-muslim-aid-humanitarian-response-balochistan-2022,
"      26,897         ",   Partially    ,   Household   ,        Not reported    ,"More than 19,630 houses have been partially damaged, and 7,267 houses have been fully damaged.",Pakistan,2022-08-26 15:14:51+00:00,News and Press Release,https://reliefweb.int/report/pakistan/pakistan-flood-2022-muslim-aid-humanitarian-response-balochistan-2022,
"      7,267          ",     Fully      ,   Household   ,        Not reported    ,"More than 19,630 houses have been partially damaged, and 7,267 houses have been fully damaged.",Pakistan,2022-08-26 15:14:51+00:00,News and Press Release,https://reliefweb.int/report/pakistan/pakistan-flood-2022-muslim-aid-humanitarian-response-balochistan-2022,
---------------------,--------------------------------,------------------,--------------------------------,"Almost 1,300 people have been injured and about 495,259 houses have been damaged and only almost 83,000 in the last 24 hours.",Pakistan,2022-08-26 14:19:13+00:00,Situation Report,https://reliefweb.int/report/pakistan/pakistan-heavy-monsoon-rains-flash-floods-situation-report-august-25-2022,
"     495,259         ",           Damaged              ,    Household     ,           Not Reported         ,"Almost 1,300 people have been injured and about 495,259 houses have been damaged and only almost 83,000 in the last 24 hours.",Pakistan,2022-08-26 14:19:13+00:00,Situation Report,https://reliefweb.int/report/pakistan/pakistan-heavy-monsoon-rains-flash-floods-situation-report-august-25-2022,
"       83,000        ",           Damaged              ,    Household     ,           Not Reported         ,"Almost 1,300 people have been injured and about 495,259 houses have been damaged and only almost 83,000 in the last 24 hours.",Pakistan,2022-08-26 14:19:13+00:00,Situation Report,https://reliefweb.int/report/pakistan/pakistan-heavy-monsoon-rains-flash-floods-situation-report-august-25-2022,
"       1,300         ",           Not Applicable       ,     Not Applicable     ,           Not Reported         ,"Almost 1,300 people have been injured and about 495,259 houses have been damaged and only almost 83,000 in the last 24 hours.",Pakistan,2022-08-26 14:19:13+00:00,Situation Report,https://reliefweb.int/report/pakistan/pakistan-heavy-monsoon-rains-flash-floods-situation-report-august-25-2022,
:------------------:,:----------------:,:-------------:,:---------------------:,"The flood impact is quite high, although the assessments are still ongoing, as per NDMA reports approximately 47,000 houses are damaged across the country, out of which more than 9,000 are fully damaged.",Pakistan,2022-08-26 00:37:02+00:00,Situation Report,https://reliefweb.int/report/pakistan/pakistan-monsoon-floods-operation-update-report-ndeg-1-dref-ndeg-mdrpk023,
"       47,000       ",      Damaged     ,   Household   ,                       ,"The flood impact is quite high, although the assessments are still ongoing, as per NDMA reports approximately 47,000 houses are damaged across the country, out of which more than 9,000 are fully damaged.",Pakistan,2022-08-26 00:37:02+00:00,Situation Report,https://reliefweb.int/report/pakistan/pakistan-monsoon-floods-operation-update-report-ndeg-1-dref-ndeg-mdrpk023,
"       9,000        ",     Destroyed    ,   Residence   ,                       ,"The flood impact is quite high, although the assessments are still ongoing, as per NDMA reports approximately 47,000 houses are damaged across the country, out of which more than 9,000 are fully damaged.",Pakistan,2022-08-26 00:37:02+00:00,Situation Report,https://reliefweb.int/report/pakistan/pakistan-monsoon-floods-operation-update-report-ndeg-1-dref-ndeg-mdrpk023,
 --- , --- , --- , --- ,"Since mid-June, when the monsoon began, over 3,000 kilometers of road, 130 bridges and 495,000 homes have been damaged, according to NDMA's situation report.",Pakistan,2022-08-26 08:24:31+00:00,Situation Report,https://reliefweb.int/report/pakistan/international-rescue-committee-pakistan-flood-response-update-1-august-26th-2022,
" 495,000 ", Damaged ," Household, residence ", Not reported ,"Since mid-June, when the monsoon began, over 3,000 kilometers of road, 130 bridges and 495,000 homes have been damaged, according to NDMA's situation report.",Pakistan,2022-08-26 08:24:31+00:00,Situation Report,https://reliefweb.int/report/pakistan/international-rescue-committee-pakistan-flood-response-update-1-august-26th-2022,
 130 , Damaged , Bridge , Not reported ,"Since mid-June, when the monsoon began, over 3,000 kilometers of road, 130 bridges and 495,000 homes have been damaged, according to NDMA's situation report.",Pakistan,2022-08-26 08:24:31+00:00,Situation Report,https://reliefweb.int/report/pakistan/international-rescue-committee-pakistan-flood-response-update-1-august-26th-2022,
 Not reported , Damaged , Road , Not reported ,"Since mid-June, when the monsoon began, over 3,000 kilometers of road, 130 bridges and 495,000 homes have been damaged, according to NDMA's situation report.",Pakistan,2022-08-26 08:24:31+00:00,Situation Report,https://reliefweb.int/report/pakistan/international-rescue-committee-pakistan-flood-response-update-1-august-26th-2022,
---------------------,---------------,-----------------,-----------------------,"Damage has been reported to more than 495,200 houses.",Pakistan,2022-08-25 12:03:21+00:00,News and Press Release,https://reliefweb.int/report/pakistan/pakistan-monsoon-rain-update-ndma-pmd-echo-daily-flash-25-august-2022,
"     495,200         ",    Damaged    ,    Household    ,           N/A         ,"Damage has been reported to more than 495,200 houses.",Pakistan,2022-08-25 12:03:21+00:00,News and Press Release,https://reliefweb.int/report/pakistan/pakistan-monsoon-rain-update-ndma-pmd-echo-daily-flash-25-august-2022,
---------------------,--------------------,-------------------,-----------------------,"The floodwaters have also damaged over 70,000 houses, some one million acres of crops and extensive stretches of roads.",Pakistan,2022-08-23 00:00:00+00:00,News and Press Release,https://reliefweb.int/report/pakistan/european-union-provides-eu350000-assist-floods-victims-pakistan,
"        70,000       ",       Damaged      ,     Household    ,       Not reported    ,"The floodwaters have also damaged over 70,000 houses, some one million acres of crops and extensive stretches of roads.",Pakistan,2022-08-23 00:00:00+00:00,News and Press Release,https://reliefweb.int/report/pakistan/european-union-provides-eu350000-assist-floods-victims-pakistan,
          0          ,      Destroyed     ,     Household    ,       Not reported    ,"The floodwaters have also damaged over 70,000 houses, some one million acres of crops and extensive stretches of roads.",Pakistan,2022-08-23 00:00:00+00:00,News and Press Release,https://reliefweb.int/report/pakistan/european-union-provides-eu350000-assist-floods-victims-pakistan,
          0          ,       Damaged      ,     Residence    ,       Not reported    ,"The floodwaters have also damaged over 70,000 houses, some one million acres of crops and extensive stretches of roads.",Pakistan,2022-08-23 00:00:00+00:00,News and Press Release,https://reliefweb.int/report/pakistan/european-union-provides-eu350000-assist-floods-victims-pakistan,
          0          ,      Destroyed     ,     Residence    ,       Not reported    ,"The floodwaters have also damaged over 70,000 houses, some one million acres of crops and extensive stretches of roads.",Pakistan,2022-08-23 00:00:00+00:00,News and Press Release,https://reliefweb.int/report/pakistan/european-union-provides-eu350000-assist-floods-victims-pakistan,
---------------------,----------------,---------------,--------------------------------,"The flooding, landslides, and glacial lake outbursts have destroyed nearly 197,182 homes, led to a loss of an estimated 700,000 livestock, and damaged roads and more than two million acres of crops.",Pakistan,2022-08-25 23:56:49+00:00,News and Press Release,https://reliefweb.int/report/pakistan/concern-worldwide-providing-immediate-humanitarian-assistance-response-flooding-pakistan,
"       197,182       ",     Destroyed   ,   Household   ,               N/A              ,"The flooding, landslides, and glacial lake outbursts have destroyed nearly 197,182 homes, led to a loss of an estimated 700,000 livestock, and damaged roads and more than two million acres of crops.",Pakistan,2022-08-25 23:56:49+00:00,News and Press Release,https://reliefweb.int/report/pakistan/concern-worldwide-providing-immediate-humanitarian-assistance-response-flooding-pakistan,
       N/A           ,     Damaged     ,   Household   ,               N/A              ,"The flooding, landslides, and glacial lake outbursts have destroyed nearly 197,182 homes, led to a loss of an estimated 700,000 livestock, and damaged roads and more than two million acres of crops.",Pakistan,2022-08-25 23:56:49+00:00,News and Press Release,https://reliefweb.int/report/pakistan/concern-worldwide-providing-immediate-humanitarian-assistance-response-flooding-pakistan,
       N/A           ,     N/A         ,   Residence   ,               N/A              ,"The flooding, landslides, and glacial lake outbursts have destroyed nearly 197,182 homes, led to a loss of an estimated 700,000 livestock, and damaged roads and more than two million acres of crops.",Pakistan,2022-08-25 23:56:49+00:00,News and Press Release,https://reliefweb.int/report/pakistan/concern-worldwide-providing-immediate-humanitarian-assistance-response-flooding-pakistan,
       N/A           ,     N/A         ,   N/A         ,"             700,000            ","The flooding, landslides, and glacial lake outbursts have destroyed nearly 197,182 homes, led to a loss of an estimated 700,000 livestock, and damaged roads and more than two million acres of crops.",Pakistan,2022-08-25 23:56:49+00:00,News and Press Release,https://reliefweb.int/report/pakistan/concern-worldwide-providing-immediate-humanitarian-assistance-response-flooding-pakistan,
       N/A           ,     N/A         ,   N/A         ,"          2,000,000 acres        ","The flooding, landslides, and glacial lake outbursts have destroyed nearly 197,182 homes, led to a loss of an estimated 700,000 livestock, and damaged roads and more than two million acres of crops.",Pakistan,2022-08-25 23:56:49+00:00,News and Press Release,https://reliefweb.int/report/pakistan/concern-worldwide-providing-immediate-humanitarian-assistance-response-flooding-pakistan,
---------------------,----------------------------,------------------,--------------------------------,"Around, 30,000 houses have been damaged.",Pakistan,2022-08-22 06:53:08+00:00,Assessment,https://reliefweb.int/report/pakistan/early-needs-identification-eni-balochistans-flood-affected-districts-jhal-magsi-lasbela-qila-saifullah-and-nushki,
" 30,000              ", Damaged                    , Household        , Not specified                  ,"Around, 30,000 houses have been damaged.",Pakistan,2022-08-22 06:53:08+00:00,Assessment,https://reliefweb.int/report/pakistan/early-needs-identification-eni-balochistans-flood-affected-districts-jhal-magsi-lasbela-qila-saifullah-and-nushki,
--------------------,---------------------,-------------,-----------------------,"More than 1,010 individuals have been injured, while damage has been reported to at least 72,500 houses.",Pakistan,2022-08-17 11:59:15+00:00,News and Press Release,https://reliefweb.int/report/pakistan/pakistan-monsoon-rain-update-ndma-pdm-echo-daily-flash-17-august-2022,
" 72,500             ", Damaged             , Household   , N/A                   ,"More than 1,010 individuals have been injured, while damage has been reported to at least 72,500 houses.",Pakistan,2022-08-17 11:59:15+00:00,News and Press Release,https://reliefweb.int/report/pakistan/pakistan-monsoon-rain-update-ndma-pdm-echo-daily-flash-17-august-2022,
 0                  , Destroyed           , Residence   , N/A                   ,"More than 1,010 individuals have been injured, while damage has been reported to at least 72,500 houses.",Pakistan,2022-08-17 11:59:15+00:00,News and Press Release,https://reliefweb.int/report/pakistan/pakistan-monsoon-rain-update-ndma-pdm-echo-daily-flash-17-august-2022,
" 1,010              ", N/A                 , N/A         , N/A                   ,"More than 1,010 individuals have been injured, while damage has been reported to at least 72,500 houses.",Pakistan,2022-08-17 11:59:15+00:00,News and Press Release,https://reliefweb.int/report/pakistan/pakistan-monsoon-rain-update-ndma-pdm-echo-daily-flash-17-august-2022,
---------------------,---------,----------------------,-------------------------------------------,"Since 14 June, some 50,000 houses have reportedly been damaged, including around 10,500 completely, as have 3,000 kilometres of road, 42 shops and 119 bridges.",Pakistan,2022-08-13 05:13:40+00:00,Situation Report,https://reliefweb.int/report/pakistan/pakistan-2022-flash-floods-situation-report-no-02-12-august-2022,
" 50,000 ", Damaged , Household , - ,"Since 14 June, some 50,000 houses have reportedly been damaged, including around 10,500 completely, as have 3,000 kilometres of road, 42 shops and 119 bridges.",Pakistan,2022-08-13 05:13:40+00:00,Situation Report,https://reliefweb.int/report/pakistan/pakistan-2022-flash-floods-situation-report-no-02-12-august-2022,
" 10,500 ", Destroyed , Household , - ,"Since 14 June, some 50,000 houses have reportedly been damaged, including around 10,500 completely, as have 3,000 kilometres of road, 42 shops and 119 bridges.",Pakistan,2022-08-13 05:13:40+00:00,Situation Report,https://reliefweb.int/report/pakistan/pakistan-2022-flash-floods-situation-report-no-02-12-august-2022,
 42 , Damaged , Shop , - ,"Since 14 June, some 50,000 houses have reportedly been damaged, including around 10,500 completely, as have 3,000 kilometres of road, 42 shops and 119 bridges.",Pakistan,2022-08-13 05:13:40+00:00,Situation Report,https://reliefweb.int/report/pakistan/pakistan-2022-flash-floods-situation-report-no-02-12-august-2022,
 119 , Damaged , Bridge , - ,"Since 14 June, some 50,000 houses have reportedly been damaged, including around 10,500 completely, as have 3,000 kilometres of road, 42 shops and 119 bridges.",Pakistan,2022-08-13 05:13:40+00:00,Situation Report,https://reliefweb.int/report/pakistan/pakistan-2022-flash-floods-situation-report-no-02-12-august-2022,
" 3,000 ", Damaged , Road , - ,"Since 14 June, some 50,000 houses have reportedly been damaged, including around 10,500 completely, as have 3,000 kilometres of road, 42 shops and 119 bridges.",Pakistan,2022-08-13 05:13:40+00:00,Situation Report,https://reliefweb.int/report/pakistan/pakistan-2022-flash-floods-situation-report-no-02-12-august-2022,
 --- , --- , --- , --- ,"Furthermore, the Pakistan Food Security and Agriculture Working Group (FSAWG) estimates that more than 1,000 animal shelters have been damaged, and that over 1 million acres of crops have been affected by the recent floods.",Pakistan,2022-08-13 05:13:40+00:00,Situation Report,https://reliefweb.int/report/pakistan/pakistan-2022-flash-floods-situation-report-no-02-12-august-2022,
