Number of Buildings Mentioned,What Happened,Type of Building,text,primary_country,date_posted,format,url,NER_extracted_geolocation
55,Damaged,Health Facilities,"The health situation is particularly dire, overstretched by COVID-19 and an ongoing cholera crisis, where at least 55 health facilities have been damaged by the earthquakes.",Syria,2023-02-28 08:05:43+00:00,Situation Report,https://reliefweb.int/report/syrian-arab-republic/earthquakes-north-west-syria-flash-update-no-14-28-february-2023,
" 10,000              ", Partially Destroyed , Not Specified ,"The earthquakes have affected at least 96 communities and 35 sub-districts in NWS; more than 10,000 buildings have been partially or completely destroyed, leaving over 11,000 people homeless.",Syria,2023-02-27 17:57:47+00:00,Situation Report,https://reliefweb.int/report/syrian-arab-republic/whole-syria-emergency-response-earthquake-27-february-2023,
" 10,000              ", Completely Destroyed , Not Specified ,"The earthquakes have affected at least 96 communities and 35 sub-districts in NWS; more than 10,000 buildings have been partially or completely destroyed, leaving over 11,000 people homeless.",Syria,2023-02-27 17:57:47+00:00,Situation Report,https://reliefweb.int/report/syrian-arab-republic/whole-syria-emergency-response-earthquake-27-february-2023,
" 11,000              ", N/A             , Household/Residence ,"The earthquakes have affected at least 96 communities and 35 sub-districts in NWS; more than 10,000 buildings have been partially or completely destroyed, leaving over 11,000 people homeless.",Syria,2023-02-27 17:57:47+00:00,Situation Report,https://reliefweb.int/report/syrian-arab-republic/whole-syria-emergency-response-earthquake-27-february-2023,
" 47,000 ", severely damaged , Buildings ,"Some 47,000 buildings were severely damaged, as well as roads, limiting access to the affected areas, specifically remote districts and villages.",Türkiye,2023-02-27 16:27:23+00:00,Assessment,https://reliefweb.int/report/turkiye/kahramanmaras-earthquake-turkiye-rapid-market-assessment-dire-humanitarian-situation-6-february-2023,
       1.25 million   ,  destroyed     ,  Household    ,"The Global Rapid Post-Disaster Damage Estimation (GRADE) Report, which focuses on the direct physical damages in Türkiye, also estimates that 1.25 million people have been rendered temporarily homeless due to moderate to severe damage or complete building collapse.",Türkiye,2023-02-27 15:06:15+00:00,Assessment,https://reliefweb.int/report/turkiye/global-rapid-post-disaster-damage-estimation-grade-report-february-6-2023-kahramanmaras-earthquakes-turkiye-report,Türkiye
       1.25 million   ,  damaged       ,  Household    ,"The Global Rapid Post-Disaster Damage Estimation (GRADE) Report, which focuses on the direct physical damages in Türkiye, also estimates that 1.25 million people have been rendered temporarily homeless due to moderate to severe damage or complete building collapse.",Türkiye,2023-02-27 15:06:15+00:00,Assessment,https://reliefweb.int/report/turkiye/global-rapid-post-disaster-damage-estimation-grade-report-february-6-2023-kahramanmaras-earthquakes-turkiye-report,Türkiye
       1.25 million   ,  collapsed     ,  Household    ,"The Global Rapid Post-Disaster Damage Estimation (GRADE) Report, which focuses on the direct physical damages in Türkiye, also estimates that 1.25 million people have been rendered temporarily homeless due to moderate to severe damage or complete building collapse.",Türkiye,2023-02-27 15:06:15+00:00,Assessment,https://reliefweb.int/report/turkiye/global-rapid-post-disaster-damage-estimation-grade-report-february-6-2023-kahramanmaras-earthquakes-turkiye-report,Türkiye
       0.53          ,   Damaged     ,   Household      ,"Direct damages to residential buildings account for 53% ($18 billion) of the total damage, with 28% of damage ($9.7 billion) in non-residential buildings (e.g., health facilities, schools, government buildings, and private sector buildings), and 19% of damage ($6.4 billion) related to infrastructure (e.g., roads, power, water supply).",Türkiye,2023-02-27 15:06:15+00:00,Assessment,https://reliefweb.int/report/turkiye/global-rapid-post-disaster-damage-estimation-grade-report-february-6-2023-kahramanmaras-earthquakes-turkiye-report,
       0.28          ,   Damaged     ,   Non-residential,"Direct damages to residential buildings account for 53% ($18 billion) of the total damage, with 28% of damage ($9.7 billion) in non-residential buildings (e.g., health facilities, schools, government buildings, and private sector buildings), and 19% of damage ($6.4 billion) related to infrastructure (e.g., roads, power, water supply).",Türkiye,2023-02-27 15:06:15+00:00,Assessment,https://reliefweb.int/report/turkiye/global-rapid-post-disaster-damage-estimation-grade-report-february-6-2023-kahramanmaras-earthquakes-turkiye-report,
       0.19          ,   Damaged     ,   Infrastructure ,"Direct damages to residential buildings account for 53% ($18 billion) of the total damage, with 28% of damage ($9.7 billion) in non-residential buildings (e.g., health facilities, schools, government buildings, and private sector buildings), and 19% of damage ($6.4 billion) related to infrastructure (e.g., roads, power, water supply).",Türkiye,2023-02-27 15:06:15+00:00,Assessment,https://reliefweb.int/report/turkiye/global-rapid-post-disaster-damage-estimation-grade-report-february-6-2023-kahramanmaras-earthquakes-turkiye-report,
        18           ,   Billion USD ,        -         ,"Direct damages to residential buildings account for 53% ($18 billion) of the total damage, with 28% of damage ($9.7 billion) in non-residential buildings (e.g., health facilities, schools, government buildings, and private sector buildings), and 19% of damage ($6.4 billion) related to infrastructure (e.g., roads, power, water supply).",Türkiye,2023-02-27 15:06:15+00:00,Assessment,https://reliefweb.int/report/turkiye/global-rapid-post-disaster-damage-estimation-grade-report-february-6-2023-kahramanmaras-earthquakes-turkiye-report,
       9.7           ,   Billion USD ,        -         ,"Direct damages to residential buildings account for 53% ($18 billion) of the total damage, with 28% of damage ($9.7 billion) in non-residential buildings (e.g., health facilities, schools, government buildings, and private sector buildings), and 19% of damage ($6.4 billion) related to infrastructure (e.g., roads, power, water supply).",Türkiye,2023-02-27 15:06:15+00:00,Assessment,https://reliefweb.int/report/turkiye/global-rapid-post-disaster-damage-estimation-grade-report-february-6-2023-kahramanmaras-earthquakes-turkiye-report,
       6.4           ,   Billion USD ,        -         ,"Direct damages to residential buildings account for 53% ($18 billion) of the total damage, with 28% of damage ($9.7 billion) in non-residential buildings (e.g., health facilities, schools, government buildings, and private sector buildings), and 19% of damage ($6.4 billion) related to infrastructure (e.g., roads, power, water supply).",Türkiye,2023-02-27 15:06:15+00:00,Assessment,https://reliefweb.int/report/turkiye/global-rapid-post-disaster-damage-estimation-grade-report-february-6-2023-kahramanmaras-earthquakes-turkiye-report,
         1          ,              Destroyed              ,    Household     ,Many aftershocks followed the earthquake and a second major earthquake hit the region after 9 hours with 7.5 magnitude causing serious further damage and destruction of damaged buildings.,Türkiye,2023-02-25 15:03:24+00:00,Situation Report,https://reliefweb.int/report/turkiye/turkey-earthquake-emergency-situation-report-24022023,
         1          ,               Damaged               ,    Residence     ,Many aftershocks followed the earthquake and a second major earthquake hit the region after 9 hours with 7.5 magnitude causing serious further damage and destruction of damaged buildings.,Türkiye,2023-02-25 15:03:24+00:00,Situation Report,https://reliefweb.int/report/turkiye/turkey-earthquake-emergency-situation-report-24022023,
"       800,000       ",     Not specified    ,   Household       ,"""Among those affected by the earthquakes are some of the 800,000 Syrian refugee children Türkiye has so generously hosted over the past decade.",Türkiye,2023-02-25 00:03:47+00:00,News and Press Release,https://reliefweb.int/report/turkiye/unicef-geneva-palais-briefing-note-situation-earthquake-affected-children-and-families-turkiye,Türkiye
        1            ,      Damaged         ,   Residence       ,"""Among those affected by the earthquakes are some of the 800,000 Syrian refugee children Türkiye has so generously hosted over the past decade.",Türkiye,2023-02-25 00:03:47+00:00,News and Press Release,https://reliefweb.int/report/turkiye/unicef-geneva-palais-briefing-note-situation-earthquake-affected-children-and-families-turkiye,Türkiye
 55 , Partially/Fully Damaged , Hospitals/Clinics/Health Centers ,"55 health facilities were partially or fully damaged and medical, surgical equipment are limited as well as ICU beds.",Syria,2023-02-24 18:24:52+00:00,Situation Report,https://reliefweb.int/report/syrian-arab-republic/northwest-syria-earthquake-february-2023-bi-weekly-highlights-24022023,
         323         ,    Damaged    ,  Education Facilities ,Nearly 40% of schools were reported to be damaged (323 educational facilities).,Syria,2023-02-24 18:24:52+00:00,Situation Report,https://reliefweb.int/report/syrian-arab-republic/northwest-syria-earthquake-february-2023-bi-weekly-highlights-24022023,
         145         ,     damaged   ,   health centers ,● Health: Seven hospitals and 145 health facilities have been damaged across Syria.,Syria,2023-02-24 17:58:50+00:00,Situation Report,https://reliefweb.int/report/syrian-arab-republic/syria-earthquake-february-2023-government-controlled-areas-bi-weekly-highlights-24022023,Syria
          7          ,     damaged   ,    hospitals     ,● Health: Seven hospitals and 145 health facilities have been damaged across Syria.,Syria,2023-02-24 17:58:50+00:00,Situation Report,https://reliefweb.int/report/syrian-arab-republic/syria-earthquake-february-2023-government-controlled-areas-bi-weekly-highlights-24022023,Syria
 40 , Out of Service ," Schools (Elementary, Secondary/High, Pre-school facilities) ","Legal response hotlines are set to help with loss of identification documents as people in the affected governorates lost their identification and HLP documents.. ● Education: At least 1,941 schools were damaged, 40 of which were out of service with 21 teachers and 123 students killed by the earthquake.",Syria,2023-02-24 17:58:50+00:00,Situation Report,https://reliefweb.int/report/syrian-arab-republic/syria-earthquake-february-2023-government-controlled-areas-bi-weekly-highlights-24022023,
 12     , Electricity outage , Energy supply ,● Logistics: More than 12 hours of electricity outage per day and weak internet communication as well as significant fuel shortages are hampering the response.,Syria,2023-02-24 17:58:50+00:00,Situation Report,https://reliefweb.int/report/syrian-arab-republic/syria-earthquake-february-2023-government-controlled-areas-bi-weekly-highlights-24022023,
" 1,941 ", Damaged ," Schools (Elementary, Secondary/High, Pre-school facilities) ","Legal response hotlines are set to help with loss of identification documents as people in the affected governorates lost their identification and HLP documents.. ● Education: At least 1,941 schools were damaged, 40 of which were out of service with 21 teachers and 123 students killed by the earthquake.",Syria,2023-02-24 17:58:50+00:00,Situation Report,https://reliefweb.int/report/syrian-arab-republic/syria-earthquake-february-2023-government-controlled-areas-bi-weekly-highlights-24022023,
 600 , Temporarily Re-opened , Mosques ,"Following the 20 February 6.4 magnitude aftershock, an additional six hundred mosques and eight schools were temporarily re-opened to newly displaced people.",Syria,2023-02-24 12:41:33+00:00,Situation Report,https://reliefweb.int/report/syrian-arab-republic/syria-hct-protection-sector-earthquake-update-february-24-2023,
 8 , Temporarily Re-opened , Schools ,"Following the 20 February 6.4 magnitude aftershock, an additional six hundred mosques and eight schools were temporarily re-opened to newly displaced people.",Syria,2023-02-24 12:41:33+00:00,Situation Report,https://reliefweb.int/report/syrian-arab-republic/syria-hct-protection-sector-earthquake-update-february-24-2023,
" 156,000 ", Completely collapsed or require demolition , Household and offices ,"According to the Turkish Ministry of Environment, Urbanization and Climate Change, of the more than one million structures inspected so far, 156,000 buildings containing 507,000 separate homes and offices have either completely collapsed or are so damaged they will require demolition.",Türkiye,2023-02-24 09:34:05+00:00,News and Press Release,https://reliefweb.int/report/turkiye/millions-tons-earthquake-rubble-await-removal-turkiye-entr,
" 507,000 ", Damaged and require demolition , Household and offices ,"According to the Turkish Ministry of Environment, Urbanization and Climate Change, of the more than one million structures inspected so far, 156,000 buildings containing 507,000 separate homes and offices have either completely collapsed or are so damaged they will require demolition.",Türkiye,2023-02-24 09:34:05+00:00,News and Press Release,https://reliefweb.int/report/turkiye/millions-tons-earthquake-rubble-await-removal-turkiye-entr,
"       156,000       ",       Severely damaged ,    Household     ,"The Urbanization Minister of Türkiye said 156,000 buildings and more than 500,000 apartments were destroyed or severely damaged by the earthquake.",Türkiye,2023-02-23 23:31:37+00:00,Situation Report,https://reliefweb.int/report/turkiye/devastating-earthquakes-southern-turkiye-and-northern-thursday-23-february-2023-situation-report-14-updated-2100-gmt3-turkiye-syria-earthquakes-7000-aftershocks-response,
"       500,000       ",       Severely damaged ,    Residence     ,"The Urbanization Minister of Türkiye said 156,000 buildings and more than 500,000 apartments were destroyed or severely damaged by the earthquake.",Türkiye,2023-02-23 23:31:37+00:00,Situation Report,https://reliefweb.int/report/turkiye/devastating-earthquakes-southern-turkiye-and-northern-thursday-23-february-2023-situation-report-14-updated-2100-gmt3-turkiye-syria-earthquakes-7000-aftershocks-response,
"       500,000       ",       Destroyed        ,    Residence     ,"The Urbanization Minister of Türkiye said 156,000 buildings and more than 500,000 apartments were destroyed or severely damaged by the earthquake.",Türkiye,2023-02-23 23:31:37+00:00,Situation Report,https://reliefweb.int/report/turkiye/devastating-earthquakes-southern-turkiye-and-northern-thursday-23-february-2023-situation-report-14-updated-2100-gmt3-turkiye-syria-earthquakes-7000-aftershocks-response,
"       156,000       ",       Destroyed        ,    Household     ,"The Urbanization Minister of Türkiye said 156,000 buildings and more than 500,000 apartments were destroyed or severely damaged by the earthquake.",Türkiye,2023-02-23 23:31:37+00:00,Situation Report,https://reliefweb.int/report/turkiye/devastating-earthquakes-southern-turkiye-and-northern-thursday-23-february-2023-situation-report-14-updated-2100-gmt3-turkiye-syria-earthquakes-7000-aftershocks-response,
         1           ,      Closed         ,"  Elementary School, Pre-school facility, Training centre ",Schools in the impacted provinces will not open until March 1st.,Türkiye,2023-02-23 15:03:08+00:00,Assessment,https://reliefweb.int/report/turkiye/multi-sectoral-initial-rapid-needs-assessment-mental-health-and-psychosocial-support-child-protection-kahramanmaras-earthquake-february-2023,
         1           ,      Closed         ,          Kindergarten  ,Schools in the impacted provinces will not open until March 1st.,Türkiye,2023-02-23 15:03:08+00:00,Assessment,https://reliefweb.int/report/turkiye/multi-sectoral-initial-rapid-needs-assessment-mental-health-and-psychosocial-support-child-protection-kahramanmaras-earthquake-february-2023,
         1           ,      Closed         ,             University ,Schools in the impacted provinces will not open until March 1st.,Türkiye,2023-02-23 15:03:08+00:00,Assessment,https://reliefweb.int/report/turkiye/multi-sectoral-initial-rapid-needs-assessment-mental-health-and-psychosocial-support-child-protection-kahramanmaras-earthquake-february-2023,
         1           ,      Closed         ,             Education Facility ,Schools in the impacted provinces will not open until March 1st.,Türkiye,2023-02-23 15:03:08+00:00,Assessment,https://reliefweb.int/report/turkiye/multi-sectoral-initial-rapid-needs-assessment-mental-health-and-psychosocial-support-child-protection-kahramanmaras-earthquake-february-2023,
         1           ,      Closed         ,            Military School ,Schools in the impacted provinces will not open until March 1st.,Türkiye,2023-02-23 15:03:08+00:00,Assessment,https://reliefweb.int/report/turkiye/multi-sectoral-initial-rapid-needs-assessment-mental-health-and-psychosocial-support-child-protection-kahramanmaras-earthquake-february-2023,
         1           ,      Closed         ,            Prison School ,Schools in the impacted provinces will not open until March 1st.,Türkiye,2023-02-23 15:03:08+00:00,Assessment,https://reliefweb.int/report/turkiye/multi-sectoral-initial-rapid-needs-assessment-mental-health-and-psychosocial-support-child-protection-kahramanmaras-earthquake-february-2023,
         1           ,      Closed         ,           Secondary/High School ,Schools in the impacted provinces will not open until March 1st.,Türkiye,2023-02-23 15:03:08+00:00,Assessment,https://reliefweb.int/report/turkiye/multi-sectoral-initial-rapid-needs-assessment-mental-health-and-psychosocial-support-child-protection-kahramanmaras-earthquake-february-2023,
         1           ,      Closed         ,             College ,Schools in the impacted provinces will not open until March 1st.,Türkiye,2023-02-23 15:03:08+00:00,Assessment,https://reliefweb.int/report/turkiye/multi-sectoral-initial-rapid-needs-assessment-mental-health-and-psychosocial-support-child-protection-kahramanmaras-earthquake-february-2023,
            802               ,           Damaged/Destroyed                ,  Hospitals/Clinics/Health Centres/Not mentioned ,"Since the beginning of the conflict, WHO has verified 802 attacks on health care, which have resulted in 101 deaths of health workers and patients.",Syria,2023-02-22 22:26:13+00:00,News and Press Release,https://reliefweb.int/report/syrian-arab-republic/who-director-generals-opening-remarks-media-briefing-22-february-2023,
         15         ,        damaged       ,     hospitals     ,"In Türkiye, at least 15 hospitals have been damaged with many health facilities affected.",Syria,2023-02-22 22:26:13+00:00,News and Press Release,https://reliefweb.int/report/syrian-arab-republic/who-director-generals-opening-remarks-media-briefing-22-february-2023,Türkiye
 11000 , Homeless ,  ,"The number of affected families from this earthquake is over 11,000 families who are now homeless.",Syria,2023-02-22 22:02:52+00:00,Situation Report,https://reliefweb.int/report/syrian-arab-republic/humanitarian-situation-north-west-syria-following-devastating-earthquake-situation-report-v13-18-february-2023-enar,
" 13,700 ", Damaged/Destroyed               , Vehicles                       ,"13.700 vehicles are in the affected area; excavators, tractors, cranes, dozers, trucks, water trucks, trailers, graders, vacuum trucks, and construction machinery, along with 38 ships commissioned.",Türkiye,2023-02-22 17:07:06+00:00,Situation Report,https://reliefweb.int/report/turkiye/kahramanmaras-earthquake-situation-report-ii-22022023,
 38     , N/A                             , Ships                          ,"13.700 vehicles are in the affected area; excavators, tractors, cranes, dozers, trucks, water trucks, trailers, graders, vacuum trucks, and construction machinery, along with 38 ships commissioned.",Türkiye,2023-02-22 17:07:06+00:00,Situation Report,https://reliefweb.int/report/turkiye/kahramanmaras-earthquake-situation-report-ii-22022023,
1,Damaged,Mosque,"Another quake can come, and a building can fall on you at any moment; the psychology of the situation is brutal.” Eventually, Rama and Hussam – just shy of 24 hours before the first quake had forced them from their home – found shelter in a mosque that had heating.",Türkiye,2023-02-22 14:56:41+00:00,News and Press Release,https://reliefweb.int/report/turkiye/humanitarian-spirit-war-syria-earthquake-turkiye,
1,Forced out of home,Residence/household,"Another quake can come, and a building can fall on you at any moment; the psychology of the situation is brutal.” Eventually, Rama and Hussam – just shy of 24 hours before the first quake had forced them from their home – found shelter in a mosque that had heating.",Türkiye,2023-02-22 14:56:41+00:00,News and Press Release,https://reliefweb.int/report/turkiye/humanitarian-spirit-war-syria-earthquake-turkiye,
          1          ,     Damaged   ,  Health Centre   ,"13 UNRWA installations have been reported as damaged across the north (including 3 schools and 1 library, 1 Training Centre, 1 CBO, 1 Health Centre, 1 Clinic, 1 RSSP Office, 1 Distribution Centre and 2 Microfinance Offices).",Syria,2023-02-22 11:41:04+00:00,Assessment,https://reliefweb.int/report/syrian-arab-republic/earthquake-syria-rapid-assessment-report-latakia-aleppo-and-homs-16th-february-2023,
          1          ,     Damaged   ,  Training Centre ,"13 UNRWA installations have been reported as damaged across the north (including 3 schools and 1 library, 1 Training Centre, 1 CBO, 1 Health Centre, 1 Clinic, 1 RSSP Office, 1 Distribution Centre and 2 Microfinance Offices).",Syria,2023-02-22 11:41:04+00:00,Assessment,https://reliefweb.int/report/syrian-arab-republic/earthquake-syria-rapid-assessment-report-latakia-aleppo-and-homs-16th-february-2023,
          1          ,     Damaged   ,  Library         ,"13 UNRWA installations have been reported as damaged across the north (including 3 schools and 1 library, 1 Training Centre, 1 CBO, 1 Health Centre, 1 Clinic, 1 RSSP Office, 1 Distribution Centre and 2 Microfinance Offices).",Syria,2023-02-22 11:41:04+00:00,Assessment,https://reliefweb.int/report/syrian-arab-republic/earthquake-syria-rapid-assessment-report-latakia-aleppo-and-homs-16th-february-2023,
          3          ,     Damaged   ,  Schools         ,"13 UNRWA installations have been reported as damaged across the north (including 3 schools and 1 library, 1 Training Centre, 1 CBO, 1 Health Centre, 1 Clinic, 1 RSSP Office, 1 Distribution Centre and 2 Microfinance Offices).",Syria,2023-02-22 11:41:04+00:00,Assessment,https://reliefweb.int/report/syrian-arab-republic/earthquake-syria-rapid-assessment-report-latakia-aleppo-and-homs-16th-february-2023,
          1          ,     Damaged   ,  Clinic          ,"13 UNRWA installations have been reported as damaged across the north (including 3 schools and 1 library, 1 Training Centre, 1 CBO, 1 Health Centre, 1 Clinic, 1 RSSP Office, 1 Distribution Centre and 2 Microfinance Offices).",Syria,2023-02-22 11:41:04+00:00,Assessment,https://reliefweb.int/report/syrian-arab-republic/earthquake-syria-rapid-assessment-report-latakia-aleppo-and-homs-16th-february-2023,
          1          ,     Damaged   ,  RSSP Office     ,"13 UNRWA installations have been reported as damaged across the north (including 3 schools and 1 library, 1 Training Centre, 1 CBO, 1 Health Centre, 1 Clinic, 1 RSSP Office, 1 Distribution Centre and 2 Microfinance Offices).",Syria,2023-02-22 11:41:04+00:00,Assessment,https://reliefweb.int/report/syrian-arab-republic/earthquake-syria-rapid-assessment-report-latakia-aleppo-and-homs-16th-february-2023,
          1          ,     Damaged   ,  Distribution Centre ,"13 UNRWA installations have been reported as damaged across the north (including 3 schools and 1 library, 1 Training Centre, 1 CBO, 1 Health Centre, 1 Clinic, 1 RSSP Office, 1 Distribution Centre and 2 Microfinance Offices).",Syria,2023-02-22 11:41:04+00:00,Assessment,https://reliefweb.int/report/syrian-arab-republic/earthquake-syria-rapid-assessment-report-latakia-aleppo-and-homs-16th-february-2023,
          2          ,     Damaged   ,  Microfinance Offices ,"13 UNRWA installations have been reported as damaged across the north (including 3 schools and 1 library, 1 Training Centre, 1 CBO, 1 Health Centre, 1 Clinic, 1 RSSP Office, 1 Distribution Centre and 2 Microfinance Offices).",Syria,2023-02-22 11:41:04+00:00,Assessment,https://reliefweb.int/report/syrian-arab-republic/earthquake-syria-rapid-assessment-report-latakia-aleppo-and-homs-16th-february-2023,
          1          ,     Damaged   ,  CBO             ,"13 UNRWA installations have been reported as damaged across the north (including 3 schools and 1 library, 1 Training Centre, 1 CBO, 1 Health Centre, 1 Clinic, 1 RSSP Office, 1 Distribution Centre and 2 Microfinance Offices).",Syria,2023-02-22 11:41:04+00:00,Assessment,https://reliefweb.int/report/syrian-arab-republic/earthquake-syria-rapid-assessment-report-latakia-aleppo-and-homs-16th-february-2023,
 3         , Damaged  , School            ,"13 UNRWA installations have been reported as damaged across the north (including 3 schools and 1 library, 1 Training Centre, 1 CBO, 1 Health Centre, 1 Clinic, 1 RSSP Office, 1 Distribution Centre and 2 Microfinance Offices).",Syria,2023-02-22 11:41:04+00:00,Assessment,https://reliefweb.int/report/syrian-arab-republic/earthquake-syria-rapid-assessment-report-latakia-aleppo-and-homs-16th-february-2023,
 2         , Damaged  , Microfinance Offices ,"13 UNRWA installations have been reported as damaged across the north (including 3 schools and 1 library, 1 Training Centre, 1 CBO, 1 Health Centre, 1 Clinic, 1 RSSP Office, 1 Distribution Centre and 2 Microfinance Offices).",Syria,2023-02-22 11:41:04+00:00,Assessment,https://reliefweb.int/report/syrian-arab-republic/earthquake-syria-rapid-assessment-report-latakia-aleppo-and-homs-16th-february-2023,
 1         , Damaged  , Distribution Centre ,"13 UNRWA installations have been reported as damaged across the north (including 3 schools and 1 library, 1 Training Centre, 1 CBO, 1 Health Centre, 1 Clinic, 1 RSSP Office, 1 Distribution Centre and 2 Microfinance Offices).",Syria,2023-02-22 11:41:04+00:00,Assessment,https://reliefweb.int/report/syrian-arab-republic/earthquake-syria-rapid-assessment-report-latakia-aleppo-and-homs-16th-february-2023,
 1         , Damaged  , RSSP Office       ,"13 UNRWA installations have been reported as damaged across the north (including 3 schools and 1 library, 1 Training Centre, 1 CBO, 1 Health Centre, 1 Clinic, 1 RSSP Office, 1 Distribution Centre and 2 Microfinance Offices).",Syria,2023-02-22 11:41:04+00:00,Assessment,https://reliefweb.int/report/syrian-arab-republic/earthquake-syria-rapid-assessment-report-latakia-aleppo-and-homs-16th-february-2023,
 1         , Damaged  , Clinic            ,"13 UNRWA installations have been reported as damaged across the north (including 3 schools and 1 library, 1 Training Centre, 1 CBO, 1 Health Centre, 1 Clinic, 1 RSSP Office, 1 Distribution Centre and 2 Microfinance Offices).",Syria,2023-02-22 11:41:04+00:00,Assessment,https://reliefweb.int/report/syrian-arab-republic/earthquake-syria-rapid-assessment-report-latakia-aleppo-and-homs-16th-february-2023,
 1         , Damaged  , Health Centre     ,"13 UNRWA installations have been reported as damaged across the north (including 3 schools and 1 library, 1 Training Centre, 1 CBO, 1 Health Centre, 1 Clinic, 1 RSSP Office, 1 Distribution Centre and 2 Microfinance Offices).",Syria,2023-02-22 11:41:04+00:00,Assessment,https://reliefweb.int/report/syrian-arab-republic/earthquake-syria-rapid-assessment-report-latakia-aleppo-and-homs-16th-february-2023,
 1         , Damaged  , CBO               ,"13 UNRWA installations have been reported as damaged across the north (including 3 schools and 1 library, 1 Training Centre, 1 CBO, 1 Health Centre, 1 Clinic, 1 RSSP Office, 1 Distribution Centre and 2 Microfinance Offices).",Syria,2023-02-22 11:41:04+00:00,Assessment,https://reliefweb.int/report/syrian-arab-republic/earthquake-syria-rapid-assessment-report-latakia-aleppo-and-homs-16th-february-2023,
 1         , Damaged  , Training Centre   ,"13 UNRWA installations have been reported as damaged across the north (including 3 schools and 1 library, 1 Training Centre, 1 CBO, 1 Health Centre, 1 Clinic, 1 RSSP Office, 1 Distribution Centre and 2 Microfinance Offices).",Syria,2023-02-22 11:41:04+00:00,Assessment,https://reliefweb.int/report/syrian-arab-republic/earthquake-syria-rapid-assessment-report-latakia-aleppo-and-homs-16th-february-2023,
 1         , Damaged  , Library           ,"13 UNRWA installations have been reported as damaged across the north (including 3 schools and 1 library, 1 Training Centre, 1 CBO, 1 Health Centre, 1 Clinic, 1 RSSP Office, 1 Distribution Centre and 2 Microfinance Offices).",Syria,2023-02-22 11:41:04+00:00,Assessment,https://reliefweb.int/report/syrian-arab-republic/earthquake-syria-rapid-assessment-report-latakia-aleppo-and-homs-16th-february-2023,
         1           ,         Not Mentioned      ,     Palace       ,"We are now reluctant to be inside any house.” “If you ask me now to live in a palace, I would definitely say no, I can’t,” Lucy, who said he hasn’t slept in the 10 days since the earthquake, added.",Syria,2023-02-22 11:14:47+00:00,News and Press Release,https://reliefweb.int/report/syrian-arab-republic/syrian-children-now-too-frightened-sleep-indoors-new-64-earthquake-strikes,
         1           ,         Damaged            ,     House        ,"We are now reluctant to be inside any house.” “If you ask me now to live in a palace, I would definitely say no, I can’t,” Lucy, who said he hasn’t slept in the 10 days since the earthquake, added.",Syria,2023-02-22 11:14:47+00:00,News and Press Release,https://reliefweb.int/report/syrian-arab-republic/syrian-children-now-too-frightened-sleep-indoors-new-64-earthquake-strikes,
 1 , 1 (damaged) , Pre-school Facility ,"This impacts on educational progress and increases pressure on students, particularly 9th grade students who are facing into official exams.",Syria,2023-02-22 06:51:13+00:00,Situation Report,https://reliefweb.int/report/syrian-arab-republic/unrwa-syria-field-office-earthquake-status-update-no12-northern-syria-21-february-2023,
 1 , 1 (damaged) , Prison School ,"This impacts on educational progress and increases pressure on students, particularly 9th grade students who are facing into official exams.",Syria,2023-02-22 06:51:13+00:00,Situation Report,https://reliefweb.int/report/syrian-arab-republic/unrwa-syria-field-office-earthquake-status-update-no12-northern-syria-21-february-2023,
 1 , 1 (damaged) , Military School ,"This impacts on educational progress and increases pressure on students, particularly 9th grade students who are facing into official exams.",Syria,2023-02-22 06:51:13+00:00,Situation Report,https://reliefweb.int/report/syrian-arab-republic/unrwa-syria-field-office-earthquake-status-update-no12-northern-syria-21-february-2023,
 1 , 1 (damaged) , Kindergarten ,"This impacts on educational progress and increases pressure on students, particularly 9th grade students who are facing into official exams.",Syria,2023-02-22 06:51:13+00:00,Situation Report,https://reliefweb.int/report/syrian-arab-republic/unrwa-syria-field-office-earthquake-status-update-no12-northern-syria-21-february-2023,
 1 , 1 (damaged) , Training Centre ,"This impacts on educational progress and increases pressure on students, particularly 9th grade students who are facing into official exams.",Syria,2023-02-22 06:51:13+00:00,Situation Report,https://reliefweb.int/report/syrian-arab-republic/unrwa-syria-field-office-earthquake-status-update-no12-northern-syria-21-february-2023,
 2 , 2 (damaged) , Elementary Schools ,"This impacts on educational progress and increases pressure on students, particularly 9th grade students who are facing into official exams.",Syria,2023-02-22 06:51:13+00:00,Situation Report,https://reliefweb.int/report/syrian-arab-republic/unrwa-syria-field-office-earthquake-status-update-no12-northern-syria-21-february-2023,
 3 ," 1 (destroyed), 2 (damaged) ", High Schools ,"This impacts on educational progress and increases pressure on students, particularly 9th grade students who are facing into official exams.",Syria,2023-02-22 06:51:13+00:00,Situation Report,https://reliefweb.int/report/syrian-arab-republic/unrwa-syria-field-office-earthquake-status-update-no12-northern-syria-21-february-2023,
 1 , 1 (damaged) , University ,"This impacts on educational progress and increases pressure on students, particularly 9th grade students who are facing into official exams.",Syria,2023-02-22 06:51:13+00:00,Situation Report,https://reliefweb.int/report/syrian-arab-republic/unrwa-syria-field-office-earthquake-status-update-no12-northern-syria-21-february-2023,
 1 , 1 (damaged) , Education Facility ,"This impacts on educational progress and increases pressure on students, particularly 9th grade students who are facing into official exams.",Syria,2023-02-22 06:51:13+00:00,Situation Report,https://reliefweb.int/report/syrian-arab-republic/unrwa-syria-field-office-earthquake-status-update-no12-northern-syria-21-february-2023,
