Number of People Mentioned,What Happened,Age,Gender,text,primary_country,date_posted,format,url,NER_extracted_geolocation
" 1,600,000 ", Staying in informal settlements , N/A , N/A ,"9.1M affected people 5.2M targeted for humanitarian assistance 3M people having to relocate from their homes 1.6M people staying in informal settlements 50K people killed 107K people injured SITUATION OVERVIEW Ongoing environmental challenges continue to affect people, particularly those living in informal sites and tent cities.",Türkiye,2023-04-17 19:56:22+00:00,Situation Report,https://reliefweb.int/report/turkiye/turkiye-2023-earthquakes-situation-report-no-14-13-april-2023-entr,
" 3,000,000 ", Had to relocate from their homes , N/A , N/A ,"9.1M affected people 5.2M targeted for humanitarian assistance 3M people having to relocate from their homes 1.6M people staying in informal settlements 50K people killed 107K people injured SITUATION OVERVIEW Ongoing environmental challenges continue to affect people, particularly those living in informal sites and tent cities.",Türkiye,2023-04-17 19:56:22+00:00,Situation Report,https://reliefweb.int/report/turkiye/turkiye-2023-earthquakes-situation-report-no-14-13-april-2023-entr,
" 5,200,000 ", Targeted for humanitarian assistance , N/A , N/A ,"9.1M affected people 5.2M targeted for humanitarian assistance 3M people having to relocate from their homes 1.6M people staying in informal settlements 50K people killed 107K people injured SITUATION OVERVIEW Ongoing environmental challenges continue to affect people, particularly those living in informal sites and tent cities.",Türkiye,2023-04-17 19:56:22+00:00,Situation Report,https://reliefweb.int/report/turkiye/turkiye-2023-earthquakes-situation-report-no-14-13-april-2023-entr,
" 9,100,000 ", Affected , N/A , N/A ,"9.1M affected people 5.2M targeted for humanitarian assistance 3M people having to relocate from their homes 1.6M people staying in informal settlements 50K people killed 107K people injured SITUATION OVERVIEW Ongoing environmental challenges continue to affect people, particularly those living in informal sites and tent cities.",Türkiye,2023-04-17 19:56:22+00:00,Situation Report,https://reliefweb.int/report/turkiye/turkiye-2023-earthquakes-situation-report-no-14-13-april-2023-entr,
 41 , N/A , N/A , Persons with disabilities ,"Situation in numbers 48,520 Palestine refugees living in 4 affected governorates (Aleppo, Hama, Latakia and Tartous) 46,534 Palestine refugees targeted 20 Palestine refugees have died 2,355 Palestine refugees currently displaced (1,359 females, 996 males, including 41 persons with disabilities) 173 Palestine refugees in emergency shelters (92 females, 81 males, including 8 persons with disabilities) Infrastructure damage 1,076 Palestine refugee houses damaged (166 severely, 309 partially & 601 minor) 11 UNRWA installations damaged (3 partially and 8 will require minor repairs) Funding Requirements US$ 15,149,291 required for UNRWA Syria earthquake response.",Syria,2023-04-14 23:37:54+00:00,Situation Report,https://reliefweb.int/report/syrian-arab-republic/unrwa-syria-earthquake-response-situation-report-24-13-april-2023,
 3 , Installations partially damaged , N/A , N/A ,"Situation in numbers 48,520 Palestine refugees living in 4 affected governorates (Aleppo, Hama, Latakia and Tartous) 46,534 Palestine refugees targeted 20 Palestine refugees have died 2,355 Palestine refugees currently displaced (1,359 females, 996 males, including 41 persons with disabilities) 173 Palestine refugees in emergency shelters (92 females, 81 males, including 8 persons with disabilities) Infrastructure damage 1,076 Palestine refugee houses damaged (166 severely, 309 partially & 601 minor) 11 UNRWA installations damaged (3 partially and 8 will require minor repairs) Funding Requirements US$ 15,149,291 required for UNRWA Syria earthquake response.",Syria,2023-04-14 23:37:54+00:00,Situation Report,https://reliefweb.int/report/syrian-arab-republic/unrwa-syria-earthquake-response-situation-report-24-13-april-2023,
 173 , N/A , N/A , N/A ,"Situation in numbers 48,520 Palestine refugees living in 4 affected governorates (Aleppo, Hama, Latakia and Tartous) 46,534 Palestine refugees targeted 20 Palestine refugees have died 2,355 Palestine refugees currently displaced (1,359 females, 996 males, including 41 persons with disabilities) 173 Palestine refugees in emergency shelters (92 females, 81 males, including 8 persons with disabilities) Infrastructure damage 1,076 Palestine refugee houses damaged (166 severely, 309 partially & 601 minor) 11 UNRWA installations damaged (3 partially and 8 will require minor repairs) Funding Requirements US$ 15,149,291 required for UNRWA Syria earthquake response.",Syria,2023-04-14 23:37:54+00:00,Situation Report,https://reliefweb.int/report/syrian-arab-republic/unrwa-syria-earthquake-response-situation-report-24-13-april-2023,
" 48,520 ", N/A , N/A , N/A ,"Situation in numbers 48,520 Palestine refugees living in 4 affected governorates (Aleppo, Hama, Latakia and Tartous) 46,534 Palestine refugees targeted 20 Palestine refugees have died 2,355 Palestine refugees currently displaced (1,359 females, 996 males, including 41 persons with disabilities) 173 Palestine refugees in emergency shelters (92 females, 81 males, including 8 persons with disabilities) Infrastructure damage 1,076 Palestine refugee houses damaged (166 severely, 309 partially & 601 minor) 11 UNRWA installations damaged (3 partially and 8 will require minor repairs) Funding Requirements US$ 15,149,291 required for UNRWA Syria earthquake response.",Syria,2023-04-14 23:37:54+00:00,Situation Report,https://reliefweb.int/report/syrian-arab-republic/unrwa-syria-earthquake-response-situation-report-24-13-april-2023,
" 46,534 ", N/A , N/A , N/A ,"Situation in numbers 48,520 Palestine refugees living in 4 affected governorates (Aleppo, Hama, Latakia and Tartous) 46,534 Palestine refugees targeted 20 Palestine refugees have died 2,355 Palestine refugees currently displaced (1,359 females, 996 males, including 41 persons with disabilities) 173 Palestine refugees in emergency shelters (92 females, 81 males, including 8 persons with disabilities) Infrastructure damage 1,076 Palestine refugee houses damaged (166 severely, 309 partially & 601 minor) 11 UNRWA installations damaged (3 partially and 8 will require minor repairs) Funding Requirements US$ 15,149,291 required for UNRWA Syria earthquake response.",Syria,2023-04-14 23:37:54+00:00,Situation Report,https://reliefweb.int/report/syrian-arab-republic/unrwa-syria-earthquake-response-situation-report-24-13-april-2023,
 20 , Died , N/A , N/A ,"Situation in numbers 48,520 Palestine refugees living in 4 affected governorates (Aleppo, Hama, Latakia and Tartous) 46,534 Palestine refugees targeted 20 Palestine refugees have died 2,355 Palestine refugees currently displaced (1,359 females, 996 males, including 41 persons with disabilities) 173 Palestine refugees in emergency shelters (92 females, 81 males, including 8 persons with disabilities) Infrastructure damage 1,076 Palestine refugee houses damaged (166 severely, 309 partially & 601 minor) 11 UNRWA installations damaged (3 partially and 8 will require minor repairs) Funding Requirements US$ 15,149,291 required for UNRWA Syria earthquake response.",Syria,2023-04-14 23:37:54+00:00,Situation Report,https://reliefweb.int/report/syrian-arab-republic/unrwa-syria-earthquake-response-situation-report-24-13-april-2023,
" 1,359 ", N/A , N/A , Female ,"Situation in numbers 48,520 Palestine refugees living in 4 affected governorates (Aleppo, Hama, Latakia and Tartous) 46,534 Palestine refugees targeted 20 Palestine refugees have died 2,355 Palestine refugees currently displaced (1,359 females, 996 males, including 41 persons with disabilities) 173 Palestine refugees in emergency shelters (92 females, 81 males, including 8 persons with disabilities) Infrastructure damage 1,076 Palestine refugee houses damaged (166 severely, 309 partially & 601 minor) 11 UNRWA installations damaged (3 partially and 8 will require minor repairs) Funding Requirements US$ 15,149,291 required for UNRWA Syria earthquake response.",Syria,2023-04-14 23:37:54+00:00,Situation Report,https://reliefweb.int/report/syrian-arab-republic/unrwa-syria-earthquake-response-situation-report-24-13-april-2023,
 996 , N/A , N/A , Male ,"Situation in numbers 48,520 Palestine refugees living in 4 affected governorates (Aleppo, Hama, Latakia and Tartous) 46,534 Palestine refugees targeted 20 Palestine refugees have died 2,355 Palestine refugees currently displaced (1,359 females, 996 males, including 41 persons with disabilities) 173 Palestine refugees in emergency shelters (92 females, 81 males, including 8 persons with disabilities) Infrastructure damage 1,076 Palestine refugee houses damaged (166 severely, 309 partially & 601 minor) 11 UNRWA installations damaged (3 partially and 8 will require minor repairs) Funding Requirements US$ 15,149,291 required for UNRWA Syria earthquake response.",Syria,2023-04-14 23:37:54+00:00,Situation Report,https://reliefweb.int/report/syrian-arab-republic/unrwa-syria-earthquake-response-situation-report-24-13-april-2023,
 8 , Installations requiring minor repairs , N/A , N/A ,"Situation in numbers 48,520 Palestine refugees living in 4 affected governorates (Aleppo, Hama, Latakia and Tartous) 46,534 Palestine refugees targeted 20 Palestine refugees have died 2,355 Palestine refugees currently displaced (1,359 females, 996 males, including 41 persons with disabilities) 173 Palestine refugees in emergency shelters (92 females, 81 males, including 8 persons with disabilities) Infrastructure damage 1,076 Palestine refugee houses damaged (166 severely, 309 partially & 601 minor) 11 UNRWA installations damaged (3 partially and 8 will require minor repairs) Funding Requirements US$ 15,149,291 required for UNRWA Syria earthquake response.",Syria,2023-04-14 23:37:54+00:00,Situation Report,https://reliefweb.int/report/syrian-arab-republic/unrwa-syria-earthquake-response-situation-report-24-13-april-2023,
" 2,355 ", Displaced , N/A , N/A ,"Situation in numbers 48,520 Palestine refugees living in 4 affected governorates (Aleppo, Hama, Latakia and Tartous) 46,534 Palestine refugees targeted 20 Palestine refugees have died 2,355 Palestine refugees currently displaced (1,359 females, 996 males, including 41 persons with disabilities) 173 Palestine refugees in emergency shelters (92 females, 81 males, including 8 persons with disabilities) Infrastructure damage 1,076 Palestine refugee houses damaged (166 severely, 309 partially & 601 minor) 11 UNRWA installations damaged (3 partially and 8 will require minor repairs) Funding Requirements US$ 15,149,291 required for UNRWA Syria earthquake response.",Syria,2023-04-14 23:37:54+00:00,Situation Report,https://reliefweb.int/report/syrian-arab-republic/unrwa-syria-earthquake-response-situation-report-24-13-april-2023,
 11 , UNRWA installations damaged , N/A , N/A ,"Situation in numbers 48,520 Palestine refugees living in 4 affected governorates (Aleppo, Hama, Latakia and Tartous) 46,534 Palestine refugees targeted 20 Palestine refugees have died 2,355 Palestine refugees currently displaced (1,359 females, 996 males, including 41 persons with disabilities) 173 Palestine refugees in emergency shelters (92 females, 81 males, including 8 persons with disabilities) Infrastructure damage 1,076 Palestine refugee houses damaged (166 severely, 309 partially & 601 minor) 11 UNRWA installations damaged (3 partially and 8 will require minor repairs) Funding Requirements US$ 15,149,291 required for UNRWA Syria earthquake response.",Syria,2023-04-14 23:37:54+00:00,Situation Report,https://reliefweb.int/report/syrian-arab-republic/unrwa-syria-earthquake-response-situation-report-24-13-april-2023,
